Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2000-2001,LaLiga,Real Madrid,Iker Casillas,es ESP,GK,19.0,34.0,34.0,3038.0,33.8,37.0,1.1,159.0,122.0,76.7,22.0,6.0,6.0,13.0,38.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,César Sánchez,es ESP,GK,28.0,5.0,4.0,382.0,4.2,3.0,0.71,17.0,14.0,82.4,2.0,2.0,0.0,2.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Squad Total,,,25.8,38.0,38.0,3420.0,,40.0,1.05,176.0,136.0,77.3,24.0,8.0,6.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Opponent Total,,,26.9,38.0,38.0,,,,,,,,6.0,8.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,José Molina,es ESP,GK,29.0,32.0,32.0,2782.0,30.9,31.0,1.0,129.0,98.0,76.0,20.0,6.0,5.0,11.0,34.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Jacques Songo'o,cm CMR,GK,36.0,9.0,6.0,634.0,7.0,13.0,1.85,41.0,28.0,68.3,2.0,1.0,4.0,1.0,16.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Squad Total,,,28.3,38.0,38.0,3416.0,,44.0,1.16,170.0,126.0,74.1,22.0,7.0,9.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Opponent Total,,,26.7,38.0,38.0,,,,,,,,9.0,7.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Mallorca,Leo Franco,ar ARG,GK,23.0,27.0,27.0,2359.0,26.2,27.0,1.03,110.0,83.0,75.5,16.0,8.0,3.0,9.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Mallorca,Miki Garro,es ESP,GK,24.0,7.0,5.0,553.0,6.1,7.0,1.14,25.0,18.0,72.0,3.0,2.0,1.0,1.0,20.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Mallorca,Carlos Roa,ar ARG,GK,30.0,4.0,4.0,360.0,4.0,8.0,2.0,22.0,14.0,63.6,0.0,1.0,3.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Mallorca,Germán Burgos,ar ARG,GK,31.0,2.0,2.0,148.0,1.6,1.0,0.61,6.0,5.0,83.3,1.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Mallorca,Squad Total,,,28.2,38.0,38.0,3420.0,,43.0,1.13,163.0,120.0,73.6,20.0,11.0,7.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Mallorca,Opponent Total,,,26.9,38.0,38.0,,,,,,,,7.0,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Barcelona,Pepe Reina,es ESP,GK,17.0,19.0,18.0,1620.0,18.0,31.0,1.72,86.0,55.0,64.0,9.0,8.0,2.0,5.0,27.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Barcelona,Richard Dutruel,fr FRA,GK,27.0,15.0,15.0,1276.0,14.2,16.0,1.13,71.0,55.0,77.5,8.0,3.0,4.0,5.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Barcelona,Francesc Arnau,es ESP,GK,25.0,6.0,5.0,479.0,5.3,9.0,1.69,35.0,26.0,74.3,1.0,1.0,3.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Barcelona,Squad Total,,,26.4,38.0,38.0,3375.0,,56.0,1.49,192.0,136.0,70.8,17.0,12.0,9.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Barcelona,Opponent Total,,,26.8,38.0,38.0,,,,,,,,9.0,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Valencia,Santiago Cañizares,es ESP,GK,30.0,37.0,37.0,3330.0,37.0,34.0,0.92,160.0,126.0,78.8,17.0,9.0,11.0,14.0,37.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Valencia,Andrés Palop,es ESP,GK,26.0,1.0,1.0,90.0,1.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Valencia,Squad Total,,,27.6,38.0,38.0,3420.0,,34.0,0.89,164.0,130.0,79.3,18.0,9.0,11.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Valencia,Opponent Total,,,26.9,38.0,38.0,,,,,,,,11.0,9.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Celta Vigo,Pablo Cavallero,ar ARG,GK,26.0,21.0,21.0,1885.0,20.9,27.0,1.29,88.0,61.0,69.3,8.0,8.0,5.0,4.0,19.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Celta Vigo,José Manuel Pinto,es ESP,GK,24.0,18.0,17.0,1535.0,17.1,22.0,1.29,77.0,55.0,71.4,8.0,3.0,6.0,5.0,29.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Celta Vigo,Squad Total,,,27.1,38.0,38.0,3420.0,,49.0,1.29,165.0,116.0,70.3,16.0,11.0,11.0,9.0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Celta Vigo,Opponent Total,,,26.8,38.0,38.0,,,,,,,,11.0,11.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Villarreal,Javier López Vallejo,es ESP,GK,24.0,36.0,36.0,3240.0,36.0,51.0,1.42,161.0,110.0,68.3,15.0,9.0,13.0,10.0,27.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Villarreal,Jesús Unanua,es ESP,GK,31.0,2.0,2.0,180.0,2.0,1.0,0.5,7.0,6.0,85.7,1.0,1.0,0.0,1.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Villarreal,Squad Total,,,26.5,38.0,38.0,3420.0,,52.0,1.37,168.0,116.0,69.0,16.0,9.0,13.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Villarreal,Opponent Total,,,26.9,38.0,38.0,,,,,,,,13.0,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Málaga,Pedro Contreras,es ESP,GK,28.0,36.0,36.0,3235.0,35.9,57.0,1.59,215.0,158.0,73.5,16.0,7.0,13.0,8.0,22.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Málaga,Rafa,es ESP,GK,29.0,3.0,2.0,185.0,2.1,4.0,1.95,11.0,7.0,63.6,0.0,1.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Málaga,Squad Total,,,27.0,38.0,38.0,3420.0,,61.0,1.61,226.0,165.0,73.0,16.0,8.0,14.0,8.0,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Málaga,Opponent Total,,,26.8,38.0,38.0,,,,,,,,14.0,8.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Espanyol,Juan Luis Mora,es ESP,GK,27.0,35.0,35.0,3060.0,34.0,36.0,1.06,167.0,131.0,78.4,14.0,8.0,13.0,12.0,34.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Espanyol,Alfredo Argensó,es ESP,GK,25.0,3.0,3.0,270.0,3.0,8.0,2.67,20.0,12.0,60.0,0.0,0.0,3.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Espanyol,Squad Total,,,25.8,38.0,38.0,3330.0,,44.0,1.19,187.0,143.0,76.5,14.0,8.0,16.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Espanyol,Opponent Total,,,27.1,38.0,38.0,,,,,,,,16.0,8.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Alavés,Martín Herrera,ar ARG,GK,29.0,36.0,35.0,3209.0,35.7,53.0,1.49,182.0,129.0,70.9,14.0,7.0,16.0,9.0,25.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
