Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2000-2001,LaLiga,Real Madrid,Roberto Carlos,br BRA,DF,27.0,34.1,8.0,1.0,,44.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Raúl,es ESP,FW,23.0,34.2,3.0,0.0,,47.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Iker Casillas,es ESP,GK,19.0,33.8,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Luís Figo,pt POR,"FW,MF",27.0,32.7,12.0,0.0,,63.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Aitor Karanka,es ESP,DF,26.0,32.7,4.0,0.0,,40.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Claude Makélélé,fr FRA,MF,27.0,29.4,8.0,0.0,,64.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Iván Helguera,es ESP,"DF,MF",25.0,28.8,11.0,0.0,,60.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Fernando Hierro,es ESP,"DF,MF",32.0,26.6,13.0,1.0,,68.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Míchel Salgado,es ESP,DF,24.0,25.1,3.0,0.0,,41.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Steve McManaman,eng ENG,MF,28.0,21.8,3.0,0.0,,19.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Guti,es ESP,"FW,MF",23.0,20.7,0.0,0.0,,26.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Sávio,br BRA,MF,26.0,17.8,1.0,0.0,,12.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Fernando Morientes,es ESP,FW,24.0,11.9,1.0,0.0,,9.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Geremi,cm CMR,"DF,MF",21.0,12.5,1.0,0.0,,20.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Albert Celades,es ESP,MF,24.0,11.5,5.0,0.0,,21.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Pedro Munitis,es ESP,FW,25.0,13.3,3.0,0.0,,17.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Flávio Conceição,br BRA,MF,26.0,8.5,0.0,0.0,,16.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Iván Campo,es ESP,"DF,MF",26.0,7.6,2.0,0.0,,12.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Santiago Solari,ar ARG,MF,23.0,6.3,0.0,0.0,,10.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,César Sánchez,es ESP,GK,28.0,4.2,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Manolo Sanchís,es ESP,DF,35.0,2.3,0.0,0.0,,4.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Tote,es ESP,"FW,MF",21.0,0.5,0.0,0.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Alberto Rivera,es ESP,MF,22.0,0.5,0.0,0.0,,1.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Squad Total,,,25.8,,78.0,2.0,,594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,Real Madrid,Opponent Total,,,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Manuel Pablo,es ESP,DF,24.0,36.9,4.0,0.0,,36.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,José Molina,es ESP,GK,29.0,30.9,6.0,1.0,,0.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Mauro Silva,br BRA,MF,32.0,30.0,4.0,0.0,,79.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Enrique Romero,es ESP,DF,29.0,27.3,2.0,0.0,,28.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Donato,es ESP,"DF,MF",37.0,27.3,12.0,1.0,,35.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Víctor Sánchez,es ESP,MF,24.0,24.6,7.0,0.0,,32.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Fran,es ESP,MF,31.0,21.7,1.0,0.0,,24.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Noureddine Naybet,ma MAR,DF,30.0,23.9,4.0,1.0,,23.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Diego Tristán,es ESP,FW,24.0,20.4,6.0,0.0,,29.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Roy Makaay,nl NED,FW,25.0,21.2,2.0,0.0,,11.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Emerson,br BRA,MF,28.0,20.6,8.0,0.0,,67.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Juan Carlos Valerón,es ESP,MF,25.0,19.9,2.0,0.0,,28.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Hélder,pt POR,DF,29.0,18.1,10.0,0.0,,31.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-2001,LaLiga,La Coruña,Djalminha,br BRA,"FW,MF",29.0,14.6,7.0,2.0,,29.0,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
