Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2010-2011,EPL,Manchester Utd,Edwin van der Sar,nl NED,GK,39.0,33.0,33.0,2970.0,33.0,32.0,0.97,125.0,93.0,74.4,19.0,10.0,4.0,14.0,42.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Manchester Utd,Tomasz Kuszczak,pl POL,GK,28.0,5.0,5.0,450.0,5.0,5.0,1.0,14.0,9.0,64.3,4.0,1.0,0.0,1.0,20.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Manchester Utd,Squad Total,,,28.3,38.0,38.0,3420.0,,37.0,0.97,139.0,102.0,73.4,23.0,11.0,4.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Manchester Utd,Opponent Total,,,27.0,38.0,38.0,,,,,,,,4.0,11.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Chelsea,Petr Čech,cz CZE,GK,28.0,38.0,38.0,3420.0,38.0,33.0,0.87,148.0,115.0,77.7,21.0,8.0,9.0,15.0,39.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Chelsea,Squad Total,,,28.2,38.0,38.0,3420.0,,33.0,0.87,148.0,115.0,77.7,21.0,8.0,9.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Chelsea,Opponent Total,,,27.0,38.0,38.0,,,,,,,,9.0,8.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Manchester City,Joe Hart,eng ENG,GK,23.0,38.0,38.0,3420.0,38.0,33.0,0.87,153.0,120.0,78.4,21.0,8.0,9.0,18.0,47.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Manchester City,Squad Total,,,25.4,38.0,38.0,3420.0,,33.0,0.87,153.0,120.0,78.4,21.0,8.0,9.0,18.0,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Manchester City,Opponent Total,,,27.1,38.0,38.0,,,,,,,,9.0,8.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Arsenal,Wojciech Szczęsny,pl POL,GK,20.0,15.0,15.0,1350.0,15.0,19.0,1.27,65.0,46.0,70.8,6.0,5.0,4.0,6.0,40.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Arsenal,Łukasz Fabiański,pl POL,GK,25.0,14.0,14.0,1260.0,14.0,14.0,1.0,52.0,38.0,73.1,9.0,2.0,3.0,5.0,35.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Arsenal,Manuel Almunia,es ESP,GK,33.0,8.0,8.0,720.0,8.0,10.0,1.25,29.0,19.0,65.5,4.0,3.0,1.0,2.0,25.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Arsenal,Jens Lehmann,de GER,GK,40.0,1.0,1.0,90.0,1.0,1.0,1.0,4.0,3.0,75.0,0.0,1.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Arsenal,Squad Total,,,24.8,38.0,38.0,3420.0,,44.0,1.16,150.0,106.0,70.7,19.0,11.0,8.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Arsenal,Opponent Total,,,27.1,38.0,38.0,,,,,,,,8.0,11.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Tottenham,Heurelho Gomes,br BRA,GK,29.0,30.0,30.0,2700.0,30.0,39.0,1.3,156.0,117.0,75.0,13.0,12.0,5.0,7.0,23.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Tottenham,Carlo Cudicini,it ITA,GK,36.0,8.0,8.0,720.0,8.0,7.0,0.87,27.0,20.0,74.1,3.0,2.0,3.0,1.0,12.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Tottenham,Squad Total,,,26.6,38.0,38.0,3420.0,,46.0,1.21,183.0,137.0,74.9,16.0,14.0,8.0,8.0,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Tottenham,Opponent Total,,,27.2,38.0,38.0,,,,,,,,8.0,14.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Liverpool,Pepe Reina,es ESP,GK,27.0,38.0,38.0,3420.0,38.0,44.0,1.16,149.0,105.0,70.5,17.0,7.0,14.0,14.0,36.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Liverpool,Squad Total,,,26.9,38.0,38.0,3420.0,,44.0,1.16,149.0,105.0,70.5,17.0,7.0,14.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Liverpool,Opponent Total,,,27.0,38.0,38.0,,,,,,,,14.0,7.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Everton,Tim Howard,us USA,GK,31.0,38.0,38.0,3420.0,38.0,45.0,1.18,153.0,108.0,70.6,13.0,15.0,10.0,9.0,23.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Everton,Squad Total,,,28.1,38.0,38.0,3420.0,,45.0,1.18,153.0,108.0,70.6,13.0,15.0,10.0,9.0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Everton,Opponent Total,,,27.0,38.0,38.0,,,,,,,,10.0,15.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,EPL,Fulham,Mark Schwarzer,au AUS,GK,37.0,31.0,31.0,2790.0,31.0,37.0,1.19,142.0,105.0,73.9,9.0,12.0,10.0,11.0,35.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
