Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2003-2004,Bundesliga,Werder Bremen,Andreas Reinke,de GER,GK,34.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Fabian Ernst,de GER,MF,24.0,33.0,33.0,2950.0,32.8,2.0,11.0,13.0,2.0,0.0,0.0,4.0,0.0,,,,0.06,0.34,0.4,0.06,0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Paul Stalteri,ca CAN,"DF,MF",25.0,33.0,33.0,2909.0,32.3,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,,,,0.06,0.03,0.09,0.06,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Frank Baumann,de GER,"DF,MF",27.0,32.0,32.0,2872.0,31.9,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,,,,0.06,0.06,0.13,0.06,0.13,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Valérien Ismaël,fr FRA,DF,27.0,32.0,32.0,2860.0,31.8,4.0,3.0,7.0,3.0,1.0,1.0,6.0,0.0,,,,0.13,0.09,0.22,0.09,0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Johan Micoud,fr FRA,MF,30.0,32.0,32.0,2815.0,31.3,10.0,6.0,16.0,10.0,0.0,0.0,4.0,1.0,,,,0.32,0.19,0.51,0.32,0.51,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Aílton Gonçalves,br BRA,FW,30.0,33.0,32.0,2603.0,28.9,28.0,8.0,36.0,23.0,5.0,6.0,4.0,0.0,,,,0.97,0.28,1.24,0.8,1.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Mladen Krstajić,rs SRB,DF,29.0,30.0,30.0,2651.0,29.5,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,,,,0.1,0.03,0.14,0.1,0.14,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Krisztián Lisztes,hu HUN,MF,27.0,30.0,30.0,2495.0,27.7,3.0,5.0,8.0,2.0,1.0,1.0,3.0,0.0,,,,0.11,0.18,0.29,0.07,0.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Ivan Klasnić,hr CRO,FW,23.0,29.0,27.0,2170.0,24.1,13.0,11.0,24.0,13.0,0.0,0.0,2.0,0.0,,,,0.54,0.46,1.0,0.54,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Ümit Davala,tr TUR,"DF,MF",30.0,22.0,22.0,1900.0,21.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,,,,0.0,0.05,0.05,0.0,0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Tim Borowski,de GER,MF,23.0,25.0,12.0,1237.0,13.7,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,,,,0.07,0.22,0.29,0.07,0.29,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Christian Schulz,de GER,"DF,MF",20.0,17.0,11.0,955.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,,,,0.0,0.09,0.09,0.0,0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Angelos Charisteas,gr GRE,FW,23.0,24.0,7.0,850.0,9.4,4.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,,,,0.42,0.42,0.85,0.42,0.85,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Pekka Lagerblom,fi FIN,"DF,MF",20.0,7.0,3.0,298.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.3,0.3,0.0,0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Nelson Valdez,py PAR,FW,19.0,21.0,2.0,477.0,5.3,5.0,3.0,8.0,5.0,0.0,0.0,3.0,0.0,,,,0.94,0.57,1.51,0.94,1.51,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Ludovic Magnin,ch SUI,DF,24.0,4.0,2.0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Holger Wehlage,de GER,MF,27.0,4.0,0.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Viktor Skrypnyk,ua UKR,"DF,MF",33.0,6.0,0.0,93.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,0.97,0.0,0.97,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Markus Daun,de GER,FW,22.0,5.0,0.0,83.0,0.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.17,2.17,0.0,2.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Pascal Borel,de GER,GK,24.0,1.0,0.0,45.0,0.5,0.0,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Ivica Banović,hr CRO,MF,22.0,3.0,0.0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Marco Reich,de GER,"FW,MF",25.0,2.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Manuel Friedrich,de GER,DF,23.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-2004,Bundesliga,Werder Bremen,Squad Total,,,27.5,34.0,374.0,,,78.0,63.0,141.0,70.0,8.0,9.0,52.0,4.0,,,,2.29,1.85,4.15,2.06,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
