Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2016-2017,Ligue1,Monaco,Danijel Subašić,hr CRO,GK,31.0,36.0,36.0,3240.0,36.0,28.0,0.78,112.0,84.0,76.8,28.0,5.0,3.0,17.0,47.2,4.0,2.0,2.0,0.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Morgan De Sanctis,it ITA,GK,39.0,1.0,1.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Seydou Sy,sn SEN,GK,20.0,1.0,1.0,45.0,0.5,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Loic Badiashile,fr FRA,GK,18.0,1.0,0.0,45.0,0.5,0.0,0.0,2.0,2.0,150.0,1.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Squad Total,,,25.0,38.0,38.0,3420.0,38.0,29.0,0.76,118.0,89.0,78.0,30.0,5.0,3.0,17.0,44.7,5.0,3.0,2.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Opponent Total,,,26.3,38.0,38.0,3420.0,38.0,107.0,2.82,235.0,139.0,59.1,3.0,5.0,30.0,1.0,2.6,11.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Paris S-G,Kevin Trapp,de GER,GK,26.0,24.0,24.0,2123.0,23.6,13.0,0.55,55.0,42.0,78.2,18.0,4.0,2.0,15.0,62.5,2.0,1.0,1.0,0.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,23.0,15.0,14.0,1297.0,14.4,14.0,0.97,35.0,21.0,62.9,9.0,2.0,3.0,6.0,42.9,1.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Paris S-G,Squad Total,,,26.4,38.0,38.0,3420.0,38.0,27.0,0.71,90.0,63.0,72.2,27.0,6.0,5.0,21.0,55.3,3.0,2.0,1.0,0.0,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Paris S-G,Opponent Total,,,26.5,38.0,38.0,3420.0,38.0,83.0,2.18,209.0,136.0,64.6,5.0,6.0,27.0,4.0,10.5,10.0,9.0,1.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
