Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2016-2017,Ligue1,Monaco,Kamil Glik,pl POL,DF,28.0,36.0,6.0,0.0,0.0,35.0,19.0,3.0,4.0,64.0,16.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Danijel Subašić,hr CRO,GK,31.0,36.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Jemerson,br BRA,DF,23.0,34.0,8.0,2.0,1.0,44.0,15.0,1.0,0.0,54.0,51.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Fabinho,br BRA,MF,22.0,34.1,8.0,0.0,0.0,67.0,68.0,0.0,13.0,56.0,77.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Bernardo Silva,pt POR,MF,21.0,30.9,3.0,0.0,0.0,26.0,57.0,3.0,116.0,29.0,33.0,2.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Thomas Lemar,fr FRA,MF,20.0,29.0,1.0,0.0,0.0,22.0,47.0,7.0,222.0,29.0,39.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Valère Germain,fr FRA,FW,26.0,24.7,0.0,0.0,0.0,10.0,19.0,8.0,28.0,14.0,16.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Djibril Sidibé,fr FRA,DF,24.0,25.8,7.0,0.0,0.0,42.0,27.0,5.0,116.0,47.0,52.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Tiemoué Bakayoko,fr FRA,MF,21.0,24.7,2.0,1.0,0.0,56.0,53.0,0.0,5.0,58.0,56.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Benjamin Mendy,fr FRA,DF,22.0,22.8,6.0,1.0,0.0,30.0,17.0,12.0,172.0,44.0,39.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Radamel Falcao,co COL,FW,30.0,21.4,2.0,0.0,0.0,27.0,26.0,12.0,4.0,10.0,12.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,João Moutinho,pt POR,MF,29.0,19.8,0.0,0.0,0.0,22.0,18.0,0.0,59.0,42.0,40.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Kylian Mbappé,fr FRA,"FW,MF",17.0,16.6,2.0,0.0,0.0,8.0,22.0,24.0,28.0,3.0,7.0,3.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Almamy Touré,ml MLI,DF,20.0,12.0,0.0,0.0,0.0,13.0,4.0,2.0,68.0,14.0,24.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Andrea Raggi,it ITA,DF,32.0,10.7,0.0,0.0,0.0,6.0,5.0,4.0,23.0,14.0,11.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-2017,Ligue1,Monaco,Nabil Dirar,ma MAR,"MF,DF",30.0,9.7,2.0,0.0,0.0,18.0,8.0,0.0,58.0,9.0,18.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
