Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2017-2018,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,24.0,34.0,25.0,1.0,2.0,5.0,1.0,26.2,0.24,2.2,0.07,52.0,102.0,51.0,659.0,167.0,9.7,22.8,240.0,15.8,29.3,404.0,22.0,5.4,50.0,1.47,16.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Kevin Trapp,de GER,GK,27.0,4.0,4.0,2.0,0.0,0.0,0.0,4.9,0.17,0.9,0.23,4.0,8.0,50.0,71.0,20.0,11.3,22.3,21.0,0.0,23.5,66.0,4.0,6.1,5.0,1.25,15.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Squad Total,,,26.1,38.0,29.0,3.0,2.0,5.0,1.0,31.2,0.23,3.2,0.08,56.0,110.0,50.9,730.0,187.0,9.9,22.8,261.0,14.6,28.8,470.0,26.0,5.5,55.0,1.45,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Paris S-G,Opponent Total,,,26.0,38.0,108.0,7.0,4.0,4.0,8.0,91.9,0.34,-8.1,-0.21,258.0,662.0,39.0,719.0,176.0,51.7,39.9,370.0,78.4,53.5,504.0,22.0,4.4,32.0,0.84,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Monaco,Danijel Subašić,hr CRO,GK,32.0,32.7,41.0,4.0,1.0,3.0,1.0,38.9,0.29,-1.1,-0.03,165.0,431.0,38.3,655.0,154.0,44.6,37.3,265.0,52.5,44.2,481.0,32.0,6.7,21.0,0.64,13.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Monaco,Seydou Sy,sn SEN,GK,21.0,2.8,4.0,1.0,0.0,1.0,0.0,5.3,0.3,1.3,0.45,20.0,47.0,42.6,56.0,13.0,32.1,33.3,36.0,80.6,52.7,58.0,3.0,5.2,3.0,1.05,10.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Monaco,Diego Benaglio,ch SUI,GK,33.0,2.5,0.0,0.0,0.0,0.0,0.0,1.9,0.31,1.9,0.75,12.0,28.0,42.9,42.0,12.0,40.5,32.3,23.0,47.8,41.7,37.0,1.0,2.7,1.0,0.4,16.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Monaco,Squad Total,,,25.8,38.0,45.0,5.0,1.0,4.0,1.0,46.1,0.29,2.1,0.05,197.0,506.0,38.9,753.0,179.0,43.4,36.7,324.0,55.2,45.0,576.0,36.0,6.3,25.0,0.66,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Monaco,Opponent Total,,,26.0,38.0,85.0,7.0,1.0,7.0,2.0,65.3,0.33,-17.7,-0.47,317.0,745.0,42.6,1021.0,172.0,48.5,38.4,326.0,76.7,53.6,603.0,31.0,5.1,26.0,0.69,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Ligue1,Lyon,Anthony Lopes,pt POR,GK,26.0,34.0,37.0,5.0,1.0,3.0,3.0,37.6,0.23,3.6,0.1,119.0,324.0,36.7,810.0,169.0,28.0,31.6,239.0,40.6,39.0,513.0,21.0,4.1,30.0,0.88,13.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
