season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2017-2018,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,25.0,0.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
2017-2018,LaLiga,Barcelona,Lionel Messi,ar ARG,FW,30.0,0.0,32.0,3000.0,33.3,34.0,12.0,46.0,32.0,2.0,4.0,3.0,0.0,211.0,333.0,263.0,1.02,0.36,1.38,0.96,1.32,0.0,36.0
2017-2018,LaLiga,Barcelona,Luis Suárez,uy URU,FW,30.0,0.0,32.0,2899.0,32.2,25.0,12.0,37.0,24.0,1.0,1.0,9.0,0.0,61.0,97.0,331.0,0.78,0.37,1.15,0.75,1.12,0.0,33.0
2017-2018,LaLiga,Barcelona,Ivan Rakitić,hr CRO,MF,29.0,0.0,31.0,2835.0,31.5,1.0,5.0,6.0,1.0,0.0,0.0,4.0,0.0,50.0,250.0,81.0,0.03,0.16,0.19,0.03,0.19,0.0,35.0
2017-2018,LaLiga,Barcelona,Jordi Alba,es ESP,DF,28.0,0.0,30.0,2744.0,30.5,2.0,8.0,10.0,2.0,0.0,0.0,7.0,0.0,58.0,135.0,314.0,0.07,0.26,0.33,0.07,0.33,0.0,33.0
2017-2018,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,29.0,0.0,30.0,2593.0,28.8,1.0,4.0,5.0,1.0,0.0,0.0,8.0,0.0,15.0,203.0,29.0,0.03,0.14,0.17,0.03,0.17,0.0,31.0
2017-2018,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,30.0,0.0,29.0,2632.0,29.2,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,29.0,99.0,10.0,0.07,0.0,0.07,0.07,0.07,0.0,30.0
2017-2018,LaLiga,Barcelona,Andrés Iniesta,es ESP,MF,33.0,0.0,25.0,1824.0,20.3,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,71.0,219.0,75.0,0.05,0.1,0.15,0.05,0.15,0.0,30.0
2017-2018,LaLiga,Barcelona,Sergi Roberto,es ESP,DF,25.0,0.0,24.0,2225.0,24.7,1.0,7.0,8.0,1.0,0.0,0.0,3.0,2.0,87.0,139.0,185.0,0.04,0.28,0.32,0.04,0.32,0.0,30.0
2017-2018,LaLiga,Barcelona,Samuel Umtiti,fr FRA,DF,23.0,0.0,24.0,2189.0,24.3,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,37.0,112.0,10.0,0.04,0.0,0.04,0.04,0.04,0.0,25.0
2017-2018,LaLiga,Barcelona,Paulinho,br BRA,MF,29.0,0.0,21.0,1945.0,21.6,9.0,2.0,11.0,9.0,0.0,0.0,2.0,0.0,46.0,105.0,85.0,0.42,0.09,0.51,0.42,0.51,0.0,34.0
2017-2018,LaLiga,Barcelona,Nélson Semedo,pt POR,DF,23.0,0.0,17.0,1493.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0,62.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
2017-2018,LaLiga,Barcelona,Philippe Coutinho,br BRA,"MF,FW",25.0,0.0,16.0,1296.0,14.4,8.0,5.0,13.0,8.0,0.0,0.0,1.0,0.0,72.0,99.0,136.0,0.56,0.35,0.9,0.56,0.9,0.0,18.0
2017-2018,LaLiga,Barcelona,Thomas Vermaelen,be BEL,DF,31.0,0.0,12.0,1018.0,11.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,43.0,1.0,0.0,0.09,0.09,0.0,0.09,0.0,14.0
2017-2018,LaLiga,Barcelona,Ousmane Dembélé,fr FRA,"FW,MF",20.0,0.0,12.0,925.0,10.3,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,68.0,55.0,131.0,0.29,0.58,0.88,0.29,0.88,0.0,17.0
2017-2018,LaLiga,Barcelona,Lucas Digne,fr FRA,DF,24.0,0.0,8.0,704.0,7.8,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,22.0,36.0,77.0,0.0,0.26,0.26,0.0,0.26,0.0,12.0
2017-2018,LaLiga,Barcelona,Paco Alcácer,es ESP,"MF,FW",23.0,0.0,8.0,695.0,7.7,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,6.0,13.0,42.0,0.52,0.39,0.91,0.52,0.91,0.0,17.0
2017-2018,LaLiga,Barcelona,André Gomes,pt POR,MF,24.0,0.0,6.0,635.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,29.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2017-2018,LaLiga,Barcelona,Javier Mascherano,ar ARG,DF,33.0,0.0,6.0,541.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2017-2018,LaLiga,Barcelona,Gerard Deulofeu,es ESP,"MF,FW",23.0,0.0,5.0,503.0,5.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,32.0,14.0,84.0,0.18,0.18,0.36,0.18,0.36,0.0,10.0
2017-2018,LaLiga,Barcelona,Denis Suárez,es ESP,"MF,FW",23.0,0.0,4.0,595.0,6.6,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,35.0,27.0,67.0,0.3,0.3,0.61,0.3,0.61,0.0,18.0
2017-2018,LaLiga,Barcelona,Aleix Vidal,es ESP,"MF,FW",27.0,0.0,4.0,460.0,5.1,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,27.0,72.0,0.2,0.2,0.39,0.2,0.39,0.0,15.0
2017-2018,LaLiga,Barcelona,Yerry Mina,co COL,DF,22.0,0.0,4.0,371.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,12.0,0.0,0.0,0.24,0.24,0.0,0.24,0.0,5.0
