season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2000-2001,SeriaA,Roma,Vincent Candela,fr FRA,"DF,MF",26.0,33.0,33.0,2970.0,33.0,3.0,4.0,7.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,Matches,0.0
2000-2001,SeriaA,Roma,Walter Samuel,ar ARG,DF,22.0,31.0,31.0,2790.0,31.0,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.03,0.06,0.1,0.03,0.1,Matches,0.0
2000-2001,SeriaA,Roma,Cafú,br BRA,DF,30.0,31.0,31.0,2775.0,30.8,1.0,9.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.03,0.29,0.32,0.03,0.32,Matches,0.0
2000-2001,SeriaA,Roma,Damiano Tommasi,it ITA,MF,26.0,34.0,31.0,2755.0,30.6,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.2,Matches,0.0
2000-2001,SeriaA,Roma,Francesco Totti,it ITA,"FW,MF",23.0,30.0,30.0,2584.0,28.7,13.0,6.0,19.0,9.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.45,0.21,0.66,0.31,0.52,Matches,0.0
2000-2001,SeriaA,Roma,Antônio Carlos,br BRA,DF,31.0,28.0,28.0,2520.0,28.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,0.0
2000-2001,SeriaA,Roma,Marco Delvecchio,it ITA,FW,27.0,31.0,28.0,2034.0,22.6,3.0,5.0,8.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.13,0.22,0.35,0.13,0.35,Matches,0.0
2000-2001,SeriaA,Roma,Gabriel Batistuta,ar ARG,FW,31.0,28.0,27.0,2453.0,27.3,20.0,2.0,22.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.73,0.07,0.81,0.7,0.77,Matches,0.0
2000-2001,SeriaA,Roma,Francesco Antonioli,it ITA,GK,30.0,26.0,26.0,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2000-2001,SeriaA,Roma,Jonathan Zebina,fr FRA,DF,22.0,22.0,21.0,1703.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2000-2001,SeriaA,Roma,Cristiano Zanetti,it ITA,MF,23.0,26.0,20.0,1666.0,18.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,0.0
2000-2001,SeriaA,Roma,Aldair,br BRA,DF,34.0,15.0,14.0,1218.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2000-2001,SeriaA,Roma,Vincenzo Montella,it ITA,FW,26.0,28.0,13.0,1461.0,16.2,14.0,4.0,18.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.86,0.25,1.11,0.86,1.11,Matches,0.0
2000-2001,SeriaA,Roma,Emerson,br BRA,MF,24.0,13.0,10.0,1007.0,11.2,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.27,0.09,0.36,0.27,0.36,Matches,0.0
2000-2001,SeriaA,Roma,Cristiano Lupatelli,it ITA,GK,22.0,8.0,8.0,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2000-2001,SeriaA,Roma,Marcos Assunção,br BRA,MF,24.0,12.0,6.0,580.0,6.4,2.0,3.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.31,0.47,0.78,0.31,0.78,Matches,0.0
2000-2001,SeriaA,Roma,Amedeo Mangone,it ITA,DF,32.0,11.0,5.0,662.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2000-2001,SeriaA,Roma,Hidetoshi Nakata,jp JPN,MF,23.0,15.0,5.0,531.0,5.9,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.51,0.85,0.34,0.85,Matches,0.0
2000-2001,SeriaA,Roma,Gianni Guigou,uy URU,MF,25.0,15.0,3.0,427.0,4.7,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,Matches,0.0
2000-2001,SeriaA,Roma,Alessandro Rinaldi,it ITA,DF,25.0,9.0,3.0,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2000-2001,SeriaA,Roma,Eusebio Di Francesco,it ITA,MF,30.0,5.0,1.0,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2000-2001,SeriaA,Roma,Gaetano D'Agostino,it ITA,MF,18.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2000-2001,SeriaA,Roma,Abel Balbo,ar ARG,FW,34.0,2.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2000-2001,SeriaA,Roma,Squad Total,0,0,27.1,34.0,374.0,0.0,0.0,65.0,47.0,112.0,60.0,5.0,5.0,66.0,3.0,0.0,0.0,0.0,1.91,1.38,3.29,1.76,3.15,0,0.0
2000-2001,SeriaA,Roma,Opponent Total,0,0,26.5,34.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2000-2001,SeriaA,Juventus,Edwin van der Sar,nl NED,GK,29.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
