season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2000-2001,LaLiga,Real Madrid,Roberto Carlos,br BRA,DF,27.0,36.0,36.0,3065.0,34.1,5.0,7.0,12.0,5.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.15,0.21,0.35,0.15,0.35,Matches,0.0
2000-2001,LaLiga,Real Madrid,Raúl,es ESP,FW,23.0,36.0,34.0,3081.0,34.2,24.0,2.0,26.0,24.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.7,0.06,0.76,0.7,0.76,Matches,0.0
2000-2001,LaLiga,Real Madrid,Iker Casillas,es ESP,GK,19.0,34.0,34.0,3038.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2000-2001,LaLiga,Real Madrid,Luís Figo,pt POR,"FW,MF",27.0,34.0,33.0,2945.0,32.7,9.0,17.0,26.0,8.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.28,0.52,0.79,0.24,0.76,Matches,0.0
2000-2001,LaLiga,Real Madrid,Aitor Karanka,es ESP,DF,26.0,35.0,33.0,2943.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2000-2001,LaLiga,Real Madrid,Claude Makélélé,fr FRA,MF,27.0,33.0,32.0,2644.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2000-2001,LaLiga,Real Madrid,Iván Helguera,es ESP,"DF,MF",25.0,32.0,29.0,2588.0,28.8,4.0,1.0,5.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,Matches,0.0
2000-2001,LaLiga,Real Madrid,Fernando Hierro,es ESP,"DF,MF",32.0,29.0,28.0,2397.0,26.6,6.0,1.0,7.0,3.0,3.0,5.0,13.0,1.0,0.0,0.0,0.0,0.23,0.04,0.26,0.11,0.15,Matches,0.0
2000-2001,LaLiga,Real Madrid,Míchel Salgado,es ESP,DF,24.0,27.0,26.0,2261.0,25.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,Matches,0.0
2000-2001,LaLiga,Real Madrid,Steve McManaman,eng ENG,MF,28.0,28.0,22.0,1959.0,21.8,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.09,0.14,0.23,0.09,0.23,Matches,0.0
2000-2001,LaLiga,Real Madrid,Guti,es ESP,"FW,MF",23.0,32.0,22.0,1865.0,20.7,14.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.19,0.87,0.68,0.87,Matches,0.0
2000-2001,LaLiga,Real Madrid,Sávio,br BRA,MF,26.0,26.0,17.0,1601.0,17.8,3.0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17,0.39,0.56,0.17,0.56,Matches,0.0
2000-2001,LaLiga,Real Madrid,Fernando Morientes,es ESP,FW,24.0,22.0,13.0,1071.0,11.9,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.17,0.67,0.5,0.67,Matches,0.0
2000-2001,LaLiga,Real Madrid,Geremi,cm CMR,"DF,MF",21.0,16.0,12.0,1125.0,12.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,0.0
2000-2001,LaLiga,Real Madrid,Albert Celades,es ESP,MF,24.0,17.0,10.0,1031.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,0.0
2000-2001,LaLiga,Real Madrid,Pedro Munitis,es ESP,FW,25.0,29.0,9.0,1196.0,13.3,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.15,0.23,0.38,0.15,0.38,Matches,0.0
