season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2018-2019,Ligue1,Paris S-G,Marquinhos,br BRA,"DF,MF",24.0,30.0,30.0,2693.0,29.9,3.0,2.0,5.0,3.0,0.0,0.0,2.0,1.0,19.0,179.0,13.0,0.1,0.07,0.17,0.1,0.17,0.0,0.0
2018-2019,Ligue1,Paris S-G,Ángel Di María,ar ARG,"FW,MF",30.0,30.0,28.0,2324.0,25.8,12.0,11.0,23.0,12.0,0.0,0.0,2.0,0.0,98.0,151.0,277.0,0.46,0.43,0.89,0.46,0.89,0.0,0.0
2018-2019,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,19.0,29.0,24.0,2343.0,26.0,33.0,7.0,40.0,32.0,1.0,2.0,5.0,1.0,114.0,97.0,311.0,1.27,0.27,1.54,1.23,1.5,0.0,0.0
2018-2019,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,33.0,25.0,24.0,2077.0,23.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,19.0,144.0,4.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0
2018-2019,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,22.0,24.0,23.0,2005.0,22.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,23.0,92.0,6.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0
2018-2019,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,25.0,26.0,23.0,1879.0,20.9,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,52.0,261.0,38.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0
2018-2019,Ligue1,Paris S-G,Julian Draxler,de GER,"MF,FW",24.0,31.0,22.0,2046.0,22.7,3.0,7.0,10.0,3.0,0.0,0.0,6.0,0.0,93.0,193.0,169.0,0.13,0.31,0.44,0.13,0.44,0.0,0.0
2018-2019,Ligue1,Paris S-G,Alphonse Areola,fr FRA,GK,25.0,21.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue1,Paris S-G,Juan Bernat,es ESP,"DF,MF",25.0,25.0,21.0,1836.0,20.4,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,50.0,73.0,152.0,0.05,0.1,0.15,0.05,0.15,0.0,0.0
2018-2019,Ligue1,Paris S-G,Edinson Cavani,uy URU,FW,31.0,21.0,20.0,1671.0,18.6,18.0,5.0,23.0,14.0,4.0,5.0,1.0,0.0,16.0,16.0,122.0,0.97,0.27,1.24,0.75,1.02,0.0,0.0
2018-2019,Ligue1,Paris S-G,Thilo Kehrer,de GER,DF,21.0,27.0,19.0,1902.0,21.1,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,31.0,91.0,44.0,0.05,0.09,0.14,0.05,0.14,0.0,0.0
2018-2019,Ligue1,Paris S-G,Dani Alves,br BRA,"MF,DF",35.0,23.0,19.0,1622.0,18.0,1.0,7.0,8.0,1.0,0.0,0.0,4.0,0.0,41.0,163.0,131.0,0.06,0.39,0.44,0.06,0.44,0.0,0.0
2018-2019,Ligue1,Paris S-G,Thomas Meunier,be BEL,DF,26.0,22.0,19.0,1610.0,17.9,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,62.0,81.0,151.0,0.17,0.17,0.34,0.17,0.34,0.0,0.0
2018-2019,Ligue1,Paris S-G,Gianluigi Buffon,it ITA,GK,40.0,17.0,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,Ligue1,Paris S-G,Neymar,br BRA,"MF,FW",26.0,17.0,16.0,1439.0,16.0,15.0,7.0,22.0,10.0,5.0,5.0,2.0,0.0,125.0,177.0,138.0,0.94,0.44,1.38,0.63,1.06,0.0,0.0
2018-2019,Ligue1,Paris S-G,Leandro Paredes,ar ARG,MF,24.0,16.0,14.0,1249.0,13.9,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,112.0,6.0,0.0,0.14,0.14,0.0,0.14,0.0,0.0
2018-2019,Ligue1,Paris S-G,Christopher Nkunku,fr FRA,"MF,FW",20.0,22.0,13.0,1156.0,12.8,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,52.0,61.0,130.0,0.23,0.16,0.39,0.23,0.39,0.0,0.0
