Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2006-2007,Ligue1,Lyon,Grégory Coupet,fr FRA,GK,33.0,33.0,33.0,2970.0,33.0,20.0,0.61,92.0,72.0,78.3,21.0,9.0,3.0,15.0,45.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Lyon,Rémy Vercoutre,fr FRA,GK,26.0,5.0,5.0,450.0,5.0,7.0,1.4,26.0,19.0,73.1,3.0,0.0,2.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Lyon,Squad Total,,,26.7,38.0,38.0,3420.0,,27.0,0.71,118.0,91.0,77.1,24.0,9.0,5.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Lyon,Opponent Total,,,25.8,38.0,38.0,,,,,,,,5.0,9.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Marseille,Cédric Carrasso,fr FRA,GK,24.0,38.0,38.0,3420.0,38.0,36.0,0.95,143.0,107.0,74.8,19.0,7.0,12.0,11.0,28.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Marseille,Squad Total,,,24.6,38.0,38.0,3420.0,,36.0,0.95,143.0,107.0,74.8,19.0,7.0,12.0,11.0,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Marseille,Opponent Total,,,26.0,38.0,38.0,,,,,,,,12.0,7.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Toulouse,Nicolas Douchez,fr FRA,GK,26.0,36.0,36.0,3240.0,36.0,42.0,1.17,171.0,129.0,75.4,15.0,7.0,14.0,14.0,38.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Toulouse,Benoît Benvegnu,fr FRA,GK,21.0,2.0,2.0,180.0,2.0,1.0,0.5,7.0,6.0,85.7,1.0,1.0,0.0,1.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Toulouse,Squad Total,,,25.8,38.0,38.0,3420.0,,43.0,1.13,178.0,135.0,75.8,17.0,7.0,14.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Toulouse,Opponent Total,,,25.8,38.0,38.0,,,,,,,,14.0,7.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Rennes,Simon Pouplin,fr FRA,GK,21.0,38.0,38.0,3420.0,38.0,30.0,0.79,156.0,126.0,80.8,14.0,15.0,9.0,16.0,42.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Rennes,Squad Total,,,24.5,38.0,38.0,3420.0,,30.0,0.79,156.0,126.0,80.8,14.0,15.0,9.0,16.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Rennes,Opponent Total,,,26.1,38.0,38.0,,,,,,,,9.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,Ligue1,Lens,Charles Itandje,cm CMR,GK,23.0,38.0,38.0,3420.0,38.0,41.0,1.08,148.0,107.0,72.3,15.0,12.0,11.0,15.0,39.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
