season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2011-2012,SeriaA,Juventus,Andrea Pirlo,it ITA,MF,32.0,37.0,37.0,3315.0,36.8,3.0,12.0,15.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.08,0.33,0.41,0.08,0.41,Matches,0.0
2011-2012,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,33.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,SeriaA,Juventus,Claudio Marchisio,it ITA,MF,25.0,36.0,35.0,3040.0,33.8,9.0,4.0,13.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.27,0.12,0.38,0.27,0.38,Matches,0.0
2011-2012,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,26.0,34.0,34.0,3023.0,33.6,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,0.0
2011-2012,SeriaA,Juventus,Andrea Barzagli,it ITA,DF,30.0,35.0,34.0,3013.0,33.5,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,Matches,0.0
2011-2012,SeriaA,Juventus,Stephan Lichtsteiner,ch SUI,"DF,MF",27.0,35.0,34.0,2957.0,32.9,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,0.0
2011-2012,SeriaA,Juventus,Arturo Vidal,cl CHI,MF,24.0,33.0,30.0,2632.0,29.2,7.0,4.0,11.0,6.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,0.24,0.14,0.38,0.21,0.34,Matches,0.0
2011-2012,SeriaA,Juventus,Mirko Vučinić,me MNE,FW,27.0,32.0,29.0,2292.0,25.5,9.0,8.0,17.0,9.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.35,0.31,0.67,0.35,0.67,Matches,0.0
2011-2012,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,24.0,32.0,28.0,2641.0,29.3,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,0.0
2011-2012,SeriaA,Juventus,Simone Pepe,it ITA,"FW,MF",27.0,31.0,25.0,2197.0,24.4,6.0,3.0,9.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.25,0.12,0.37,0.25,0.37,Matches,0.0
