Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2022-2023,SeriaA,Napoli,Giovanni Di Lorenzo,it ITA,DF,28.0,36.2,2272.0,2687.0,84.6,36646.0,12660.0,1208.0,1303.0,92.7,847.0,971.0,87.2,165.0,259.0,63.7,4.0,4.7,,,47.0,177.0,61.0,9.0,256.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,-0.7
2022-2023,SeriaA,Napoli,Andre-Frank Zambo Anguissa,cm CMR,MF,26.0,33.9,1988.0,2261.0,87.9,28244.0,6636.0,1153.0,1248.0,92.4,646.0,729.0,88.6,90.0,133.0,67.7,5.0,2.6,,,33.0,185.0,25.0,0.0,181.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.4
2022-2023,SeriaA,Napoli,Kim Min-jae,kr KOR,DF,25.0,33.9,2552.0,2812.0,90.8,46165.0,17303.0,1026.0,1090.0,94.1,1269.0,1347.0,94.2,214.0,295.0,72.5,2.0,1.9,,,10.0,201.0,8.0,2.0,169.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.1
2022-2023,SeriaA,Napoli,Stanislav Lobotka,sk SVK,MF,27.0,34.5,2163.0,2301.0,94.0,35855.0,8577.0,1040.0,1095.0,95.0,890.0,933.0,95.4,172.0,191.0,90.1,1.0,1.0,,,17.0,214.0,14.0,0.0,172.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.0
2022-2023,SeriaA,Napoli,Alex Meret,it ITA,GK,25.0,34.0,818.0,931.0,87.9,18824.0,11619.0,189.0,189.0,100.0,438.0,441.0,99.3,188.0,298.0,63.1,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
2022-2023,SeriaA,Napoli,Victor Osimhen,ng NGA,FW,23.0,28.5,276.0,400.0,69.0,3890.0,582.0,158.0,199.0,79.4,71.0,108.0,65.7,21.0,29.0,72.4,4.0,2.8,,,34.0,20.0,10.0,2.0,28.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.2
2022-2023,SeriaA,Napoli,Khvicha Kvaratskhelia,ge GEO,FW,21.0,28.0,900.0,1136.0,79.2,12766.0,2560.0,570.0,623.0,91.5,225.0,301.0,74.8,63.0,118.0,53.4,10.0,7.7,,,54.0,41.0,46.0,8.0,91.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,2.3
2022-2023,SeriaA,Napoli,Amir Rrahmani,xk KVX,DF,28.0,27.2,1977.0,2167.0,91.2,39821.0,13543.0,641.0,688.0,93.2,1039.0,1081.0,96.1,266.0,349.0,76.2,1.0,1.0,,,12.0,149.0,7.0,0.0,135.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.0
2022-2023,SeriaA,Napoli,Piotr Zieliński,pl POL,MF,28.0,25.4,1300.0,1552.0,83.8,18650.0,5534.0,767.0,833.0,92.1,359.0,423.0,84.9,95.0,168.0,56.5,8.0,7.4,,,84.0,122.0,45.0,7.0,128.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,0.6
2022-2023,SeriaA,Napoli,Mário Rui,pt POR,DF,31.0,19.4,1408.0,1734.0,81.2,25486.0,8770.0,685.0,748.0,91.6,520.0,625.0,83.2,180.0,290.0,62.1,6.0,4.0,,,46.0,146.0,54.0,17.0,153.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,2.0
2022-2023,SeriaA,Napoli,Hirving Lozano,mx MEX,FW,27.0,17.8,441.0,588.0,75.0,6393.0,1550.0,250.0,291.0,85.9,140.0,182.0,76.9,30.0,50.0,60.0,3.0,3.3,,,30.0,25.0,40.0,22.0,49.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,-0.3
2022-2023,SeriaA,Napoli,Mathías Olivera,uy URU,DF,24.0,18.3,1200.0,1381.0,86.9,16376.0,4940.0,780.0,832.0,93.8,316.0,366.0,86.3,57.0,101.0,56.4,2.0,2.1,,,24.0,100.0,12.0,4.0,88.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-0.1
2022-2023,SeriaA,Napoli,Elif Elmas,mk MKD,"FW,MF",22.0,18.1,879.0,1012.0,86.9,12087.0,2837.0,551.0,596.0,92.4,252.0,291.0,86.6,37.0,58.0,63.8,3.0,1.9,,,27.0,60.0,31.0,9.0,73.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,1.1
