Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2022-2023,SeriaA,Napoli,Alex Meret,it ITA,GK,25.0,34.0,24.0,1.0,0.0,1.0,0.0,25.0,0.25,1.0,0.03,56.0,145.0,38.6,733.0,121.0,14.3,26.1,198.0,20.2,26.9,335.0,11.0,3.3,39.0,1.15,17.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Pierluigi Gollini,it ITA,GK,27.0,4.0,4.0,0.0,0.0,1.0,0.0,3.1,0.19,-0.9,-0.23,15.0,36.0,41.7,128.0,24.0,20.3,29.6,31.0,32.3,32.2,56.0,2.0,3.6,4.0,1.0,18.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Squad Total,,,26.4,38.0,28.0,1.0,0.0,2.0,0.0,28.0,0.24,0.0,0.0,71.0,181.0,39.2,861.0,145.0,15.2,,229.0,21.8,27.6,391.0,13.0,3.3,43.0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Opponent Total,,,26.4,38.0,77.0,8.0,0.0,16.0,2.0,63.7,0.25,-11.3,-0.3,207.0,628.0,33.0,1071.0,171.0,41.6,36.0,300.0,60.7,46.6,530.0,16.0,3.0,26.0,0.68,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Lazio,Ivan Provedel,it ITA,GK,28.0,37.9,30.0,1.0,0.0,5.0,1.0,31.4,0.25,2.4,0.06,158.0,373.0,42.4,1121.0,166.0,27.4,32.2,198.0,33.3,33.2,493.0,21.0,4.3,55.0,1.45,16.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Lazio,Luís Maximiano,pt POR,GK,23.0,0.1,,,,,,,,,,2.0,3.0,66.7,,1.0,,,,,,,,,,,19.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Lazio,Squad Total,,,28.6,38.0,30.0,1.0,0.0,5.0,1.0,31.4,0.25,2.4,0.06,160.0,376.0,42.6,1125.0,167.0,27.6,,198.0,33.3,33.2,493.0,21.0,4.3,55.0,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Lazio,Opponent Total,,,26.5,38.0,60.0,6.0,1.0,5.0,1.0,57.4,0.3,-1.6,-0.04,182.0,445.0,40.9,1241.0,168.0,27.6,30.3,237.0,43.5,39.1,382.0,21.0,5.5,47.0,1.24,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Inter,André Onana,cm CMR,GK,26.0,24.0,24.0,2.0,0.0,5.0,2.0,19.3,0.21,-2.7,-0.11,105.0,270.0,38.9,875.0,115.0,25.5,29.6,152.0,30.9,35.4,283.0,15.0,5.3,10.0,0.42,12.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Inter,Samir Handanović,si SVN,GK,38.0,13.7,18.0,1.0,0.0,1.0,1.0,15.0,0.27,-2.0,-0.14,45.0,87.0,51.7,508.0,71.0,15.6,24.7,71.0,11.3,25.5,149.0,2.0,1.3,10.0,0.73,15.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
