Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2022-2023,SeriaA,Napoli,Giovanni Di Lorenzo,it ITA,DF,28.0,36.2,2957.0,104.0,715.0,1476.0,788.0,94.0,2957.0,33.0,12.0,36.4,17.0,51.5,1842.0,7948.0,4413.0,73.0,62.0,4.0,21.0,17.0,2119.0,182.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Andre-Frank Zambo Anguissa,cm CMR,MF,26.0,33.9,2647.0,47.0,408.0,1519.0,758.0,88.0,2647.0,71.0,33.0,46.5,33.0,46.5,1744.0,7649.0,3048.0,58.0,56.0,9.0,72.0,50.0,2108.0,140.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Kim Min-jae,kr KOR,DF,25.0,33.9,3142.0,298.0,1329.0,1722.0,104.0,27.0,3142.0,7.0,4.0,57.1,3.0,42.9,1942.0,8608.0,4964.0,42.0,21.0,2.0,13.0,7.0,2349.0,8.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Stanislav Lobotka,sk SVK,MF,27.0,34.5,2536.0,66.0,523.0,1653.0,379.0,14.0,2536.0,27.0,18.0,66.7,5.0,18.5,1628.0,7751.0,3135.0,51.0,68.0,9.0,25.0,16.0,1950.0,39.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Alex Meret,it ITA,GK,25.0,34.0,974.0,828.0,972.0,2.0,0.0,0.0,974.0,0.0,0.0,,0.0,,544.0,2256.0,1190.0,0.0,0.0,0.0,0.0,0.0,476.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Victor Osimhen,ng NGA,FW,23.0,28.5,789.0,31.0,45.0,224.0,537.0,232.0,786.0,75.0,25.0,33.3,36.0,48.0,469.0,2589.0,836.0,43.0,23.0,27.0,96.0,49.0,594.0,196.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Khvicha Kvaratskhelia,ge GEO,FW,21.0,28.0,1548.0,8.0,110.0,486.0,976.0,175.0,1546.0,199.0,75.0,37.7,107.0,53.8,1054.0,6935.0,3699.0,139.0,62.0,84.0,63.0,48.0,1221.0,291.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Amir Rrahmani,xk KVX,DF,28.0,27.2,2372.0,228.0,955.0,1327.0,102.0,29.0,2372.0,6.0,3.0,50.0,2.0,33.3,1573.0,8201.0,5024.0,23.0,23.0,1.0,9.0,3.0,1768.0,5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Piotr Zieliński,pl POL,MF,28.0,25.4,1755.0,19.0,183.0,822.0,765.0,54.0,1755.0,58.0,22.0,37.9,29.0,50.0,1086.0,5372.0,2485.0,62.0,75.0,9.0,27.0,15.0,1361.0,129.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Mário Rui,pt POR,DF,31.0,19.4,1864.0,36.0,381.0,946.0,552.0,11.0,1864.0,16.0,8.0,50.0,5.0,31.3,1101.0,4711.0,2976.0,52.0,56.0,2.0,10.0,7.0,1243.0,97.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Hirving Lozano,mx MEX,FW,27.0,17.8,811.0,9.0,73.0,285.0,467.0,77.0,810.0,78.0,38.0,48.7,31.0,39.7,570.0,4050.0,2285.0,86.0,29.0,22.0,39.0,13.0,607.0,190.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Mathías Olivera,uy URU,DF,24.0,18.3,1588.0,47.0,360.0,805.0,432.0,40.0,1588.0,30.0,10.0,33.3,13.0,43.3,931.0,4080.0,2379.0,60.0,44.0,9.0,22.0,24.0,1040.0,68.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Elif Elmas,mk MKD,"FW,MF",22.0,18.1,1196.0,10.0,130.0,582.0,498.0,47.0,1195.0,52.0,23.0,44.2,22.0,42.3,753.0,3972.0,1995.0,42.0,41.0,13.0,33.0,22.0,961.0,103.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Matteo Politano,it ITA,FW,28.0,13.0,798.0,10.0,103.0,267.0,439.0,57.0,795.0,55.0,23.0,41.8,25.0,45.5,523.0,4082.0,2237.0,81.0,38.0,27.0,31.0,11.0,587.0,138.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Juan Jesus,br BRA,DF,31.0,10.4,834.0,56.0,300.0,518.0,21.0,7.0,834.0,0.0,0.0,,0.0,,532.0,3282.0,2091.0,14.0,9.0,0.0,5.0,1.0,575.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
