Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2002-2003,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,24.0,32.0,32.0,2827.0,31.4,23.0,0.73,108.0,85.0,78.7,19.0,9.0,4.0,14.0,43.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Juventus,Antonio Chimenti,it ITA,GK,32.0,4.0,2.0,223.0,2.5,6.0,2.42,16.0,10.0,62.5,2.0,1.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Juventus,Squad Total,,,28.2,34.0,34.0,3050.0,,29.0,0.86,124.0,95.0,76.6,21.0,9.0,4.0,15.0,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Juventus,Opponent Total,,,27.4,34.0,34.0,,,,,,,,4.0,9.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Inter,Francesco Toldo,it ITA,GK,30.0,32.0,32.0,2880.0,32.0,37.0,1.16,142.0,105.0,73.9,17.0,8.0,7.0,11.0,34.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Inter,Alberto Fontana,it ITA,GK,35.0,2.0,2.0,180.0,2.0,1.0,0.5,11.0,10.0,90.9,2.0,0.0,0.0,1.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Inter,Squad Total,,,27.5,34.0,34.0,3060.0,,38.0,1.12,153.0,115.0,75.2,19.0,8.0,7.0,12.0,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Inter,Opponent Total,,,27.3,34.0,34.0,,,,,,,,7.0,8.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Milan,Dida,br BRA,GK,28.0,30.0,30.0,2700.0,30.0,24.0,0.8,116.0,92.0,79.3,16.0,7.0,7.0,12.0,40.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Milan,Christian Abbiati,it ITA,GK,25.0,3.0,3.0,270.0,3.0,2.0,0.67,8.0,6.0,75.0,2.0,0.0,1.0,1.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Milan,Valerio Fiori,it ITA,GK,33.0,1.0,1.0,90.0,1.0,4.0,4.0,8.0,4.0,50.0,0.0,0.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Milan,Squad Total,,,27.8,34.0,34.0,3060.0,,30.0,0.88,132.0,102.0,77.3,18.0,7.0,9.0,14.0,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Milan,Opponent Total,,,27.1,34.0,34.0,,,,,,,,9.0,7.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Lazio,Angelo Peruzzi,it ITA,GK,32.0,30.0,30.0,2528.0,28.1,28.0,1.0,128.0,100.0,78.1,12.0,13.0,4.0,8.0,26.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Lazio,Luca Marchegiani,it ITA,GK,36.0,6.0,4.0,431.0,4.8,3.0,0.63,11.0,8.0,72.7,3.0,2.0,0.0,2.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Lazio,Emanuele Concetti,it ITA,GK,24.0,2.0,0.0,111.0,1.2,1.0,0.81,3.0,2.0,66.7,1.0,0.0,0.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Lazio,Squad Total,,,28.8,34.0,34.0,3070.0,,32.0,0.94,142.0,110.0,77.5,15.0,15.0,4.0,12.0,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Lazio,Opponent Total,,,27.1,34.0,34.0,,,,,,,,4.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Parma,Sébastien Frey,fr FRA,GK,22.0,34.0,34.0,3060.0,34.0,36.0,1.06,155.0,119.0,76.8,15.0,11.0,8.0,12.0,35.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Parma,Squad Total,,,24.9,34.0,34.0,3060.0,,36.0,1.06,155.0,119.0,76.8,15.0,11.0,8.0,12.0,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Parma,Opponent Total,,,27.4,34.0,34.0,,,,,,,,8.0,11.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Udinese,Morgan De Sanctis,it ITA,GK,25.0,34.0,34.0,3060.0,34.0,35.0,1.03,154.0,119.0,77.3,16.0,8.0,10.0,11.0,32.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Udinese,Squad Total,,,25.9,34.0,34.0,3060.0,,35.0,1.03,154.0,119.0,77.3,16.0,8.0,10.0,11.0,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Udinese,Opponent Total,,,27.3,34.0,34.0,,,,,,,,10.0,8.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Chievo,Cristiano Lupatelli,it ITA,GK,24.0,26.0,26.0,2340.0,26.0,28.0,1.08,114.0,86.0,75.4,12.0,5.0,9.0,9.0,34.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-2003,SeriaA,Chievo,Marco Ambrosio,it ITA,GK,29.0,8.0,8.0,720.0,8.0,11.0,1.37,38.0,27.0,71.1,4.0,2.0,2.0,2.0,25.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
