season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2011-2012,EPL,Manchester City,Joe Hart,eng ENG,GK,24.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,EPL,Manchester City,David Silva,es ESP,"FW,MF",25.0,36.0,33.0,2800.0,31.1,6.0,15.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.48,0.68,0.19,0.68,Matches,0.0
2011-2012,EPL,Manchester City,Vincent Kompany,be BEL,DF,25.0,31.0,31.0,2774.0,30.8,3.0,1.0,4.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.1,0.03,0.13,0.1,0.13,Matches,0.0
2011-2012,EPL,Manchester City,Gareth Barry,eng ENG,MF,30.0,34.0,31.0,2734.0,30.4,1.0,3.0,4.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13,Matches,0.0
2011-2012,EPL,Manchester City,Yaya Touré,ci CIV,MF,28.0,32.0,31.0,2643.0,29.4,6.0,6.0,12.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.2,0.2,0.41,0.2,0.41,Matches,0.0
2011-2012,EPL,Manchester City,Sergio Agüero,ar ARG,FW,23.0,34.0,31.0,2575.0,28.6,23.0,8.0,31.0,20.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.8,0.28,1.08,0.7,0.98,Matches,0.0
2011-2012,EPL,Manchester City,Joleon Lescott,eng ENG,DF,28.0,31.0,30.0,2686.0,29.8,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,0.0
2011-2012,EPL,Manchester City,Gaël Clichy,fr FRA,DF,26.0,28.0,28.0,2487.0,27.6,0.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,0.0
2011-2012,EPL,Manchester City,Samir Nasri,fr FRA,"FW,MF",24.0,30.0,26.0,2159.0,24.0,5.0,9.0,14.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.21,0.38,0.58,0.21,0.58,Matches,0.0
2011-2012,EPL,Manchester City,Micah Richards,eng ENG,DF,23.0,29.0,23.0,2044.0,22.7,1.0,5.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.04,0.22,0.26,0.04,0.26,Matches,0.0
2011-2012,EPL,Manchester City,Pablo Zabaleta,ar ARG,"DF,MF",26.0,21.0,18.0,1549.0,17.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,0.0
2011-2012,EPL,Manchester City,James Milner,eng ENG,"DF,MF",25.0,26.0,17.0,1586.0,17.6,3.0,5.0,8.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.17,0.28,0.45,0.11,0.4,Matches,0.0
2011-2012,EPL,Manchester City,Edin Džeko,ba BIH,FW,25.0,30.0,16.0,1509.0,16.8,14.0,3.0,17.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.83,0.18,1.01,0.83,1.01,Matches,0.0
2011-2012,EPL,Manchester City,Mario Balotelli,it ITA,FW,20.0,23.0,14.0,1328.0,14.8,13.0,1.0,14.0,10.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,0.88,0.07,0.95,0.68,0.75,Matches,0.0
2011-2012,EPL,Manchester City,Nigel de Jong,nl NED,MF,26.0,21.0,11.0,1077.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,EPL,Manchester City,Adam Johnson,eng ENG,MF,24.0,26.0,10.0,1147.0,12.7,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.47,0.16,0.63,0.47,0.63,Matches,0.0
2011-2012,EPL,Manchester City,Aleksandar Kolarov,rs SRB,DF,25.0,12.0,9.0,823.0,9.1,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22,0.44,0.66,0.22,0.66,Matches,0.0
2011-2012,EPL,Manchester City,Kolo Touré,ci CIV,DF,30.0,14.0,8.0,853.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,EPL,Manchester City,Carlos Tevez,ar ARG,"FW,MF",27.0,13.0,7.0,601.0,6.7,4.0,3.0,7.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.45,1.05,0.6,1.05,Matches,0.0
2011-2012,EPL,Manchester City,Stefan Savić,me MNE,"DF,MF",20.0,11.0,5.0,550.0,6.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,0.0
