season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2007-2008,SeriaA,Inter,Javier Zanetti,ar ARG,"DF,MF",33.0,38.0,35.0,3239.0,36.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,0.0
2007-2008,SeriaA,Inter,Júlio César,br BRA,GK,27.0,35.0,35.0,3073.0,34.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Inter,Esteban Cambiasso,ar ARG,MF,26.0,33.0,33.0,2893.0,32.1,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.19,0.06,0.25,0.19,0.25,Matches,0.0
2007-2008,SeriaA,Inter,Maicon Sisenando,br BRA,DF,26.0,31.0,31.0,2717.0,30.2,1.0,3.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13,Matches,0.0
2007-2008,SeriaA,Inter,Maxwell,br BRA,DF,25.0,32.0,27.0,2524.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Inter,Cristian Chivu,ro ROU,DF,26.0,26.0,23.0,1973.0,21.9,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,0.0
2007-2008,SeriaA,Inter,Zlatan Ibrahimović,se SWE,FW,25.0,26.0,22.0,1964.0,21.8,17.0,8.0,25.0,9.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.78,0.37,1.15,0.41,0.78,Matches,0.0
2007-2008,SeriaA,Inter,Julio Ricardo Cruz,ar ARG,FW,32.0,28.0,22.0,1954.0,21.7,13.0,3.0,16.0,12.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.6,0.14,0.74,0.55,0.69,Matches,0.0
2007-2008,SeriaA,Inter,Nicolás Burdisso,ar ARG,DF,26.0,24.0,20.0,1876.0,20.8,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,0.0
2007-2008,SeriaA,Inter,Iván Córdoba,co COL,DF,30.0,20.0,20.0,1800.0,20.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,0.0
2007-2008,SeriaA,Inter,Dejan Stanković,rs SRB,MF,28.0,21.0,19.0,1574.0,17.5,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.06,0.23,0.29,0.06,0.29,Matches,0.0
2007-2008,SeriaA,Inter,Marco Materazzi,it ITA,DF,33.0,23.0,16.0,1504.0,16.7,1.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,0.0
2007-2008,SeriaA,Inter,César,br BRA,"DF,MF",32.0,17.0,13.0,1135.0,12.6,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.08,0.16,0.24,0.08,0.24,Matches,0.0
2007-2008,SeriaA,Inter,Patrick Vieira,fr FRA,MF,31.0,16.0,13.0,1104.0,12.3,3.0,2.0,5.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.24,0.16,0.41,0.24,0.41,Matches,0.0
2007-2008,SeriaA,Inter,Walter Samuel,ar ARG,DF,29.0,12.0,12.0,1026.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Inter,Hernán Crespo,ar ARG,FW,32.0,19.0,12.0,990.0,11.0,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36,0.09,0.45,0.36,0.45,Matches,0.0
2007-2008,SeriaA,Inter,Luis Jiménez,cl CHI,"FW,MF",23.0,15.0,11.0,841.0,9.3,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.32,0.21,0.54,0.32,0.54,Matches,0.0
2007-2008,SeriaA,Inter,Luís Figo,pt POR,"FW,MF",34.0,17.0,10.0,864.0,9.6,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,0.42,0.52,0.1,0.52,Matches,0.0
2007-2008,SeriaA,Inter,David Suazo,hn HON,FW,27.0,27.0,9.0,1154.0,12.8,8.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.08,0.7,0.62,0.7,Matches,0.0
2007-2008,SeriaA,Inter,Mario Balotelli,it ITA,FW,16.0,11.0,7.0,570.0,6.3,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.47,0.32,0.79,0.47,0.79,Matches,0.0
2007-2008,SeriaA,Inter,Nelson Rivas,co COL,DF,24.0,11.0,6.0,616.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Inter,Olivier Dacourt,fr FRA,MF,32.0,9.0,6.0,453.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Inter,Pelé,pt POR,MF,19.0,15.0,4.0,516.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Inter,Maniche,pt POR,MF,29.0,8.0,4.0,310.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches,0.0
2007-2008,SeriaA,Inter,Adriano,br BRA,FW,25.0,4.0,3.0,242.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,Matches,0.0
2007-2008,SeriaA,Inter,Francesco Toldo,it ITA,GK,35.0,3.0,2.0,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Inter,Santiago Solari,ar ARG,MF,30.0,5.0,2.0,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Inter,Paolo Orlandoni,it ITA,GK,34.0,2.0,1.0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Inter,Squad Total,0,0,28.8,38.0,418.0,0.0,0.0,69.0,37.0,106.0,60.0,9.0,10.0,68.0,4.0,0.0,0.0,0.0,1.82,0.97,2.79,1.58,2.55,0,0.0
2007-2008,SeriaA,Inter,Opponent Total,0,0,27.6,38.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2007-2008,SeriaA,Roma,Doni,br BRA,GK,27.0,37.0,37.0,3287.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Roma,Daniele De Rossi,it ITA,"DF,MF",24.0,34.0,34.0,3046.0,33.8,5.0,4.0,9.0,3.0,2.0,3.0,13.0,0.0,0.0,0.0,0.0,0.15,0.12,0.27,0.09,0.21,Matches,0.0
2007-2008,SeriaA,Roma,Max Tonetto,it ITA,"DF,MF",32.0,35.0,33.0,2955.0,32.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,0.0
2007-2008,SeriaA,Roma,Philippe Mexès,fr FRA,DF,25.0,31.0,30.0,2654.0,29.5,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,0.0
2007-2008,SeriaA,Roma,David Pizarro,cl CHI,MF,27.0,31.0,28.0,2430.0,27.0,3.0,11.0,14.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.11,0.41,0.52,0.07,0.48,Matches,0.0
2007-2008,SeriaA,Roma,Mancini,br BRA,"FW,MF",26.0,31.0,27.0,2196.0,24.4,8.0,2.0,10.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.33,0.08,0.41,0.33,0.41,Matches,0.0
2007-2008,SeriaA,Roma,Francesco Totti,it ITA,"FW,MF",30.0,25.0,25.0,2093.0,23.3,14.0,5.0,19.0,11.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.6,0.22,0.82,0.47,0.69,Matches,0.0
2007-2008,SeriaA,Roma,Simone Perrotta,it ITA,MF,29.0,29.0,25.0,2066.0,23.0,5.0,2.0,7.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.22,0.09,0.3,0.22,0.3,Matches,0.0
2007-2008,SeriaA,Roma,Rodrigo Taddei,br BRA,"DF,FW",27.0,26.0,25.0,1950.0,21.7,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.28,0.09,0.37,0.28,0.37,Matches,0.0
2007-2008,SeriaA,Roma,Mirko Vučinić,me MNE,FW,23.0,33.0,24.0,2238.0,24.9,9.0,5.0,14.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.36,0.2,0.56,0.36,0.56,Matches,0.0
2007-2008,SeriaA,Roma,Christian Panucci,it ITA,DF,34.0,27.0,21.0,1953.0,21.7,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches,0.0
2007-2008,SeriaA,Roma,Marco Cassetti,it ITA,"DF,MF",30.0,27.0,21.0,1936.0,21.5,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,0.0
2007-2008,SeriaA,Roma,Juan,br BRA,DF,28.0,22.0,19.0,1694.0,18.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,0.0
2007-2008,SeriaA,Roma,Cicinho,br BRA,DF,27.0,30.0,18.0,1760.0,19.6,2.0,4.0,6.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.1,0.2,0.31,0.1,0.31,Matches,0.0
2007-2008,SeriaA,Roma,Ludovic Giuly,fr FRA,"FW,MF",31.0,32.0,17.0,1609.0,17.9,6.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,0.0
2007-2008,SeriaA,Roma,Matteo Ferrari,it ITA,DF,27.0,16.0,16.0,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Roma,Alberto Aquilani,it ITA,MF,23.0,21.0,11.0,1156.0,12.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches,0.0
2007-2008,SeriaA,Roma,Matteo Brighi,it ITA,MF,26.0,24.0,6.0,727.0,8.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.12,0.12,0.25,0.12,0.25,Matches,0.0
2007-2008,SeriaA,Roma,Gianluca Curci,it ITA,GK,22.0,2.0,1.0,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Roma,Mauro Esposito,it ITA,"FW,MF",28.0,8.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Roma,Vitorino Antunes,pt POR,DF,20.0,5.0,0.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Roma,Ahmed Barusso,gh GHA,MF,22.0,3.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Roma,Édgar Álvarez,hn HON,"DF,MF",27.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Roma,Squad Total,0,0,28.1,38.0,418.0,0.0,0.0,71.0,38.0,109.0,65.0,6.0,7.0,75.0,5.0,0.0,0.0,0.0,1.87,1.0,2.87,1.71,2.71,0,0.0
2007-2008,SeriaA,Roma,Opponent Total,0,0,27.5,38.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2007-2008,SeriaA,Juventus,David Trezeguet,fr FRA,FW,29.0,36.0,35.0,3081.0,34.2,20.0,5.0,25.0,18.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.58,0.15,0.73,0.53,0.67,Matches,0.0
2007-2008,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,29.0,34.0,34.0,3050.0,33.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2007-2008,SeriaA,Juventus,Alessandro Del Piero,it ITA,"FW,MF",32.0,37.0,32.0,2743.0,30.5,21.0,5.0,26.0,18.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.69,0.16,0.85,0.59,0.75,Matches,0.0
2007-2008,SeriaA,Juventus,Nicola Legrottaglie,it ITA,DF,30.0,33.0,31.0,2805.0,31.2,3.0,0.0,3.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,0.0
2007-2008,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,22.0,30.0,30.0,2690.0,29.9,3.0,1.0,4.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.1,0.03,0.13,0.1,0.13,Matches,0.0
