Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2006-2007,SeriaA,Inter,Javier Zanetti,ar ARG,"DF,MF",32.0,37.0,34.0,3129.0,34.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,,,,0.03,0.03,0.06,0.03,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Júlio César,br BRA,GK,26.0,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Dejan Stanković,rs SRB,MF,27.0,34.0,31.0,2721.0,30.2,6.0,11.0,17.0,6.0,0.0,0.0,11.0,0.0,,,,0.2,0.36,0.56,0.2,0.56,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Maicon Sisenando,br BRA,DF,25.0,32.0,27.0,2588.0,28.8,2.0,8.0,10.0,2.0,0.0,0.0,8.0,1.0,,,,0.07,0.28,0.35,0.07,0.35,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Marco Materazzi,it ITA,DF,32.0,28.0,27.0,2376.0,26.4,10.0,0.0,10.0,6.0,4.0,4.0,12.0,1.0,,,,0.38,0.0,0.38,0.23,0.23,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Iván Córdoba,co COL,DF,29.0,29.0,25.0,2267.0,25.2,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,,,,0.0,0.04,0.04,0.0,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Zlatan Ibrahimović,se SWE,FW,24.0,27.0,25.0,2156.0,24.0,15.0,7.0,22.0,15.0,0.0,1.0,6.0,2.0,,,,0.63,0.29,0.92,0.63,0.92,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Hernán Crespo,ar ARG,FW,31.0,29.0,22.0,1850.0,20.6,14.0,1.0,15.0,14.0,0.0,0.0,3.0,0.0,,,,0.68,0.05,0.73,0.68,0.73,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Fabio Grosso,it ITA,"DF,MF",28.0,23.0,22.0,1624.0,18.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,,,,0.11,0.0,0.11,0.11,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Luís Figo,pt POR,"FW,MF",33.0,32.0,19.0,2020.0,22.4,2.0,8.0,10.0,0.0,2.0,2.0,4.0,0.0,,,,0.09,0.36,0.45,0.0,0.36,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Nicolás Burdisso,ar ARG,DF,25.0,24.0,19.0,1884.0,20.9,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,,,,0.1,0.05,0.14,0.1,0.14,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Patrick Vieira,fr FRA,MF,30.0,20.0,19.0,1695.0,18.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,1.0,,,,0.05,0.16,0.21,0.05,0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Esteban Cambiasso,ar ARG,MF,25.0,21.0,18.0,1592.0,17.7,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,,,,0.17,0.17,0.34,0.17,0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Olivier Dacourt,fr FRA,MF,31.0,24.0,18.0,1488.0,16.5,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,,,,0.0,0.06,0.06,0.0,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Adriano,br BRA,FW,24.0,23.0,14.0,1414.0,15.7,5.0,9.0,14.0,5.0,0.0,0.0,1.0,0.0,,,,0.32,0.57,0.89,0.32,0.89,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Maxwell,br BRA,DF,24.0,22.0,14.0,1241.0,13.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,,,,0.07,0.07,0.15,0.07,0.15,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Walter Samuel,ar ARG,DF,28.0,18.0,12.0,1062.0,11.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,,,,0.25,0.0,0.25,0.25,0.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Santiago Solari,ar ARG,MF,29.0,21.0,12.0,968.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,,,,0.09,0.09,0.19,0.09,0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Julio Ricardo Cruz,ar ARG,FW,31.0,15.0,8.0,795.0,8.8,7.0,1.0,8.0,7.0,0.0,1.0,2.0,0.0,,,,0.79,0.11,0.91,0.79,0.91,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Francesco Toldo,it ITA,GK,34.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Álvaro Recoba,uy URU,"FW,MF",30.0,13.0,6.0,453.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,0.2,0.2,0.4,0.2,0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Mariano González,ar ARG,MF,25.0,14.0,4.0,456.0,5.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.2,0.2,0.0,0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Marco Andreolli,it ITA,DF,20.0,4.0,4.0,335.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Lampros Choutos,gr GRE,"FW,MF",26.0,1.0,0.0,12.0,0.1,0.0,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Ibrahim Maaroufi,be BEL,MF,17.0,1.0,0.0,9.0,0.1,0.0,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Squad Total,,,28.8,38.0,418.0,,,76.0,59.0,135.0,70.0,6.0,8.0,88.0,5.0,,,,2.0,1.55,3.55,1.84,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
