Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2006-2007,SeriaA,Inter,Júlio César,br BRA,GK,26.0,32.0,32.0,2880.0,32.0,30.0,0.94,134.0,104.0,77.6,25.0,6.0,1.0,12.0,37.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Francesco Toldo,it ITA,GK,34.0,6.0,6.0,540.0,6.0,4.0,0.67,25.0,21.0,84.0,5.0,1.0,0.0,3.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Squad Total,,,28.8,38.0,38.0,3420.0,,34.0,0.89,159.0,125.0,78.6,30.0,7.0,1.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Inter,Opponent Total,,,27.7,38.0,38.0,,,,,,,,1.0,7.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Roma,Doni,br BRA,GK,26.0,32.0,32.0,2880.0,32.0,25.0,0.78,112.0,87.0,77.7,19.0,8.0,5.0,13.0,40.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Roma,Gianluca Curci,it ITA,GK,21.0,6.0,6.0,540.0,6.0,9.0,1.5,31.0,22.0,71.0,3.0,1.0,2.0,1.0,16.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Roma,Squad Total,,,27.1,38.0,38.0,3420.0,,34.0,0.89,143.0,109.0,76.2,22.0,9.0,7.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Roma,Opponent Total,,,27.9,38.0,38.0,,,,,,,,7.0,9.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Lazio,Angelo Peruzzi,it ITA,GK,36.0,28.0,27.0,2381.0,26.5,24.0,0.91,102.0,78.0,76.5,10.0,10.0,7.0,5.0,18.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-2007,SeriaA,Lazio,Marco Ballotta,it ITA,GK,42.0,11.0,9.0,865.0,9.6,7.0,0.73,36.0,29.0,80.6,8.0,1.0,1.0,4.0,44.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
