Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2019-2020,Ligue1,Paris S-G,Ángel Di María,ar ARG,"FW,MF",31.0,22.2,1584.0,4.0,81.0,635.0,883.0,117.0,1582.0,133.0,67.0,50.4,66.0,49.6,989.0,6153.0,3165.0,111.0,82.0,38.0,53.0,27.0,1219.0,275.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Keylor Navas,cr CRC,GK,32.0,21.0,576.0,520.0,573.0,3.0,0.0,0.0,576.0,0.0,0.0,,0.0,,286.0,1440.0,989.0,0.0,0.0,0.0,2.0,0.0,281.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Thiago Silva,br BRA,DF,34.0,17.5,1654.0,144.0,552.0,1053.0,53.0,9.0,1654.0,3.0,2.0,66.7,1.0,33.3,979.0,4541.0,3063.0,10.0,14.0,0.0,5.0,2.0,1282.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Idrissa Gana Gueye,sn SEN,MF,29.0,18.4,1810.0,33.0,244.0,1265.0,314.0,22.0,1810.0,40.0,21.0,52.5,19.0,47.5,1048.0,4935.0,2532.0,37.0,35.0,6.0,25.0,13.0,1405.0,27.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,20.0,16.8,910.0,1.0,20.0,312.0,586.0,181.0,910.0,107.0,55.0,51.4,52.0,48.6,609.0,4649.0,2754.0,115.0,58.0,66.0,47.0,26.0,798.0,260.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Juan Bernat,es ESP,"DF,MF",26.0,15.4,1290.0,37.0,258.0,693.0,349.0,47.0,1290.0,39.0,28.0,71.8,11.0,28.2,718.0,3380.0,1838.0,44.0,36.0,7.0,18.0,15.0,924.0,129.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,26.0,16.5,1880.0,40.0,272.0,1261.0,363.0,11.0,1880.0,29.0,25.0,86.2,4.0,13.8,1131.0,4763.0,2608.0,33.0,36.0,4.0,14.0,22.0,1524.0,43.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Marquinhos,br BRA,"MF,DF",25.0,16.4,1477.0,83.0,415.0,957.0,112.0,17.0,1477.0,9.0,7.0,77.8,2.0,22.2,865.0,3980.0,2180.0,8.0,15.0,1.0,8.0,10.0,1114.0,9.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Neymar,br BRA,"MF,FW",27.0,14.6,1235.0,0.0,75.0,582.0,605.0,98.0,1230.0,148.0,90.0,60.8,58.0,39.2,867.0,6326.0,3307.0,110.0,90.0,24.0,73.0,46.0,1042.0,159.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Mauro Icardi,ar ARG,FW,26.0,14.1,271.0,14.0,36.0,95.0,142.0,73.0,271.0,12.0,6.0,50.0,6.0,50.0,125.0,458.0,184.0,9.0,3.0,8.0,15.0,4.0,176.0,64.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Thomas Meunier,be BEL,DF,27.0,13.8,1046.0,30.0,219.0,499.0,335.0,32.0,1046.0,16.0,9.0,56.3,7.0,43.8,513.0,2796.0,1559.0,49.0,32.0,7.0,9.0,4.0,667.0,149.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,23.0,13.6,1231.0,109.0,484.0,725.0,30.0,8.0,1231.0,15.0,13.0,86.7,2.0,13.3,845.0,4062.0,2308.0,6.0,8.0,1.0,5.0,2.0,943.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Abdou Diallo,sn SEN,DF,23.0,13.3,1167.0,77.0,358.0,765.0,55.0,9.0,1167.0,19.0,16.0,84.2,3.0,15.8,726.0,4110.0,2637.0,21.0,15.0,2.0,14.0,3.0,897.0,10.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Pablo Sarabia,es ESP,"FW,MF",27.0,12.9,822.0,7.0,62.0,377.0,387.0,66.0,822.0,9.0,5.0,55.6,4.0,44.4,509.0,2412.0,1374.0,41.0,34.0,11.0,31.0,11.0,655.0,185.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,Ligue1,Paris S-G,Layvin Kurzawa,fr FRA,DF,26.0,9.5,802.0,23.0,191.0,400.0,218.0,27.0,802.0,20.0,8.0,40.0,11.0,55.0,412.0,1488.0,748.0,15.0,16.0,2.0,14.0,15.0,539.0,80.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
