Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2012-2013,LaLiga,Barcelona,Víctor Valdés,es ESP,GK,30.0,31.0,31.0,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,LaLiga,Barcelona,Cesc Fàbregas,es ESP,"FW,MF",25.0,32.0,30.0,2296.0,25.5,11.0,12.0,23.0,11.0,0.0,0.0,7.0,0.0,,,,0.43,0.47,0.9,0.43,0.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,LaLiga,Barcelona,Lionel Messi,ar ARG,"FW,MF",25.0,32.0,28.0,2650.0,29.4,46.0,11.0,57.0,42.0,4.0,4.0,1.0,0.0,,,,1.56,0.37,1.94,1.43,1.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,LaLiga,Barcelona,Jordi Alba,es ESP,"DF,MF",23.0,29.0,27.0,2497.0,27.7,2.0,5.0,7.0,2.0,0.0,0.0,3.0,0.0,,,,0.07,0.18,0.25,0.07,0.25,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,25.0,28.0,27.0,2399.0,26.7,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,,,,0.08,0.0,0.08,0.08,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,LaLiga,Barcelona,Dani Alves,br BRA,"DF,MF",29.0,30.0,26.0,2265.0,25.2,0.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,,,,0.0,0.24,0.24,0.0,0.24,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,24.0,31.0,25.0,2250.0,25.0,1.0,2.0,3.0,1.0,0.0,0.0,9.0,0.0,,,,0.04,0.08,0.12,0.04,0.12,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,LaLiga,Barcelona,Xavi,es ESP,MF,32.0,30.0,24.0,2192.0,24.4,5.0,7.0,12.0,5.0,0.0,0.0,0.0,0.0,,,,0.21,0.29,0.49,0.21,0.49,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,LaLiga,Barcelona,Andrés Iniesta,es ESP,MF,28.0,31.0,24.0,2091.0,23.2,3.0,15.0,18.0,3.0,0.0,0.0,4.0,0.0,,,,0.13,0.65,0.77,0.13,0.77,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-2013,LaLiga,Barcelona,Pedro,es ESP,"FW,MF",25.0,28.0,23.0,2066.0,23.0,7.0,7.0,14.0,7.0,0.0,0.0,3.0,0.0,,,,0.3,0.3,0.61,0.3,0.61,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
