Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2021-2022,SeriaA,Milan,Mike Maignan,fr FRA,GK,26.0,32.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Rafael Leão,pt POR,FW,22.0,28.9,17.0,7.0,3.0,9.0,5.0,10.0,20.0,50.0,10.0,12.0,1.0,11.0,12.0,29.0,8.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Sandro Tonali,it ITA,MF,21.0,28.9,54.0,37.0,23.0,25.0,6.0,21.0,41.0,51.2,20.0,26.0,8.0,18.0,34.0,88.0,19.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Fikayo Tomori,eng ENG,DF,23.0,30.2,73.0,44.0,36.0,34.0,3.0,18.0,26.0,69.2,8.0,37.0,23.0,14.0,45.0,118.0,84.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Theo Hernández,fr FRA,DF,23.0,30.1,53.0,35.0,34.0,14.0,5.0,29.0,40.0,72.5,11.0,16.0,3.0,13.0,23.0,76.0,29.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Franck Kessié,ci CIV,MF,24.0,25.6,41.0,23.0,12.0,24.0,5.0,17.0,26.0,65.4,9.0,39.0,10.0,29.0,23.0,64.0,22.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Brahim Díaz,es ESP,MF,21.0,20.6,23.0,17.0,3.0,11.0,9.0,8.0,22.0,36.4,14.0,11.0,0.0,11.0,8.0,31.0,4.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Davide Calabria,it ITA,DF,24.0,23.5,62.0,37.0,31.0,23.0,8.0,37.0,72.0,51.4,35.0,25.0,5.0,20.0,23.0,85.0,40.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Olivier Giroud,fr FRA,FW,34.0,21.0,15.0,11.0,4.0,6.0,5.0,3.0,17.0,17.6,14.0,13.0,4.0,9.0,3.0,18.0,19.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Alexis Saelemaekers,be BEL,FW,22.0,20.7,43.0,22.0,12.0,17.0,14.0,15.0,51.0,29.4,36.0,19.0,0.0,19.0,15.0,58.0,8.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Pierre Kalulu,fr FRA,DF,21.0,21.6,61.0,36.0,36.0,21.0,4.0,17.0,22.0,77.3,5.0,36.0,15.0,21.0,26.0,87.0,54.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Alessio Romagnoli,it ITA,DF,26.0,15.7,24.0,14.0,14.0,10.0,0.0,14.0,18.0,77.8,4.0,21.0,12.0,9.0,19.0,43.0,45.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Ismaël Bennacer,dz ALG,MF,23.0,16.9,44.0,30.0,22.0,15.0,7.0,21.0,50.0,42.0,29.0,20.0,4.0,16.0,25.0,69.0,15.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Rade Krunić,ba BIH,"MF,FW",27.0,15.7,33.0,18.0,16.0,14.0,3.0,15.0,31.0,48.4,16.0,19.0,2.0,17.0,16.0,49.0,17.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Junior Messias,br BRA,"FW,MF",30.0,15.9,34.0,18.0,11.0,14.0,9.0,15.0,34.0,44.1,19.0,11.0,1.0,10.0,17.0,51.0,17.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Alessandro Florenzi,it ITA,"DF,FW",30.0,12.8,28.0,14.0,14.0,7.0,7.0,14.0,32.0,43.8,18.0,9.0,2.0,7.0,27.0,55.0,10.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Zlatan Ibrahimović,se SWE,FW,39.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,9.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Simon Kjær,dk DEN,DF,32.0,8.9,20.0,12.0,9.0,8.0,3.0,6.0,12.0,50.0,6.0,17.0,13.0,4.0,9.0,29.0,39.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Ante Rebić,hr CRO,FW,27.0,9.9,14.0,8.0,3.0,6.0,5.0,7.0,20.0,35.0,13.0,14.0,0.0,14.0,3.0,17.0,3.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Ciprian Tătărușanu,ro ROU,GK,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Matteo Gabbia,it ITA,DF,21.0,6.0,4.0,3.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,8.0,12.0,12.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Tiemoué Bakayoko,fr FRA,MF,26.0,5.6,19.0,13.0,9.0,7.0,3.0,5.0,16.0,31.3,11.0,8.0,1.0,7.0,9.0,28.0,10.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Fodé Ballo-Touré,sn SEN,DF,24.0,5.0,18.0,14.0,5.0,13.0,0.0,4.0,9.0,44.4,5.0,6.0,2.0,4.0,3.0,21.0,5.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Daniel Maldini,it ITA,MF,19.0,1.6,8.0,3.0,4.0,3.0,1.0,2.0,6.0,33.3,4.0,4.0,0.0,4.0,1.0,9.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Pietro Pellegri,it ITA,FW,20.0,1.5,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Samu Castillejo,es ESP,"FW,MF",26.0,1.4,4.0,2.0,0.0,2.0,2.0,1.0,8.0,12.5,7.0,4.0,1.0,3.0,2.0,6.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Andrea Conti,it ITA,DF,27.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Luca Stanga,it ITA,DF,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Squad Total,,,25.6,38.0,697.0,421.0,304.0,288.0,105.0,281.0,583.0,48.2,302.0,371.0,110.0,261.0,355.0,1052.0,477.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Opponent Total,,,27.0,38.0,635.0,352.0,318.0,250.0,67.0,323.0,779.0,41.5,456.0,431.0,158.0,273.0,356.0,991.0,722.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Samir Handanović,si SVN,GK,37.0,37.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Nicolò Barella,it ITA,MF,24.0,32.4,63.0,42.0,17.0,35.0,11.0,29.0,55.0,52.7,26.0,26.0,2.0,24.0,21.0,84.0,8.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Milan Škriniar,sk SVK,DF,26.0,35.0,47.0,27.0,26.0,17.0,4.0,24.0,42.0,57.1,18.0,36.0,25.0,11.0,25.0,72.0,90.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Marcelo Brozović,hr CRO,MF,28.0,32.6,77.0,45.0,34.0,35.0,8.0,34.0,68.0,50.0,34.0,28.0,10.0,18.0,37.0,114.0,36.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Ivan Perišić,hr CRO,DF,32.0,31.3,38.0,22.0,18.0,11.0,9.0,28.0,50.0,56.0,22.0,39.0,7.0,32.0,47.0,85.0,42.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Hakan Çalhanoğlu,tr TUR,MF,27.0,27.6,41.0,23.0,16.0,19.0,6.0,11.0,40.0,27.5,29.0,29.0,5.0,24.0,25.0,66.0,12.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Alessandro Bastoni,it ITA,DF,22.0,25.7,44.0,25.0,28.0,13.0,3.0,17.0,34.0,50.0,17.0,22.0,12.0,10.0,35.0,79.0,59.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
