Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2021-2022,SeriaA,Milan,Mike Maignan,fr FRA,GK,26.0,32.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,51.0,6.0,2.0,75.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Rafael Leão,pt POR,FW,22.0,28.9,4.0,0.0,0.0,25.0,45.0,8.0,63.0,12.0,7.0,2.0,0.0,0.0,,99.0,28.0,37.0,43.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Sandro Tonali,it ITA,MF,21.0,28.9,9.0,0.0,0.0,45.0,50.0,3.0,108.0,34.0,37.0,0.0,0.0,0.0,,189.0,10.0,14.0,41.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Fikayo Tomori,eng ENG,DF,23.0,30.2,4.0,0.0,0.0,19.0,11.0,0.0,3.0,45.0,44.0,0.0,0.0,0.0,,183.0,51.0,48.0,51.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Theo Hernández,fr FRA,DF,23.0,30.1,7.0,2.0,1.0,34.0,74.0,8.0,126.0,23.0,35.0,0.0,0.0,0.0,,219.0,25.0,14.0,64.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Franck Kessié,ci CIV,MF,24.0,25.6,2.0,0.0,0.0,36.0,31.0,1.0,12.0,23.0,23.0,1.0,1.0,0.0,,176.0,30.0,29.0,50.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Brahim Díaz,es ESP,MF,21.0,20.6,4.0,0.0,0.0,22.0,33.0,4.0,11.0,8.0,17.0,0.0,0.0,0.0,,108.0,4.0,40.0,9.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Davide Calabria,it ITA,DF,24.0,23.5,2.0,0.0,0.0,15.0,28.0,1.0,53.0,23.0,37.0,0.0,0.0,0.0,,140.0,10.0,27.0,27.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Olivier Giroud,fr FRA,FW,34.0,21.0,4.0,0.0,0.0,31.0,22.0,11.0,4.0,3.0,11.0,0.0,0.0,0.0,,42.0,92.0,51.0,64.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Alexis Saelemaekers,be BEL,FW,22.0,20.7,2.0,0.0,0.0,29.0,37.0,1.0,63.0,15.0,22.0,0.0,0.0,0.0,,120.0,9.0,14.0,39.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Pierre Kalulu,fr FRA,DF,21.0,21.6,4.0,0.0,0.0,16.0,6.0,2.0,22.0,26.0,36.0,0.0,0.0,0.0,,150.0,22.0,41.0,34.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Alessio Romagnoli,it ITA,DF,26.0,15.7,4.0,1.0,0.0,17.0,13.0,3.0,1.0,19.0,14.0,0.0,1.0,0.0,,79.0,46.0,19.0,70.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Ismaël Bennacer,dz ALG,MF,23.0,16.9,7.0,0.0,0.0,25.0,44.0,0.0,24.0,25.0,30.0,0.0,0.0,0.0,,153.0,15.0,18.0,45.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Rade Krunić,ba BIH,"MF,FW",27.0,15.7,2.0,0.0,0.0,21.0,29.0,1.0,11.0,16.0,18.0,0.0,0.0,0.0,,86.0,24.0,27.0,47.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Junior Messias,br BRA,"FW,MF",30.0,15.9,2.0,0.0,0.0,21.0,24.0,3.0,52.0,17.0,18.0,0.0,1.0,0.0,,88.0,28.0,33.0,45.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Alessandro Florenzi,it ITA,"DF,FW",30.0,12.8,2.0,0.0,0.0,10.0,8.0,3.0,56.0,27.0,14.0,0.0,0.0,0.0,,79.0,9.0,9.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Zlatan Ibrahimović,se SWE,FW,39.0,11.3,2.0,0.0,0.0,16.0,9.0,19.0,6.0,3.0,0.0,1.0,0.0,1.0,,18.0,44.0,25.0,63.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Simon Kjær,dk DEN,DF,32.0,8.9,2.0,0.0,0.0,20.0,5.0,0.0,1.0,9.0,12.0,0.0,0.0,1.0,,46.0,13.0,14.0,48.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Ante Rebić,hr CRO,FW,27.0,9.9,2.0,0.0,0.0,18.0,9.0,8.0,28.0,3.0,8.0,0.0,0.0,0.0,,25.0,13.0,22.0,37.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Ciprian Tătărușanu,ro ROU,GK,35.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Matteo Gabbia,it ITA,DF,21.0,6.0,3.0,0.0,0.0,7.0,2.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,,25.0,13.0,8.0,61.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Tiemoué Bakayoko,fr FRA,MF,26.0,5.6,3.0,0.0,0.0,12.0,10.0,0.0,1.0,9.0,13.0,0.0,1.0,0.0,,33.0,16.0,8.0,66.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Fodé Ballo-Touré,sn SEN,DF,24.0,5.0,2.0,0.0,0.0,12.0,10.0,1.0,18.0,3.0,14.0,0.0,1.0,0.0,,35.0,5.0,9.0,35.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Daniel Maldini,it ITA,MF,19.0,1.6,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,,5.0,3.0,5.0,37.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Pietro Pellegri,it ITA,FW,20.0,1.5,0.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,4.0,3.0,1.0,75.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Samu Castillejo,es ESP,"FW,MF",26.0,1.4,1.0,0.0,0.0,2.0,2.0,0.0,8.0,2.0,2.0,1.0,0.0,0.0,,5.0,2.0,2.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Andrea Conti,it ITA,DF,27.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Luca Stanga,it ITA,DF,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Squad Total,,,25.6,38.0,76.0,3.0,1.0,465.0,513.0,80.0,672.0,355.0,421.0,5.0,5.0,2.0,,2167.0,521.0,517.0,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Opponent Total,,,27.0,38.0,91.0,6.0,2.0,533.0,440.0,63.0,533.0,356.0,352.0,3.0,8.0,3.0,,2106.0,517.0,521.0,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Samir Handanović,si SVN,GK,37.0,37.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,36.0,4.0,0.0,100.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
