Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2021-2022,SeriaA,Milan,Pierre Kalulu,fr FRA,DF,21.0,,1944.0,69.0,56.8,21.6,21.0,85.0,18.0,7.0,22.0,10.0,2.21,35.0,9.0,26.0,1.2,0.47,35.7,16.4,19.3,0.89,0.62,Matches,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Alessio Romagnoli,it ITA,DF,26.0,,1409.0,74.0,41.2,15.7,16.0,86.0,14.0,3.0,9.0,10.0,2.16,25.0,16.0,9.0,0.57,-0.72,20.2,15.9,4.3,0.27,-0.6,Matches,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Ismaël Bennacer,dz ALG,MF,23.0,,1525.0,49.0,44.6,16.9,15.0,76.0,4.0,16.0,24.0,0.0,2.32,29.0,14.0,15.0,0.89,-0.21,22.0,16.0,6.0,0.36,-0.48,Matches,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Rade Krunić,ba BIH,"MF,FW",27.0,,1416.0,51.0,41.4,15.7,15.0,75.0,5.0,13.0,23.0,5.0,2.39,32.0,12.0,20.0,1.27,0.46,26.2,15.7,10.5,0.67,0.08,Matches,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Junior Messias,br BRA,"FW,MF",30.0,,1428.0,55.0,41.8,15.9,14.0,70.0,2.0,12.0,37.0,1.0,2.08,30.0,13.0,17.0,1.07,0.12,23.5,13.8,9.8,0.62,-0.02,Matches,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Alessandro Florenzi,it ITA,"DF,FW",30.0,,1152.0,48.0,33.7,12.8,12.0,77.0,3.0,12.0,19.0,4.0,2.08,23.0,10.0,13.0,1.02,0.02,19.6,10.8,8.8,0.69,0.09,Matches,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Zlatan Ibrahimović,se SWE,FW,39.0,,1016.0,44.0,29.7,11.3,11.0,77.0,7.0,12.0,14.0,2.0,2.13,24.0,14.0,10.0,0.89,-0.16,18.6,13.3,5.3,0.47,-0.22,Matches,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Simon Kjær,dk DEN,DF,32.0,,802.0,73.0,23.5,8.9,10.0,76.0,8.0,1.0,45.0,2.0,2.09,19.0,15.0,4.0,0.45,-0.72,12.9,12.3,0.6,0.06,-0.73,Matches,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Ante Rebić,hr CRO,FW,27.0,,891.0,37.0,26.1,9.9,6.0,71.0,3.0,18.0,26.0,2.0,2.38,14.0,8.0,6.0,0.61,-0.53,16.2,11.5,4.8,0.48,-0.19,Matches,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Ciprian Tătărușanu,ro ROU,GK,35.0,,540.0,90.0,15.8,6.0,6.0,90.0,6.0,0.0,,30.0,2.17,14.0,10.0,4.0,0.67,-0.4,8.3,8.3,0.0,0.0,-0.74,Matches,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Matteo Gabbia,it ITA,DF,21.0,,537.0,67.0,15.7,6.0,6.0,82.0,4.0,2.0,23.0,28.0,2.0,13.0,7.0,6.0,1.01,0.01,12.4,4.8,7.6,1.28,0.78,Matches,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Tiemoué Bakayoko,fr FRA,MF,26.0,,501.0,36.0,14.6,5.6,5.0,63.0,2.0,9.0,21.0,15.0,2.29,12.0,9.0,3.0,0.54,-0.54,10.8,7.4,3.4,0.61,-0.02,Matches,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Fodé Ballo-Touré,sn SEN,DF,24.0,,446.0,45.0,13.0,5.0,5.0,73.0,2.0,5.0,16.0,22.0,2.5,8.0,9.0,-1.0,-0.2,-1.38,5.7,8.4,-2.7,-0.54,-1.34,Matches,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Daniel Maldini,it ITA,MF,19.0,,148.0,19.0,4.3,1.6,2.0,52.0,0.0,6.0,8.0,22.0,2.25,2.0,2.0,0.0,0.0,-1.05,2.3,3.3,-1.0,-0.6,-1.28,Matches,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Pietro Pellegri,it ITA,FW,20.0,,131.0,22.0,3.8,1.5,1.0,14.0,0.0,5.0,23.0,6.0,2.5,5.0,2.0,3.0,2.06,1.1,2.5,1.8,0.7,0.46,-0.17,Matches,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Samu Castillejo,es ESP,"FW,MF",26.0,,125.0,25.0,3.7,1.4,1.0,45.0,0.0,4.0,20.0,17.0,2.0,6.0,0.0,6.0,4.32,3.45,2.4,1.3,1.1,0.8,0.18,Matches,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Andrea Conti,it ITA,DF,27.0,,13.0,13.0,0.4,0.1,0.0,,0.0,1.0,13.0,13.0,3.0,1.0,0.0,1.0,6.92,5.95,1.2,0.0,1.2,8.22,7.62,Matches,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Luca Stanga,it ITA,DF,19.0,,3.0,3.0,0.1,0.0,0.0,,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.45,-0.18,Matches,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Sebastiano Desplanches,it ITA,GK,18.0,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Enrico Di Gesù,it ITA,MF,19.0,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Andreas Jungdal,dk DEN,GK,19.0,,,,,,0.0,,0.0,0.0,,8.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Marko Lazetić,rs SRB,FW,17.0,,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Antonio Mirante,it ITA,GK,38.0,,,,,,0.0,,0.0,0.0,,29.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Lapo Nava,it ITA,GK,17.0,,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Alessandro Plizzari,it ITA,GK,21.0,,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Tommaso Pobega,it ITA,MF,22.0,,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Squad Total,,,25.6,,3420.0,90.0,100.0,38.0,418.0,80.0,244.0,173.0,23.0,251.0,2.26,69.0,31.0,38.0,1.0,,59.7,35.9,23.8,0.63,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Opponent Total,,,27.0,,3420.0,90.0,100.0,38.0,418.0,80.0,244.0,173.0,23.0,263.0,0.53,31.0,69.0,-38.0,-1.0,,35.9,59.7,-23.8,-0.63,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Samir Handanović,si SVN,GK,37.0,37.0,3330.0,90.0,97.4,37.0,37.0,90.0,37.0,0.0,,1.0,2.27,83.0,30.0,53.0,1.43,2.43,79.5,37.9,41.6,1.12,0.23,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Nicolò Barella,it ITA,MF,24.0,36.0,2913.0,81.0,85.2,32.4,36.0,81.0,17.0,0.0,,1.0,2.17,74.0,29.0,45.0,1.39,0.15,68.4,33.6,34.9,1.08,-0.28,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Milan Škriniar,sk SVK,DF,26.0,35.0,3150.0,90.0,92.1,35.0,35.0,90.0,35.0,0.0,,3.0,2.2,77.0,32.0,45.0,1.29,-1.05,75.1,37.2,37.9,1.08,-0.45,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Marcelo Brozović,hr CRO,MF,28.0,35.0,2937.0,84.0,85.9,32.6,35.0,84.0,23.0,0.0,,0.0,2.34,77.0,26.0,51.0,1.56,1.38,70.4,32.8,37.5,1.15,0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Ivan Perišić,hr CRO,DF,32.0,35.0,2821.0,81.0,82.5,31.3,35.0,81.0,16.0,0.0,,2.0,2.14,64.0,25.0,39.0,1.24,-0.71,64.7,30.8,33.9,1.08,-0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Hakan Çalhanoğlu,tr TUR,MF,27.0,34.0,2480.0,73.0,72.5,27.6,33.0,75.0,7.0,1.0,5.0,2.0,2.12,59.0,21.0,38.0,1.38,0.04,54.2,26.6,27.5,1.0,-0.44,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Alessandro Bastoni,it ITA,DF,22.0,31.0,2311.0,75.0,67.6,25.7,29.0,78.0,13.0,2.0,27.0,1.0,2.35,57.0,18.0,39.0,1.52,0.46,50.5,26.1,24.4,0.95,-0.52,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Stefan de Vrij,nl NED,DF,29.0,30.0,2410.0,80.0,70.5,26.8,28.0,85.0,23.0,2.0,9.0,2.0,2.13,64.0,27.0,37.0,1.38,0.05,59.5,28.4,31.1,1.16,0.15,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Lautaro Martínez,ar ARG,FW,23.0,35.0,2282.0,65.0,66.7,25.4,28.0,76.0,4.0,7.0,22.0,1.0,2.14,60.0,25.0,35.0,1.38,0.04,58.8,26.5,32.3,1.27,0.47,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Edin Džeko,ba BIH,FW,35.0,36.0,2469.0,69.0,72.2,27.4,27.0,82.0,13.0,9.0,29.0,2.0,2.17,58.0,20.0,38.0,1.39,0.06,54.6,28.3,26.2,0.96,-0.59,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Denzel Dumfries,nl NED,DF,25.0,33.0,2028.0,61.0,59.3,22.5,21.0,83.0,13.0,12.0,24.0,5.0,2.15,54.0,14.0,40.0,1.78,1.0,51.3,22.8,28.5,1.26,0.35,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Matteo Darmian,it ITA,DF,31.0,25.0,1507.0,60.0,44.1,16.7,18.0,76.0,9.0,7.0,19.0,9.0,2.04,34.0,21.0,13.0,0.78,-1.06,32.3,18.8,13.5,0.81,-0.55,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Federico Dimarco,it ITA,DF,23.0,32.0,1430.0,45.0,41.8,15.9,13.0,80.0,6.0,19.0,21.0,6.0,2.19,39.0,16.0,23.0,1.45,0.14,37.8,15.6,22.2,1.4,0.48,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Joaquín Correa,ar ARG,FW,26.0,26.0,1025.0,39.0,30.0,11.4,12.0,61.0,0.0,14.0,21.0,0.0,2.38,26.0,8.0,18.0,1.58,0.3,25.1,10.8,14.3,1.26,0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Danilo D'Ambrosio,it ITA,DF,32.0,20.0,1000.0,50.0,29.2,11.1,9.0,90.0,8.0,11.0,18.0,18.0,2.2,20.0,3.0,17.0,1.53,0.23,23.1,11.2,11.9,1.07,-0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Alexis Sánchez,cl CHI,FW,32.0,27.0,881.0,33.0,25.8,9.8,7.0,74.0,2.0,20.0,18.0,6.0,2.07,18.0,10.0,8.0,0.82,-0.74,23.0,10.5,12.5,1.28,0.22,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Roberto Gagliardini,it ITA,MF,27.0,18.0,649.0,36.0,19.0,7.2,6.0,74.0,1.0,12.0,17.0,17.0,2.39,14.0,10.0,4.0,0.55,-1.0,17.2,9.8,7.4,1.03,-0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Andrea Ranocchia,it ITA,DF,33.0,6.0,341.0,57.0,10.0,3.8,3.0,90.0,3.0,3.0,24.0,30.0,2.67,9.0,4.0,5.0,1.32,-0.05,8.9,3.8,5.1,1.34,0.24,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Arturo Vidal,cl CHI,MF,34.0,28.0,741.0,26.0,21.7,8.2,2.0,85.0,0.0,26.0,22.0,2.0,2.29,16.0,5.0,11.0,1.34,-0.04,17.7,7.9,9.8,1.2,0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Matías Vecino,uy URU,MF,29.0,17.0,377.0,22.0,11.0,4.2,2.0,78.0,1.0,15.0,15.0,18.0,2.18,12.0,4.0,8.0,1.91,0.61,12.5,3.9,8.6,2.08,1.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Stefano Sensi,it ITA,"MF,FW",25.0,9.0,167.0,19.0,4.9,1.9,1.0,68.0,0.0,8.0,12.0,8.0,2.78,3.0,0.0,3.0,1.62,0.26,2.4,1.5,0.9,0.51,-0.64,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Ionuț Radu,ro ROU,GK,24.0,1.0,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,,37.0,0.0,1.0,2.0,-1.0,-1.0,-2.43,2.1,1.2,0.9,0.9,-0.23,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Robin Gosens,de GER,DF,27.0,7.0,169.0,24.0,4.9,1.9,0.0,,0.0,7.0,24.0,4.0,2.43,3.0,1.0,2.0,1.07,-0.32,6.7,2.9,3.7,1.99,0.92,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Aleksandar Kolarov,rs SRB,DF,35.0,3.0,42.0,14.0,1.2,0.5,0.0,,0.0,3.0,14.0,20.0,3.0,1.0,1.0,0.0,0.0,-1.39,1.3,0.4,0.9,1.97,0.86,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Martin Satriano,uy URU,"FW,MF",20.0,4.0,38.0,10.0,1.1,0.4,0.0,,0.0,4.0,10.0,9.0,2.5,1.0,0.0,1.0,2.37,1.01,0.8,0.4,0.4,0.98,-0.14,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Felipe Caicedo,ec ECU,"FW,DF",32.0,3.0,23.0,8.0,0.7,0.3,0.0,,0.0,3.0,8.0,10.0,1.67,0.0,0.0,0.0,0.0,-1.38,0.2,0.9,-0.6,-2.45,-3.59,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Mattia Zanotti,it ITA,DF,18.0,1.0,9.0,9.0,0.3,0.1,0.0,,0.0,1.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,-1.37,0.1,0.0,0.1,0.93,-0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Lucien Agoume,fr FRA,MF,19.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Franco Carboni,it ITA,FW,18.0,0.0,,,,,0.0,,0.0,0.0,,5.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Cesare Casadei,it ITA,MF,18.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Alex Cordaz,it ITA,GK,38.0,0.0,,,,,0.0,,0.0,0.0,,29.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Fabio Cortinovis,it ITA,DF,19.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Dennis Curatolo,it ITA,FW,17.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Andrea Pinamonti,it ITA,FW,22.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,William Rovida,it ITA,GK,18.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Mattia Sangalli,it ITA,MF,19.0,0.0,,,,,0.0,,0.0,0.0,,5.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Squad Total,,,28.9,38.0,3420.0,90.0,100.0,38.0,418.0,81.0,232.0,186.0,19.0,264.0,2.21,84.0,32.0,52.0,1.37,,81.6,39.1,42.5,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Opponent Total,,,26.7,38.0,3420.0,90.0,100.0,38.0,418.0,81.0,232.0,186.0,19.0,261.0,0.55,32.0,84.0,-52.0,-1.37,,39.1,81.6,-42.5,-1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Napoli,Mário Rui,pt POR,DF,30.0,,2992.0,88.0,87.5,33.2,34.0,88.0,24.0,0.0,,1.0,2.03,67.0,29.0,38.0,1.14,0.09,51.9,27.2,24.7,0.74,0.62,Matches,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Napoli,Amir Rrahmani,xk KVX,DF,27.0,,2927.0,89.0,85.6,32.5,33.0,89.0,32.0,0.0,,4.0,1.94,60.0,28.0,32.0,0.98,-1.02,48.4,26.8,21.6,0.66,-0.01,Matches,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Napoli,Giovanni Di Lorenzo,it ITA,DF,27.0,,2869.0,87.0,83.9,31.9,33.0,87.0,29.0,0.0,,1.0,2.18,62.0,21.0,41.0,1.29,0.96,50.1,23.4,26.7,0.84,1.07,Matches,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Napoli,David Ospina,co COL,GK,32.0,,2790.0,90.0,81.6,31.0,31.0,90.0,31.0,0.0,,5.0,2.03,58.0,25.0,33.0,1.06,-0.36,44.1,25.6,18.5,0.6,-0.38,Matches,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Napoli,Fabián Ruiz Peña,es ESP,MF,25.0,,2384.0,75.0,69.7,26.5,29.0,80.0,12.0,3.0,19.0,1.0,2.25,56.0,17.0,39.0,1.47,1.12,42.6,20.5,22.0,0.83,0.55,Matches,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Napoli,Lorenzo Insigne,it ITA,FW,30.0,,2290.0,72.0,67.0,25.4,28.0,76.0,4.0,4.0,42.0,1.0,2.16,51.0,21.0,30.0,1.18,0.14,39.4,22.0,17.4,0.68,0.06,Matches,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Napoli,Kalidou Koulibaly,sn SEN,DF,30.0,,2405.0,89.0,70.3,26.7,27.0,89.0,25.0,0.0,,0.0,2.3,58.0,19.0,39.0,1.46,1.1,39.8,22.6,17.3,0.65,-0.06,Matches,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Napoli,Piotr Zieliński,pl POL,MF,27.0,,2086.0,60.0,61.0,23.2,26.0,73.0,7.0,9.0,20.0,1.0,2.0,41.0,24.0,17.0,0.73,-1.02,32.7,21.3,11.4,0.49,-0.45,Matches,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
