Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2021-2022,SeriaA,Milan,Mike Maignan,fr FRA,GK,26.0,32.0,21.0,2.0,0.0,4.0,1.0,24.3,0.22,4.3,0.13,157.0,374.0,42.0,1004.0,164.0,31.5,33.0,149.0,38.9,36.5,347.0,25.0,7.2,45.0,1.41,16.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Ciprian Tătărușanu,ro ROU,GK,35.0,6.0,10.0,2.0,0.0,1.0,1.0,8.9,0.25,-0.1,-0.02,33.0,74.0,44.6,168.0,14.0,36.3,33.3,36.0,36.1,35.0,82.0,6.0,7.3,3.0,0.5,12.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Squad Total,,,25.6,38.0,31.0,4.0,0.0,5.0,2.0,33.2,0.23,4.2,0.11,190.0,448.0,42.4,1172.0,178.0,32.2,33.1,185.0,38.4,36.2,429.0,31.0,7.2,48.0,1.26,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Milan,Opponent Total,,,27.0,38.0,69.0,5.0,4.0,4.0,3.0,59.9,0.29,-6.1,-0.16,258.0,539.0,47.9,973.0,156.0,40.1,34.7,291.0,51.2,39.5,534.0,24.0,4.5,27.0,0.71,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Samir Handanović,si SVN,GK,37.0,37.0,30.0,4.0,0.0,3.0,1.0,33.2,0.24,4.2,0.11,139.0,301.0,46.2,1118.0,176.0,24.3,28.1,142.0,20.4,26.5,393.0,15.0,3.8,10.0,0.27,11.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Ionuț Radu,ro ROU,GK,24.0,1.0,2.0,0.0,0.0,0.0,0.0,1.6,0.53,-0.4,-0.41,4.0,8.0,50.0,19.0,2.0,36.8,33.3,4.0,25.0,29.8,4.0,0.0,0.0,1.0,1.0,16.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Squad Total,,,28.9,38.0,32.0,4.0,0.0,3.0,1.0,34.8,0.25,3.8,0.1,143.0,309.0,46.3,1137.0,178.0,24.5,28.2,146.0,20.5,26.6,397.0,15.0,3.8,11.0,0.29,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Inter,Opponent Total,,,26.7,38.0,84.0,7.0,1.0,12.0,1.0,75.3,0.27,-7.7,-0.2,175.0,497.0,35.2,1011.0,194.0,32.8,34.0,321.0,51.4,41.5,628.0,29.0,4.6,27.0,0.71,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Napoli,David Ospina,co COL,GK,32.0,31.0,25.0,1.0,0.0,3.0,1.0,27.6,0.26,3.6,0.12,73.0,193.0,37.8,842.0,124.0,20.7,28.6,135.0,14.1,22.5,353.0,18.0,5.1,31.0,1.0,17.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,SeriaA,Napoli,Alex Meret,it ITA,GK,24.0,6.9,6.0,0.0,0.0,0.0,0.0,6.4,0.22,0.4,0.06,13.0,29.0,44.8,160.0,45.0,12.5,25.1,36.0,25.0,26.5,89.0,3.0,3.4,5.0,0.73,14.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
