Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2018-2019,SeriaA,Juventus,Cristiano Ronaldo,pt POR,FW,33.0,29.9,915.0,1114.0,82.1,12868.0,2096.0,554.0,628.0,88.2,256.0,311.0,82.3,53.0,75.0,70.7,8.0,4.6,3.5,3.4,47.0,51.0,39.0,14.0,130.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,31.0,26.9,1091.0,1278.0,85.4,17135.0,4552.0,575.0,629.0,91.4,394.0,451.0,87.4,82.0,109.0,75.2,2.0,1.7,1.3,0.3,23.0,117.0,16.0,3.0,157.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,28.0,28.0,613.0,745.0,82.3,18498.0,12751.0,55.0,55.0,100.0,313.0,315.0,99.4,243.0,370.0,65.7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Alex Sandro,br BRA,DF,27.0,26.5,1531.0,1898.0,80.7,25867.0,7764.0,723.0,799.0,90.5,646.0,761.0,84.9,130.0,229.0,56.8,2.0,2.4,3.2,-0.4,36.0,125.0,39.0,15.0,163.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,31.0,27.5,1403.0,1628.0,86.2,30689.0,12766.0,373.0,393.0,94.9,774.0,839.0,92.3,245.0,365.0,67.1,0.0,0.8,1.1,-0.8,8.0,125.0,15.0,2.0,101.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,28.0,25.3,1825.0,2074.0,88.0,34365.0,9554.0,752.0,791.0,95.1,740.0,797.0,92.8,275.0,386.0,71.2,6.0,5.9,5.2,0.1,72.0,194.0,29.0,4.0,202.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Paulo Dybala,ar ARG,"FW,MF",24.0,23.7,1090.0,1288.0,84.6,19753.0,3812.0,489.0,523.0,93.5,378.0,427.0,88.5,167.0,223.0,74.9,4.0,3.8,3.5,0.2,50.0,92.0,31.0,6.0,143.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Mario Mandžukić,hr CRO,FW,32.0,22.4,432.0,616.0,70.1,5720.0,1336.0,258.0,324.0,79.6,120.0,173.0,69.4,15.0,27.0,55.6,6.0,3.7,3.8,2.3,30.0,17.0,18.0,4.0,50.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,33.0,22.1,1145.0,1358.0,84.3,23805.0,8322.0,343.0,371.0,92.5,607.0,676.0,89.8,181.0,276.0,65.6,1.0,0.5,0.4,0.5,8.0,89.0,5.0,3.0,91.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,João Cancelo,pt POR,DF,24.0,21.9,1251.0,1524.0,82.1,20512.0,6099.0,667.0,733.0,91.0,460.0,561.0,82.0,99.0,165.0,60.0,3.0,4.0,4.7,-1.0,34.0,87.0,45.0,18.0,143.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
