Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2018-2019,SeriaA,Juventus,Cristiano Ronaldo,pt POR,FW,33.0,29.9,21.0,171.0,62.0,36.3,5.73,2.08,0.09,0.26,18.6,5.0,6.0,,16.0,22.2,17.5,0.1,-1.2,-1.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,31.0,26.9,3.0,19.0,6.0,31.6,0.71,0.22,0.16,0.5,14.5,0.0,0.0,,0.0,1.4,1.4,0.07,1.6,1.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,28.0,28.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Alex Sandro,br BRA,DF,27.0,26.5,1.0,22.0,8.0,36.4,0.83,0.3,0.05,0.13,15.0,0.0,0.0,,0.0,1.5,1.5,0.07,-0.5,-0.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,31.0,27.5,3.0,15.0,4.0,26.7,0.55,0.15,0.2,0.75,16.6,0.0,0.0,,0.0,2.1,2.1,0.14,0.9,0.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,28.0,25.3,2.0,29.0,8.0,27.6,1.14,0.32,0.07,0.25,23.6,0.0,0.0,,5.0,1.2,1.2,0.04,0.8,0.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Paulo Dybala,ar ARG,"FW,MF",24.0,23.7,5.0,63.0,20.0,31.7,2.65,0.84,0.06,0.2,20.9,1.0,1.0,,4.0,5.0,4.2,0.07,0.0,-0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Mario Mandžukić,hr CRO,FW,32.0,22.4,9.0,31.0,17.0,54.8,1.39,0.76,0.29,0.53,10.0,0.0,0.0,,0.0,6.4,6.4,0.21,2.6,2.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,33.0,22.1,1.0,13.0,4.0,30.8,0.59,0.18,0.08,0.25,13.4,0.0,0.0,,0.0,1.5,1.5,0.12,-0.5,-0.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,João Cancelo,pt POR,DF,24.0,21.9,1.0,25.0,7.0,28.0,1.14,0.32,0.04,0.14,22.3,0.0,0.0,,0.0,1.7,1.7,0.07,-0.7,-0.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
