Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2018-2019,SeriaA,Juventus,Cristiano Ronaldo,pt POR,FW,33.0,29.9,10.0,7.0,5.0,4.0,1.0,1.0,11.0,9.1,10.0,7.0,2.0,5.0,6.0,16.0,32.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,31.0,26.9,59.0,33.0,25.0,21.0,13.0,20.0,36.0,55.6,16.0,33.0,8.0,25.0,26.0,85.0,21.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,28.0,28.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Alex Sandro,br BRA,DF,27.0,26.5,68.0,45.0,28.0,33.0,7.0,21.0,36.0,58.3,15.0,32.0,8.0,24.0,38.0,106.0,71.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,31.0,27.5,18.0,9.0,11.0,6.0,1.0,10.0,13.0,76.9,3.0,32.0,21.0,11.0,38.0,56.0,88.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,28.0,25.3,41.0,20.0,15.0,18.0,8.0,16.0,59.0,27.1,43.0,34.0,6.0,28.0,36.0,77.0,19.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Paulo Dybala,ar ARG,"FW,MF",24.0,23.7,17.0,8.0,3.0,9.0,5.0,7.0,23.0,30.4,16.0,20.0,2.0,18.0,14.0,31.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Mario Mandžukić,hr CRO,FW,32.0,22.4,34.0,25.0,13.0,15.0,6.0,9.0,18.0,50.0,9.0,17.0,5.0,12.0,13.0,47.0,22.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,33.0,22.1,24.0,13.0,20.0,2.0,2.0,5.0,8.0,62.5,3.0,22.0,15.0,7.0,30.0,54.0,96.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,João Cancelo,pt POR,DF,24.0,21.9,43.0,28.0,18.0,18.0,7.0,27.0,49.0,55.1,22.0,14.0,4.0,10.0,15.0,58.0,48.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Rodrigo Bentancur,uy URU,MF,21.0,22.3,53.0,34.0,22.0,29.0,2.0,18.0,39.0,46.2,21.0,20.0,8.0,12.0,43.0,96.0,42.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Emre Can,de GER,MF,24.0,20.1,64.0,38.0,28.0,27.0,9.0,24.0,40.0,60.0,16.0,43.0,13.0,30.0,28.0,92.0,36.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Mattia De Sciglio,it ITA,DF,25.0,19.4,40.0,28.0,24.0,14.0,2.0,17.0,28.0,60.7,11.0,18.0,6.0,12.0,26.0,66.0,58.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Daniele Rugani,it ITA,DF,24.0,15.0,8.0,5.0,5.0,3.0,0.0,2.0,5.0,40.0,3.0,19.0,14.0,5.0,16.0,24.0,51.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Federico Bernardeschi,it ITA,"MF,FW",24.0,16.4,14.0,8.0,5.0,6.0,3.0,7.0,18.0,38.9,11.0,9.0,0.0,9.0,6.0,20.0,10.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Juan Cuadrado,co COL,"MF,DF",30.0,13.6,20.0,15.0,6.0,9.0,5.0,5.0,23.0,21.7,18.0,14.0,3.0,11.0,18.0,38.0,11.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Mattia Perin,it ITA,GK,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Sami Khedira,de GER,MF,31.0,7.8,10.0,9.0,6.0,2.0,2.0,5.0,9.0,55.6,4.0,8.0,3.0,5.0,5.0,15.0,6.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Martín Cáceres,uy URU,DF,31.0,7.0,7.0,3.0,6.0,0.0,1.0,4.0,4.0,100.0,0.0,6.0,3.0,3.0,4.0,11.0,14.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Douglas Costa,br BRA,"FW,MF",27.0,6.9,10.0,8.0,2.0,8.0,0.0,4.0,9.0,44.4,5.0,8.0,0.0,8.0,4.0,14.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Leonardo Spinazzola,it ITA,DF,25.0,6.7,9.0,4.0,4.0,2.0,3.0,4.0,8.0,50.0,4.0,5.0,0.0,5.0,3.0,12.0,7.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Moise Kean,it ITA,FW,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Medhi Benatia,ma MAR,DF,31.0,5.0,7.0,6.0,6.0,1.0,0.0,3.0,5.0,60.0,2.0,10.0,5.0,5.0,16.0,23.0,18.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Andrea Barzagli,it ITA,DF,37.0,2.9,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,2.0,0.0,4.0,5.0,10.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Matheus Pereira da Silva,br BRA,MF,20.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Paolo Gozzi Iweru,it ITA,DF,17.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Carlo Pinsoglio,it ITA,GK,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Grigoris Kastanos,cy CYP,MF,20.0,0.7,3.0,1.0,3.0,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Hans Nicolussi Caviglia,it ITA,MF,18.0,0.6,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Manolo Portanova,it ITA,MF,18.0,0.4,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Stephy Mavididi,eng ENG,FW,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Squad Total,,,28.0,38.0,571.0,355.0,259.0,234.0,78.0,213.0,452.0,47.1,239.0,383.0,130.0,253.0,396.0,967.0,681.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Opponent Total,,,26.9,38.0,581.0,372.0,285.0,212.0,84.0,261.0,637.0,41.0,376.0,418.0,153.0,265.0,362.0,943.0,913.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Kalidou Koulibaly,sn SEN,DF,27.0,34.8,61.0,40.0,37.0,22.0,2.0,19.0,36.0,52.8,17.0,55.0,33.0,22.0,40.0,101.0,144.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Piotr Zieliński,pl POL,MF,24.0,31.9,41.0,25.0,11.0,20.0,10.0,13.0,34.0,38.2,21.0,30.0,4.0,26.0,20.0,61.0,18.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,José Callejón,es ESP,"MF,FW",31.0,29.4,34.0,18.0,12.0,14.0,8.0,18.0,57.0,31.6,39.0,34.0,5.0,29.0,22.0,56.0,11.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Allan,br BRA,MF,27.0,29.1,106.0,70.0,39.0,55.0,12.0,36.0,107.0,33.6,71.0,55.0,13.0,42.0,36.0,142.0,28.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Arkadiusz Milik,pl POL,FW,24.0,26.6,19.0,9.0,1.0,8.0,10.0,1.0,20.0,5.0,19.0,7.0,2.0,5.0,3.0,22.0,15.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
