Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2018-2019,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,28.0,28.0,20.0,1.0,0.0,3.0,1.0,25.1,0.29,6.1,0.22,140.0,255.0,54.9,537.0,122.0,32.0,32.7,205.0,40.5,38.9,358.0,9.0,2.5,27.0,0.96,15.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Mattia Perin,it ITA,GK,25.0,9.0,8.0,1.0,0.0,1.0,0.0,8.4,0.28,0.4,0.05,36.0,79.0,45.6,161.0,39.0,29.8,31.0,68.0,45.6,40.0,116.0,2.0,1.7,3.0,0.33,10.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Carlo Pinsoglio,it ITA,GK,28.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.32,-1.0,-1.03,6.0,10.0,60.0,22.0,6.0,22.7,30.8,14.0,35.7,35.8,15.0,0.0,0.0,0.0,0.0,5.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Squad Total,,,28.0,38.0,30.0,2.0,1.0,4.0,1.0,34.5,0.29,5.5,0.14,182.0,344.0,52.9,720.0,167.0,31.3,32.3,287.0,41.5,39.0,489.0,11.0,2.2,30.0,0.79,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Opponent Total,,,26.9,38.0,70.0,7.0,1.0,11.0,4.0,59.1,0.26,-6.9,-0.18,258.0,645.0,40.0,805.0,177.0,47.1,37.1,366.0,72.7,49.5,691.0,15.0,2.2,21.0,0.55,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,David Ospina,co COL,GK,29.0,16.2,20.0,1.0,1.0,3.0,0.0,16.4,0.25,-3.6,-0.22,43.0,134.0,32.1,347.0,70.0,23.9,29.5,115.0,44.3,38.9,186.0,12.0,6.5,10.0,0.62,13.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Alex Meret,it ITA,GK,21.0,12.8,9.0,2.0,0.0,1.0,0.0,10.0,0.17,1.0,0.07,29.0,100.0,29.0,252.0,42.0,21.0,28.8,99.0,47.5,40.3,190.0,2.0,1.1,8.0,0.63,12.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Orestis Karnezis,gr GRE,GK,33.0,9.0,7.0,1.0,0.0,0.0,0.0,8.1,0.26,1.1,0.13,28.0,99.0,28.3,182.0,38.0,33.5,32.4,63.0,60.3,46.6,109.0,4.0,3.7,6.0,0.67,14.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Squad Total,,,27.0,38.0,36.0,4.0,1.0,4.0,0.0,34.5,0.22,-1.5,-0.04,100.0,333.0,30.0,781.0,150.0,25.2,29.9,277.0,49.1,41.2,485.0,18.0,3.7,24.0,0.63,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Napoli,Opponent Total,,,27.0,38.0,74.0,3.0,4.0,8.0,1.0,61.3,0.25,-11.7,-0.31,314.0,655.0,47.9,1091.0,189.0,39.7,35.1,390.0,56.9,43.8,591.0,13.0,2.2,30.0,0.79,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Atalanta,Pierluigi Gollini,it ITA,GK,23.0,20.0,21.0,3.0,2.0,1.0,0.0,21.2,0.27,0.2,0.01,95.0,257.0,37.0,454.0,83.0,34.4,33.2,137.0,73.7,53.8,240.0,4.0,1.7,30.0,1.5,17.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Atalanta,Etrit Berisha,al ALB,GK,29.0,18.0,25.0,1.0,1.0,5.0,3.0,18.2,0.27,-3.8,-0.21,91.0,199.0,45.7,345.0,90.0,26.4,30.3,135.0,80.0,51.7,208.0,8.0,3.8,19.0,1.06,14.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Atalanta,Francesco Rossi,it ITA,GK,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,100.0,1.0,0.0,100.0,50.0,0.0,,,0.0,0.0,,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Atalanta,Squad Total,,,26.5,38.0,46.0,4.0,3.0,6.0,3.0,39.4,0.27,-3.6,-0.1,187.0,457.0,40.9,800.0,173.0,31.0,32.0,272.0,76.8,52.8,448.0,12.0,2.7,49.0,1.29,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Atalanta,Opponent Total,,,26.9,38.0,77.0,2.0,0.0,9.0,2.0,68.9,0.32,-6.1,-0.16,233.0,633.0,36.8,915.0,133.0,43.6,37.4,368.0,63.6,46.0,634.0,19.0,3.0,24.0,0.63,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Inter,Samir Handanović,si SVN,GK,34.0,38.0,33.0,3.0,1.0,3.0,3.0,33.1,0.24,3.1,0.08,140.0,299.0,46.8,901.0,203.0,21.0,27.3,265.0,41.5,37.1,492.0,16.0,3.3,27.0,0.71,14.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Inter,Squad Total,,,27.7,38.0,33.0,3.0,1.0,3.0,3.0,33.1,0.24,3.1,0.08,140.0,299.0,46.8,901.0,203.0,21.0,27.3,265.0,41.5,37.1,492.0,16.0,3.3,27.0,0.71,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Inter,Opponent Total,,,26.8,38.0,57.0,8.0,0.0,10.0,0.0,55.7,0.25,-1.3,-0.03,255.0,623.0,40.9,890.0,206.0,41.9,36.3,389.0,64.3,46.8,878.0,38.0,4.3,9.0,0.24,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Milan,Gianluigi Donnarumma,it ITA,GK,19.0,34.3,31.0,3.0,1.0,5.0,1.0,34.8,0.25,4.8,0.14,146.0,305.0,47.9,873.0,203.0,20.6,27.5,300.0,41.7,36.5,546.0,15.0,2.7,22.0,0.64,12.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Milan,Pepe Reina,es ESP,GK,35.0,3.7,5.0,1.0,0.0,0.0,0.0,4.2,0.24,-0.8,-0.23,14.0,40.0,35.0,90.0,18.0,31.1,32.3,24.0,50.0,42.7,51.0,4.0,7.8,2.0,0.55,11.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Milan,Squad Total,,,24.8,38.0,36.0,4.0,1.0,5.0,1.0,38.9,0.25,3.9,0.1,160.0,345.0,46.4,963.0,221.0,21.6,27.9,324.0,42.3,36.9,597.0,19.0,3.2,24.0,0.63,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Milan,Opponent Total,,,26.9,38.0,55.0,3.0,2.0,2.0,4.0,48.8,0.24,-2.2,-0.06,246.0,533.0,46.2,802.0,164.0,40.9,35.1,324.0,63.3,46.3,604.0,12.0,2.0,18.0,0.47,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Roma,Robin Olsen,se SWE,GK,28.0,27.0,42.0,4.0,0.0,5.0,1.0,37.0,0.26,-4.0,-0.15,142.0,324.0,43.8,652.0,159.0,32.8,33.4,214.0,51.4,45.1,413.0,10.0,2.4,25.0,0.93,14.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Roma,Antonio Mirante,it ITA,GK,35.0,11.0,6.0,0.0,0.0,2.0,0.0,10.5,0.26,4.5,0.41,72.0,160.0,45.0,227.0,41.0,39.6,35.4,91.0,76.9,51.3,166.0,2.0,1.2,6.0,0.55,13.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Roma,Squad Total,,,27.5,38.0,48.0,4.0,0.0,7.0,1.0,47.6,0.26,0.6,0.02,214.0,484.0,44.2,879.0,200.0,34.6,33.9,305.0,59.0,46.9,579.0,12.0,2.1,31.0,0.82,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Roma,Opponent Total,,,26.7,38.0,66.0,6.0,2.0,7.0,1.0,63.2,0.27,-1.8,-0.05,211.0,578.0,36.5,897.0,196.0,39.1,33.9,360.0,63.1,46.2,664.0,21.0,3.2,21.0,0.55,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Torino,Salvatore Sirigu,it ITA,GK,31.0,35.2,35.0,2.0,0.0,4.0,0.0,40.7,0.28,5.7,0.16,287.0,635.0,45.2,823.0,119.0,47.3,38.0,300.0,82.0,51.0,539.0,26.0,4.8,36.0,1.02,13.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Torino,Salvador Ichazo,uy URU,GK,26.0,2.8,2.0,1.0,0.0,1.0,0.0,2.6,0.18,0.6,0.22,24.0,55.0,43.6,60.0,9.0,55.0,41.5,27.0,81.5,49.9,43.0,1.0,2.3,1.0,0.36,12.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Torino,Squad Total,,,27.6,38.0,37.0,3.0,0.0,5.0,0.0,43.3,0.27,6.3,0.17,311.0,690.0,45.1,883.0,128.0,47.8,38.3,327.0,82.0,50.9,582.0,27.0,4.6,37.0,0.97,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Torino,Opponent Total,,,26.9,38.0,52.0,5.0,0.0,5.0,2.0,48.7,0.25,-1.3,-0.03,256.0,622.0,41.2,843.0,173.0,44.6,36.4,338.0,72.8,50.1,597.0,22.0,3.7,22.0,0.58,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Thomas Strakosha,al ALB,GK,23.0,35.0,39.0,5.0,2.0,4.0,3.0,43.7,0.29,7.7,0.22,173.0,452.0,38.3,848.0,170.0,39.9,34.8,243.0,46.9,41.4,476.0,11.0,2.3,27.0,0.77,15.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Silvio Proto,be BEL,GK,35.0,2.0,4.0,0.0,0.0,0.0,0.0,4.2,0.33,0.2,0.1,17.0,35.0,48.6,42.0,5.0,50.0,41.4,22.0,63.6,47.0,37.0,1.0,2.7,2.0,1.0,19.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Guido Guerrieri,it ITA,GK,22.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.5,-1.0,-1.0,2.0,8.0,25.0,26.0,8.0,15.4,27.3,9.0,44.4,40.7,16.0,0.0,0.0,2.0,2.0,16.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Squad Total,,,27.9,38.0,46.0,5.0,2.0,5.0,3.0,50.0,0.3,7.0,0.18,192.0,495.0,38.8,916.0,183.0,39.6,34.9,274.0,48.2,41.9,529.0,12.0,2.3,31.0,0.82,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Lazio,Opponent Total,,,26.8,38.0,56.0,6.0,1.0,8.0,2.0,55.8,0.27,1.8,0.05,177.0,474.0,37.3,858.0,199.0,33.8,33.6,330.0,55.8,44.2,610.0,20.0,3.3,35.0,0.92,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Emil Audero,it ITA,GK,21.0,36.0,51.0,7.0,2.0,6.0,1.0,49.5,0.3,-0.5,-0.01,123.0,370.0,33.2,860.0,181.0,25.9,28.7,297.0,49.5,39.1,587.0,25.0,4.3,48.0,1.33,15.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Rafael Cabral,br BRA,GK,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,11.0,24.0,45.8,45.0,8.0,35.6,34.7,14.0,57.1,45.0,19.0,0.0,0.0,1.0,0.5,16.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Squad Total,,,26.1,38.0,51.0,7.0,2.0,6.0,1.0,49.7,0.29,-0.3,-0.01,134.0,394.0,34.0,905.0,189.0,26.4,29.0,311.0,49.8,39.4,606.0,25.0,4.1,49.0,1.29,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Sampdoria,Opponent Total,,,26.7,38.0,60.0,10.0,2.0,3.0,0.0,52.8,0.25,-7.2,-0.19,256.0,622.0,41.2,944.0,174.0,45.4,37.9,305.0,63.3,46.3,507.0,19.0,3.7,19.0,0.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Bologna,Łukasz Skorupski,pl POL,GK,27.0,38.0,56.0,4.0,1.0,4.0,1.0,50.6,0.27,-4.4,-0.11,251.0,543.0,46.2,776.0,225.0,41.1,36.4,353.0,63.5,46.7,599.0,32.0,5.3,14.0,0.37,11.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
