Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_C,S_C.1,S_C.2,S_C.3,S_C.4,S_C.5,S_C.6,S_C.7,G_C,G_C.1,G_C.2,G_C.3,G_C.4,G_C.5,G_C.6,G_C.7,U_n.5
2018-2019,SeriaA,Juventus,Cristiano Ronaldo,pt POR,FW,33.0,29.9,145.0,4.85,92.0,2.0,10.0,23.0,17.0,1.0,14.0,0.47,8.0,0.0,1.0,4.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,31.0,26.9,66.0,2.46,56.0,0.0,1.0,3.0,4.0,2.0,8.0,0.3,6.0,0.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,28.0,28.0,3.0,0.11,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Alex Sandro,br BRA,DF,27.0,26.5,77.0,2.9,69.0,2.0,2.0,1.0,2.0,1.0,6.0,0.23,5.0,0.0,0.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,31.0,27.5,24.0,0.87,22.0,0.0,1.0,1.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,28.0,25.3,121.0,4.78,73.0,43.0,0.0,2.0,1.0,2.0,10.0,0.39,3.0,5.0,0.0,1.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Paulo Dybala,ar ARG,"FW,MF",24.0,23.7,115.0,4.84,70.0,20.0,12.0,4.0,9.0,0.0,15.0,0.63,10.0,0.0,2.0,1.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Mario Mandžukić,hr CRO,FW,32.0,22.4,56.0,2.5,46.0,0.0,0.0,5.0,4.0,1.0,10.0,0.45,7.0,0.0,0.0,1.0,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,33.0,22.1,28.0,1.27,25.0,0.0,0.0,2.0,1.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,João Cancelo,pt POR,DF,24.0,21.9,84.0,3.84,66.0,1.0,6.0,6.0,2.0,3.0,9.0,0.41,5.0,0.0,0.0,3.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Rodrigo Bentancur,uy URU,MF,21.0,22.3,54.0,2.43,49.0,0.0,1.0,2.0,0.0,2.0,9.0,0.4,9.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Emre Can,de GER,MF,24.0,20.1,46.0,2.29,35.0,1.0,4.0,2.0,2.0,2.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Mattia De Sciglio,it ITA,DF,25.0,19.4,38.0,1.96,31.0,0.0,1.0,2.0,3.0,1.0,3.0,0.15,2.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Daniele Rugani,it ITA,DF,24.0,15.0,4.0,0.27,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Federico Bernardeschi,it ITA,"MF,FW",24.0,16.4,86.0,5.25,52.0,15.0,6.0,8.0,5.0,0.0,5.0,0.31,3.0,2.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Juan Cuadrado,co COL,"MF,DF",30.0,13.6,63.0,4.65,52.0,0.0,2.0,3.0,4.0,2.0,4.0,0.3,3.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Mattia Perin,it ITA,GK,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Sami Khedira,de GER,MF,31.0,7.8,13.0,1.66,12.0,0.0,0.0,1.0,0.0,0.0,2.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Martín Cáceres,uy URU,DF,31.0,7.0,3.0,0.43,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Douglas Costa,br BRA,"FW,MF",27.0,6.9,39.0,5.64,29.0,1.0,4.0,2.0,3.0,0.0,2.0,0.29,1.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Leonardo Spinazzola,it ITA,DF,25.0,6.7,22.0,3.29,17.0,0.0,2.0,3.0,0.0,0.0,2.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Moise Kean,it ITA,FW,18.0,6.0,8.0,1.33,5.0,0.0,1.0,1.0,1.0,0.0,2.0,0.33,0.0,0.0,1.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Medhi Benatia,ma MAR,DF,31.0,5.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Andrea Barzagli,it ITA,DF,37.0,2.9,1.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,SeriaA,Juventus,Matheus Pereira da Silva,br BRA,MF,20.0,1.0,3.0,2.93,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.98,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
