Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2014-2015,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,28.0,32.0,31.0,2867.0,31.9,18.0,0.57,94.0,76.0,80.9,24.0,4.0,4.0,20.0,64.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Bayern Munich,Pepe Reina,es ESP,GK,31.0,3.0,3.0,193.0,2.1,0.0,0.0,5.0,5.0,100.0,1.0,0.0,1.0,2.0,66.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Bayern Munich,Squad Total,,,26.6,34.0,34.0,3060.0,34.0,18.0,0.53,99.0,81.0,81.8,25.0,4.0,5.0,22.0,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Bayern Munich,Opponent Total,,,25.8,34.0,34.0,3060.0,34.0,80.0,2.35,231.0,157.0,68.0,5.0,4.0,25.0,5.0,14.7,6.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Wolfsburg,Diego Benaglio,ch SUI,GK,30.0,31.0,31.0,2790.0,31.0,32.0,1.03,130.0,98.0,75.4,20.0,7.0,4.0,8.0,25.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Wolfsburg,Max Grün,de GER,GK,27.0,3.0,3.0,270.0,3.0,6.0,2.0,15.0,9.0,60.0,0.0,2.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Wolfsburg,Squad Total,,,26.1,34.0,34.0,3060.0,34.0,38.0,1.12,145.0,107.0,73.8,20.0,9.0,5.0,8.0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Wolfsburg,Opponent Total,,,25.9,34.0,34.0,3060.0,34.0,72.0,2.12,204.0,135.0,66.2,5.0,9.0,20.0,3.0,8.8,4.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,M'Gladbach,Yann Sommer,ch SUI,GK,25.0,34.0,34.0,3060.0,34.0,26.0,0.76,157.0,131.0,83.4,19.0,9.0,6.0,15.0,44.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,M'Gladbach,Squad Total,,,25.7,34.0,34.0,3060.0,34.0,26.0,0.76,157.0,131.0,83.4,19.0,9.0,6.0,15.0,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,M'Gladbach,Opponent Total,,,25.8,34.0,34.0,3060.0,34.0,53.0,1.56,169.0,119.0,70.4,6.0,9.0,19.0,7.0,20.6,3.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Leverkusen,Bernd Leno,de GER,GK,22.0,34.0,34.0,3060.0,34.0,37.0,1.09,116.0,79.0,68.1,17.0,10.0,7.0,16.0,47.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Leverkusen,Squad Total,,,24.9,34.0,34.0,3060.0,34.0,37.0,1.09,116.0,79.0,68.1,17.0,10.0,7.0,16.0,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Leverkusen,Opponent Total,,,25.9,34.0,34.0,3060.0,34.0,61.0,1.79,184.0,124.0,66.8,7.0,10.0,17.0,6.0,17.6,2.0,0.0,1.0,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Augsburg,Marwin Hitz,ch SUI,GK,26.0,25.0,25.0,2250.0,25.0,28.0,1.12,118.0,90.0,76.3,10.0,3.0,12.0,9.0,36.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Augsburg,Alex Manninger,at AUT,GK,37.0,9.0,9.0,810.0,9.0,15.0,1.67,44.0,29.0,65.9,5.0,1.0,3.0,1.0,11.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Augsburg,Squad Total,,,27.6,34.0,34.0,3060.0,34.0,43.0,1.26,162.0,119.0,73.5,15.0,4.0,15.0,10.0,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Augsburg,Opponent Total,,,25.7,34.0,34.0,3058.0,34.0,43.0,1.27,139.0,103.0,73.4,15.0,4.0,15.0,11.0,32.4,9.0,6.0,1.0,2.0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Schalke 04,Ralf Fährmann,de GER,GK,25.0,25.0,25.0,2250.0,25.0,30.0,1.2,132.0,102.0,77.3,10.0,6.0,9.0,7.0,28.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Schalke 04,Timon Wellenreuther,de GER,GK,18.0,8.0,7.0,675.0,7.5,10.0,1.33,43.0,33.0,76.7,2.0,3.0,3.0,1.0,14.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Schalke 04,Fabian Giefer,de GER,GK,24.0,2.0,2.0,135.0,1.5,0.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,2.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Schalke 04,Squad Total,,,25.2,34.0,34.0,3060.0,34.0,40.0,1.18,176.0,136.0,77.3,13.0,9.0,12.0,10.0,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Schalke 04,Opponent Total,,,25.9,34.0,34.0,3060.0,34.0,42.0,1.24,151.0,112.0,73.5,12.0,9.0,13.0,11.0,32.4,4.0,2.0,1.0,1.0,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Dortmund,Roman Weidenfeller,de GER,GK,33.0,25.0,25.0,2250.0,25.0,32.0,1.28,84.0,52.0,61.9,10.0,5.0,10.0,7.0,28.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Dortmund,Mitchell Langerak,au AUS,GK,25.0,9.0,9.0,810.0,9.0,10.0,1.11,25.0,15.0,60.0,3.0,2.0,4.0,3.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,Bundesliga,Dortmund,Squad Total,,,26.5,34.0,34.0,3060.0,34.0,42.0,1.24,109.0,67.0,61.5,13.0,7.0,14.0,10.0,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
