season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2009-2010,LaLiga,Barcelona,Víctor Valdés,es ESP,GK,27.0,0.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,38.0
2009-2010,LaLiga,Barcelona,Xavi,es ESP,MF,29.0,0.0,31.0,2797.0,31.1,3.0,13.0,16.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.1,0.42,0.51,0.1,0.51,Matches,34.0
2009-2010,LaLiga,Barcelona,Carles Puyol,es ESP,DF,31.0,0.0,31.0,2712.0,30.1,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,Matches,32.0
2009-2010,LaLiga,Barcelona,Lionel Messi,ar ARG,"FW,MF",22.0,0.0,30.0,2805.0,31.2,34.0,9.0,43.0,33.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.09,0.29,1.38,1.06,1.35,Matches,35.0
2009-2010,LaLiga,Barcelona,Gerard Piqué,es ESP,DF,22.0,0.0,29.0,2541.0,28.2,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,32.0
2009-2010,LaLiga,Barcelona,Dani Alves,br BRA,"DF,MF",26.0,0.0,28.0,2493.0,27.7,3.0,8.0,11.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.11,0.29,0.4,0.11,0.4,Matches,29.0
2009-2010,LaLiga,Barcelona,Sergio Busquets,es ESP,MF,21.0,0.0,26.0,2324.0,25.8,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,33.0
2009-2010,LaLiga,Barcelona,Maxwell,br BRA,DF,27.0,0.0,25.0,2162.0,24.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,25.0
2009-2010,LaLiga,Barcelona,Seydou Keita,ml MLI,MF,29.0,0.0,23.0,2096.0,23.3,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.26,0.09,0.34,0.26,0.34,Matches,29.0
2009-2010,LaLiga,Barcelona,Zlatan Ibrahimović,se SWE,FW,27.0,0.0,23.0,2040.0,22.7,16.0,6.0,22.0,14.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.71,0.26,0.97,0.62,0.88,Matches,29.0
