Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2021-2022,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,32.0,32.7,10.0,3.0,0.0,6.0,4.0,5.0,17.0,29.4,12.0,17.0,2.0,15.0,6.0,16.0,8.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Bundesliga,Bayern Munich,Thomas Müller,de GER,MF,31.0,28.4,35.0,20.0,7.0,16.0,12.0,16.0,54.0,29.6,38.0,32.0,1.0,31.0,15.0,50.0,12.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,35.0,27.9,2.0,1.0,2.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,MF,26.0,27.5,39.0,20.0,14.0,17.0,8.0,18.0,58.0,31.0,40.0,34.0,8.0,26.0,52.0,91.0,29.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Bundesliga,Bayern Munich,Dayot Upamecano,fr FRA,DF,22.0,24.6,66.0,42.0,42.0,21.0,3.0,24.0,36.0,66.7,12.0,20.0,10.0,10.0,32.0,98.0,71.0,6.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,DF",26.0,24.3,47.0,31.0,16.0,20.0,11.0,22.0,57.0,38.6,35.0,26.0,0.0,26.0,14.0,61.0,3.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Bundesliga,Bayern Munich,Lucas Hernández,fr FRA,DF,25.0,22.6,50.0,31.0,20.0,24.0,6.0,26.0,42.0,61.9,16.0,22.0,11.0,11.0,28.0,78.0,54.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,25.0,23.1,35.0,20.0,21.0,13.0,1.0,19.0,29.0,65.5,10.0,28.0,16.0,12.0,36.0,71.0,50.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Bundesliga,Bayern Munich,Leroy Sané,de GER,"FW,MF",25.0,22.0,28.0,16.0,5.0,19.0,4.0,9.0,24.0,37.5,15.0,18.0,0.0,18.0,12.0,40.0,2.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2021-2022,Bundesliga,Bayern Munich,Alphonso Davies,ca CAN,DF,20.0,19.3,34.0,17.0,17.0,8.0,9.0,13.0,31.0,41.9,18.0,27.0,1.0,26.0,23.0,57.0,26.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
