Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2019-2020,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,29.0,28.8,33.0,8.0,1.0,3.0,0.0,37.1,0.23,4.1,0.14,82.0,165.0,49.7,560.0,155.0,23.4,29.4,195.0,17.4,25.8,355.0,11.0,3.1,37.0,1.29,16.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,41.0,9.0,10.0,1.0,0.0,0.0,0.0,7.6,0.2,-2.4,-0.27,12.0,26.0,46.2,154.0,42.0,13.6,25.1,54.0,9.3,21.5,109.0,3.0,2.8,7.0,0.78,13.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Carlo Pinsoglio,it ITA,GK,29.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,17.0,2.0,0.0,19.0,0.0,0.0,,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Squad Total,,,28.6,38.0,43.0,9.0,1.0,3.0,0.0,44.7,0.22,1.7,0.04,94.0,191.0,49.2,715.0,197.0,21.3,28.4,251.0,15.5,24.8,464.0,14.0,3.0,44.0,1.16,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Opponent Total,,,26.7,38.0,76.0,13.0,2.0,9.0,3.0,69.0,0.24,-4.0,-0.1,209.0,527.0,39.7,902.0,161.0,40.6,35.3,332.0,48.5,37.3,535.0,9.0,1.7,24.0,0.63,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Inter,Samir Handanović,si SVN,GK,35.0,35.0,32.0,2.0,0.0,3.0,1.0,29.3,0.24,-1.7,-0.05,111.0,222.0,50.0,853.0,189.0,18.2,27.2,267.0,25.1,28.9,490.0,24.0,4.9,19.0,0.54,11.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Inter,Daniele Padelli,it ITA,GK,33.0,3.0,4.0,1.0,0.0,2.0,0.0,3.7,0.34,-0.3,-0.1,3.0,17.0,17.6,69.0,14.0,20.3,29.9,24.0,12.5,25.2,55.0,2.0,3.6,2.0,0.67,12.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Inter,Squad Total,,,27.7,38.0,36.0,3.0,0.0,5.0,1.0,33.0,0.25,-2.0,-0.05,114.0,239.0,47.7,922.0,203.0,18.3,27.4,291.0,24.1,28.6,545.0,26.0,4.8,21.0,0.55,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Inter,Opponent Total,,,26.8,38.0,81.0,10.0,0.0,11.0,1.0,70.3,0.27,-9.7,-0.25,181.0,463.0,39.1,904.0,182.0,36.7,35.1,302.0,43.4,36.6,591.0,21.0,3.6,27.0,0.71,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Atalanta,Pierluigi Gollini,it ITA,GK,24.0,32.0,42.0,6.0,2.0,4.0,3.0,36.7,0.26,-2.3,-0.07,165.0,381.0,43.3,766.0,161.0,32.1,34.0,208.0,64.9,50.0,314.0,5.0,1.6,57.0,1.78,18.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Atalanta,Marco Sportiello,it ITA,GK,27.0,5.8,5.0,0.0,0.0,0.0,0.0,4.8,0.26,-0.2,-0.04,9.0,28.0,32.1,124.0,32.0,12.1,26.9,26.0,50.0,38.8,52.0,3.0,5.8,10.0,1.71,19.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Atalanta,Francesco Rossi,it ITA,GK,28.0,0.1,1.0,0.0,0.0,0.0,0.0,0.4,0.45,-0.6,-4.53,1.0,1.0,100.0,3.0,1.0,33.3,30.3,0.0,,,0.0,0.0,,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Atalanta,Squad Total,,,27.2,38.0,48.0,6.0,2.0,4.0,3.0,41.9,0.26,-3.1,-0.08,175.0,410.0,42.7,893.0,194.0,29.3,33.0,234.0,63.2,48.8,366.0,8.0,2.2,67.0,1.76,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Atalanta,Opponent Total,,,27.0,38.0,98.0,7.0,4.0,12.0,2.0,87.2,0.3,-8.8,-0.23,249.0,614.0,40.6,1039.0,172.0,42.3,35.8,370.0,47.3,39.1,578.0,19.0,3.3,35.0,0.92,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Lazio,Thomas Strakosha,al ALB,GK,24.0,38.0,42.0,7.0,1.0,7.0,1.0,44.4,0.24,3.4,0.09,148.0,368.0,40.2,938.0,143.0,32.0,31.2,291.0,23.4,26.0,474.0,10.0,2.1,18.0,0.47,13.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Lazio,Squad Total,,,27.9,38.0,42.0,7.0,1.0,7.0,1.0,44.4,0.24,3.4,0.09,148.0,368.0,40.2,938.0,143.0,32.0,31.2,291.0,23.4,26.0,474.0,10.0,2.1,18.0,0.47,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Lazio,Opponent Total,,,26.9,38.0,79.0,15.0,2.0,6.0,2.0,78.7,0.28,1.7,0.04,118.0,318.0,37.1,790.0,194.0,26.8,31.2,317.0,33.4,33.6,608.0,23.0,3.8,37.0,0.97,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Roma,Pau López,es ESP,GK,24.0,32.0,45.0,8.0,1.0,4.0,0.0,44.3,0.27,-0.7,-0.02,143.0,317.0,45.1,838.0,175.0,29.1,31.4,208.0,35.1,34.9,373.0,9.0,2.4,44.0,1.38,18.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Roma,Antonio Mirante,it ITA,GK,36.0,5.0,5.0,1.0,0.0,0.0,0.0,8.7,0.34,3.7,0.73,24.0,49.0,49.0,142.0,30.0,31.0,30.7,29.0,17.2,28.3,83.0,1.0,1.2,8.0,1.6,14.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Roma,Daniel Fuzato,br BRA,GK,22.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.22,-0.6,-0.57,3.0,14.0,21.4,34.0,4.0,29.4,33.1,10.0,40.0,33.2,14.0,1.0,7.1,1.0,1.0,11.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Roma,Squad Total,,,26.9,38.0,51.0,9.0,1.0,5.0,0.0,53.4,0.28,2.4,0.06,170.0,380.0,44.7,1014.0,209.0,29.4,31.3,247.0,33.2,34.0,470.0,11.0,2.3,53.0,1.39,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Roma,Opponent Total,,,27.0,38.0,77.0,12.0,3.0,10.0,4.0,67.4,0.26,-5.6,-0.15,179.0,450.0,39.8,931.0,194.0,33.7,32.0,331.0,41.1,35.7,565.0,19.0,3.4,16.0,0.42,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Milan,Gianluigi Donnarumma,it ITA,GK,20.0,35.6,42.0,4.0,0.0,4.0,1.0,39.7,0.23,-1.3,-0.04,177.0,406.0,43.6,878.0,178.0,32.3,31.3,259.0,47.1,36.9,473.0,27.0,5.7,37.0,1.04,13.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Milan,Asmir Begović,ba BIH,GK,32.0,1.4,3.0,1.0,0.0,0.0,0.0,4.0,0.43,1.0,0.73,3.0,10.0,30.0,26.0,5.0,26.9,30.5,12.0,25.0,33.1,16.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Milan,Pepe Reina,es ESP,GK,36.0,1.0,1.0,0.0,1.0,0.0,0.0,1.8,0.14,0.8,0.83,8.0,14.0,57.1,28.0,6.0,32.1,34.9,7.0,71.4,45.0,17.0,2.0,11.8,2.0,2.0,12.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Milan,Squad Total,,,24.6,38.0,46.0,5.0,1.0,4.0,1.0,45.6,0.24,0.6,0.02,188.0,430.0,43.7,932.0,189.0,32.2,31.4,278.0,46.8,36.9,506.0,29.0,5.7,39.0,1.03,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Milan,Opponent Total,,,27.1,38.0,63.0,8.0,3.0,3.0,3.0,61.6,0.28,1.6,0.04,184.0,487.0,37.8,865.0,168.0,38.4,34.7,325.0,47.7,37.6,550.0,22.0,4.0,28.0,0.74,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Napoli,Alex Meret,it ITA,GK,22.0,21.7,33.0,5.0,0.0,2.0,1.0,27.7,0.27,-4.3,-0.2,31.0,103.0,30.1,466.0,86.0,17.2,25.5,139.0,16.5,22.9,241.0,4.0,1.7,15.0,0.69,14.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Napoli,David Ospina,co COL,GK,30.0,16.3,17.0,2.0,1.0,2.0,0.0,14.8,0.25,-2.2,-0.13,34.0,77.0,44.2,383.0,55.0,16.2,25.7,85.0,17.6,22.1,184.0,11.0,6.0,17.0,1.04,16.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Napoli,Squad Total,,,26.9,38.0,50.0,7.0,1.0,4.0,1.0,42.6,0.26,-6.4,-0.17,65.0,180.0,36.1,849.0,141.0,16.7,25.6,224.0,17.0,22.6,425.0,15.0,3.5,32.0,0.84,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Napoli,Opponent Total,,,27.0,38.0,61.0,5.0,0.0,6.0,1.0,57.7,0.23,-2.3,-0.06,198.0,487.0,40.7,874.0,188.0,37.8,34.0,348.0,45.1,35.4,630.0,24.0,3.8,13.0,0.34,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Sassuolo,Andrea Consigli,it ITA,GK,32.0,31.0,55.0,7.0,1.0,9.0,3.0,45.0,0.27,-7.0,-0.23,90.0,268.0,33.6,778.0,141.0,27.4,28.8,205.0,26.8,27.8,432.0,19.0,4.4,30.0,0.97,13.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Sassuolo,Gianluca Pegolo,it ITA,GK,38.0,5.0,4.0,0.0,0.0,0.0,1.0,5.7,0.22,2.7,0.54,12.0,29.0,41.4,122.0,24.0,18.9,24.2,36.0,16.7,19.9,71.0,1.0,1.4,5.0,1.0,17.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Sassuolo,Stefano Turati,it ITA,GK,17.0,2.0,4.0,1.0,0.0,0.0,0.0,4.1,0.25,0.1,0.03,6.0,10.0,60.0,38.0,7.0,18.4,24.8,14.0,21.4,24.0,34.0,1.0,2.9,3.0,1.5,18.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Sassuolo,Squad Total,,,26.4,38.0,63.0,8.0,1.0,9.0,4.0,54.7,0.26,-4.3,-0.11,108.0,307.0,35.2,938.0,172.0,25.9,28.0,255.0,25.1,26.4,537.0,21.0,3.9,38.0,1.0,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Sassuolo,Opponent Total,,,27.0,38.0,69.0,5.0,3.0,4.0,0.0,57.6,0.27,-11.4,-0.3,168.0,364.0,46.2,783.0,160.0,31.9,31.7,300.0,38.0,33.9,424.0,8.0,1.9,31.0,0.82,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Hellas Verona,Marco Silvestri,it ITA,GK,28.0,35.0,43.0,7.0,1.0,6.0,1.0,44.9,0.24,2.9,0.08,182.0,687.0,26.5,650.0,74.0,63.1,43.7,330.0,83.9,55.3,547.0,17.0,3.1,15.0,0.43,11.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Hellas Verona,Boris Radunović,rs SRB,GK,23.0,3.0,8.0,2.0,1.0,1.0,0.0,6.2,0.28,-1.8,-0.59,12.0,33.0,36.4,47.0,10.0,42.6,37.3,14.0,92.9,65.6,23.0,0.0,0.0,1.0,0.33,12.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Hellas Verona,Squad Total,,,26.1,38.0,51.0,9.0,2.0,7.0,1.0,51.1,0.25,1.1,0.03,194.0,720.0,26.9,697.0,84.0,61.7,43.3,344.0,84.3,55.7,570.0,17.0,3.0,16.0,0.42,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Hellas Verona,Opponent Total,,,27.0,38.0,47.0,8.0,1.0,5.0,2.0,45.5,0.25,0.5,0.01,237.0,635.0,37.3,981.0,166.0,47.0,38.0,296.0,58.8,42.7,578.0,22.0,3.8,35.0,0.92,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Fiorentina,Bartłomiej Drągowski,pl POL,GK,21.0,31.0,43.0,6.0,2.0,5.0,0.0,42.7,0.25,-0.3,-0.01,109.0,338.0,32.2,677.0,196.0,34.9,33.6,221.0,46.2,39.1,440.0,13.0,3.0,30.0,0.97,14.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Fiorentina,Pietro Terracciano,it ITA,GK,29.0,6.9,5.0,3.0,0.0,0.0,0.0,7.5,0.2,2.5,0.36,18.0,78.0,23.1,149.0,36.0,38.9,35.2,59.0,33.9,34.7,103.0,6.0,5.8,5.0,0.72,12.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Fiorentina,Federico Brancolini,it ITA,GK,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,100.0,2.0,0.0,0.0,24.0,1.0,100.0,66.0,0.0,0.0,,0.0,0.0,18.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Fiorentina,Squad Total,,,25.1,38.0,48.0,9.0,2.0,5.0,0.0,50.2,0.25,2.2,0.06,128.0,417.0,30.7,828.0,232.0,35.5,33.8,281.0,43.8,38.3,543.0,19.0,3.5,35.0,0.92,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Fiorentina,Opponent Total,,,27.1,38.0,51.0,9.0,1.0,9.0,3.0,51.4,0.23,3.4,0.09,147.0,383.0,38.4,873.0,186.0,30.7,32.0,325.0,35.4,32.8,554.0,19.0,3.4,35.0,0.92,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Parma,Luigi Sepe,it ITA,GK,28.0,34.0,53.0,6.0,1.0,10.0,0.0,54.8,0.25,1.8,0.05,225.0,471.0,47.8,801.0,115.0,42.4,37.1,327.0,40.1,32.0,624.0,20.0,3.2,10.0,0.29,12.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Parma,Simone Colombi,it ITA,GK,28.0,4.0,4.0,1.0,0.0,0.0,0.0,6.2,0.28,2.2,0.56,9.0,24.0,37.5,59.0,14.0,28.8,29.3,42.0,16.7,23.1,61.0,1.0,1.6,0.0,0.0,7.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Parma,Squad Total,,,28.8,38.0,57.0,7.0,1.0,10.0,0.0,61.0,0.25,4.0,0.11,234.0,495.0,47.3,860.0,129.0,41.5,36.5,369.0,37.4,31.0,685.0,21.0,3.1,10.0,0.26,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Parma,Opponent Total,,,26.9,38.0,56.0,4.0,0.0,5.0,3.0,50.7,0.3,-2.3,-0.06,125.0,320.0,39.1,777.0,189.0,28.2,30.8,295.0,34.2,33.4,462.0,23.0,5.0,35.0,0.92,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
