Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_C,S_C.1,S_C.2,S_C.3,S_C.4,S_C.5,S_C.6,S_C.7,G_C,G_C.1,G_C.2,G_C.3,G_C.4,G_C.5,G_C.6,G_C.7,U_n.5
2019-2020,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,32.0,34.2,33.0,0.96,31.0,0.0,0.0,2.0,0.0,0.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Cristiano Ronaldo,pt POR,FW,34.0,32.4,148.0,4.57,89.0,1.0,15.0,31.0,12.0,0.0,20.0,0.62,10.0,0.0,3.0,4.0,3.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,29.0,28.8,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Juan Cuadrado,co COL,"DF,FW",31.0,29.5,111.0,3.76,97.0,2.0,4.0,1.0,5.0,2.0,10.0,0.34,9.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,29.0,25.3,106.0,4.19,74.0,24.0,0.0,1.0,3.0,4.0,9.0,0.36,5.0,2.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Alex Sandro,br BRA,DF,28.0,26.5,78.0,2.94,64.0,4.0,3.0,1.0,6.0,0.0,7.0,0.26,6.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Matthijs de Ligt,nl NED,DF,19.0,27.2,14.0,0.51,12.0,0.0,0.0,1.0,1.0,0.0,2.0,0.07,1.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Rodrigo Bentancur,uy URU,MF,22.0,24.4,82.0,3.36,60.0,15.0,3.0,0.0,4.0,0.0,11.0,0.45,5.0,3.0,2.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Paulo Dybala,ar ARG,"FW,MF",25.0,23.9,162.0,6.77,104.0,16.0,18.0,9.0,13.0,2.0,24.0,1.0,11.0,2.0,5.0,2.0,3.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,32.0,24.9,54.0,2.17,49.0,0.0,0.0,0.0,2.0,3.0,5.0,0.2,5.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Adrien Rabiot,fr FRA,MF,24.0,21.2,53.0,2.49,38.0,0.0,5.0,3.0,5.0,2.0,6.0,0.28,2.0,0.0,2.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Gonzalo Higuaín,ar ARG,FW,31.0,20.7,90.0,4.34,68.0,0.0,11.0,8.0,2.0,1.0,5.0,0.24,4.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Federico Bernardeschi,it ITA,"MF,FW",25.0,17.5,66.0,3.78,45.0,9.0,3.0,3.0,6.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Danilo,br BRA,DF,28.0,16.0,46.0,2.87,37.0,1.0,1.0,4.0,2.0,1.0,5.0,0.31,4.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Aaron Ramsey,wls WAL,MF,28.0,11.7,49.0,4.19,41.0,0.0,4.0,2.0,2.0,0.0,4.0,0.34,3.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
