Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2019-2020,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,32.0,34.2,2376.0,269.0,1013.0,1297.0,74.0,22.0,2376.0,5.0,4.0,80.0,1.0,20.0,1557.0,6892.0,4072.0,16.0,12.0,2.0,8.0,4.0,1787.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Cristiano Ronaldo,pt POR,FW,34.0,32.4,1699.0,26.0,74.0,638.0,1002.0,217.0,1686.0,87.0,53.0,60.9,34.0,39.1,1220.0,7615.0,4216.0,167.0,126.0,53.0,72.0,32.0,1456.0,321.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,29.0,28.8,830.0,726.0,822.0,8.0,0.0,0.0,830.0,0.0,0.0,,0.0,,455.0,2241.0,1359.0,0.0,0.0,0.0,1.0,0.0,319.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Juan Cuadrado,co COL,"DF,FW",31.0,29.5,2622.0,64.0,572.0,1329.0,752.0,45.0,2622.0,71.0,42.0,59.2,29.0,40.8,1815.0,8904.0,5574.0,129.0,117.0,25.0,34.0,28.0,1945.0,189.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,29.0,25.3,2207.0,80.0,388.0,1346.0,488.0,11.0,2207.0,24.0,15.0,62.5,8.0,33.3,1236.0,4608.0,2042.0,14.0,30.0,0.0,28.0,11.0,1595.0,16.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Alex Sandro,br BRA,DF,28.0,26.5,2244.0,86.0,541.0,1119.0,602.0,30.0,2244.0,56.0,37.0,66.1,19.0,33.9,1462.0,7224.0,3972.0,91.0,88.0,10.0,23.0,16.0,1538.0,83.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Matthijs de Ligt,nl NED,DF,19.0,27.2,1807.0,196.0,773.0,983.0,56.0,19.0,1807.0,2.0,1.0,50.0,1.0,50.0,1106.0,5243.0,2673.0,10.0,12.0,0.0,8.0,4.0,1233.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Rodrigo Bentancur,uy URU,MF,22.0,24.4,1905.0,53.0,339.0,1132.0,457.0,15.0,1905.0,53.0,36.0,67.9,17.0,32.1,1252.0,4726.0,2098.0,26.0,41.0,1.0,25.0,18.0,1364.0,60.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Paulo Dybala,ar ARG,"FW,MF",25.0,23.9,1833.0,1.0,89.0,771.0,996.0,113.0,1832.0,107.0,65.0,60.7,42.0,39.3,1314.0,6606.0,2959.0,101.0,100.0,46.0,60.0,41.0,1500.0,204.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,32.0,24.9,1366.0,28.0,193.0,770.0,409.0,38.0,1366.0,24.0,9.0,37.5,15.0,62.5,847.0,2880.0,1108.0,22.0,14.0,2.0,40.0,17.0,990.0,118.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
