Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2019-2020,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,32.0,34.2,3.0,23.0,8.0,34.8,0.67,0.23,0.13,0.38,14.7,0.0,0.0,,0.0,3.4,3.4,0.15,-0.4,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Cristiano Ronaldo,pt POR,FW,34.0,32.4,31.0,195.0,67.0,34.4,6.02,2.07,0.1,0.28,19.5,12.0,13.0,,19.0,28.6,18.4,0.09,2.4,0.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,29.0,28.8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Juan Cuadrado,co COL,"DF,FW",31.0,29.5,2.0,20.0,5.0,25.0,0.68,0.17,0.1,0.4,19.6,0.0,0.0,,0.0,1.2,1.2,0.06,0.8,0.8,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,29.0,25.3,3.0,21.0,5.0,23.8,0.83,0.2,0.14,0.6,26.5,0.0,0.0,,9.0,1.0,1.0,0.05,2.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Alex Sandro,br BRA,DF,28.0,26.5,1.0,16.0,4.0,25.0,0.6,0.15,0.06,0.25,17.8,0.0,0.0,,0.0,0.8,0.8,0.05,0.2,0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Matthijs de Ligt,nl NED,DF,19.0,27.2,4.0,18.0,9.0,50.0,0.66,0.33,0.22,0.44,14.5,0.0,0.0,,0.0,2.4,2.4,0.13,1.6,1.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Rodrigo Bentancur,uy URU,MF,22.0,24.4,0.0,16.0,3.0,18.8,0.66,0.12,0.0,0.0,23.0,0.0,0.0,,0.0,0.7,0.7,0.04,-0.7,-0.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Paulo Dybala,ar ARG,"FW,MF",25.0,23.9,11.0,99.0,35.0,35.4,4.13,1.46,0.1,0.29,19.7,1.0,1.0,,10.0,9.4,8.6,0.09,1.6,1.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,32.0,24.9,0.0,14.0,6.0,42.9,0.56,0.24,0.0,0.0,20.0,0.0,0.0,,0.0,0.9,0.9,0.06,-0.9,-0.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
