season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2004-2005,SeriaA,Juventus,Fabio Cannavaro,it ITA,DF,30.0,38.0,38.0,3334.0,37.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,0.0
2004-2005,SeriaA,Juventus,Lilian Thuram,fr FRA,DF,32.0,37.0,37.0,3330.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,0.0
2004-2005,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,26.0,37.0,37.0,3285.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Juventus,Gianluca Zambrotta,it ITA,DF,27.0,36.0,36.0,3237.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Juventus,Mauro Camoranesi,it ITA,MF,27.0,36.0,34.0,3049.0,33.9,4.0,12.0,16.0,3.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.12,0.35,0.47,0.09,0.44,Matches,0.0
2004-2005,SeriaA,Juventus,Emerson,br BRA,MF,28.0,33.0,33.0,2789.0,31.0,2.0,2.0,4.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.06,0.06,0.13,0.06,0.13,Matches,0.0
2004-2005,SeriaA,Juventus,Zlatan Ibrahimović,se SWE,FW,22.0,35.0,31.0,2764.0,30.7,16.0,5.0,21.0,15.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.52,0.16,0.68,0.49,0.65,Matches,0.0
2004-2005,SeriaA,Juventus,Pavel Nedvěd,cz CZE,MF,31.0,27.0,27.0,2381.0,26.5,7.0,6.0,13.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.26,0.23,0.49,0.26,0.49,Matches,0.0
2004-2005,SeriaA,Juventus,Alessandro Del Piero,it ITA,"FW,MF",29.0,30.0,27.0,1954.0,21.7,14.0,4.0,18.0,10.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.64,0.18,0.83,0.46,0.64,Matches,0.0
2004-2005,SeriaA,Juventus,Jonathan Zebina,fr FRA,DF,26.0,24.0,24.0,2072.0,23.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,0.0
2004-2005,SeriaA,Juventus,Manuele Blasi,it ITA,MF,23.0,27.0,18.0,1728.0,19.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,0.0
2004-2005,SeriaA,Juventus,Stephen Appiah,gh GHA,MF,23.0,18.0,14.0,1313.0,14.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,0.0
2004-2005,SeriaA,Juventus,David Trezeguet,fr FRA,FW,26.0,18.0,14.0,1171.0,13.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.69,0.69,Matches,0.0
2004-2005,SeriaA,Juventus,Gianluca Pessotto,it ITA,"DF,MF",33.0,19.0,13.0,1152.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Juventus,Marcelo Zalayeta,uy URU,FW,25.0,28.0,10.0,1322.0,14.7,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41,0.34,0.75,0.41,0.75,Matches,0.0
2004-2005,SeriaA,Juventus,Alessio Tacchinardi,it ITA,MF,29.0,16.0,8.0,750.0,8.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches,0.0
2004-2005,SeriaA,Juventus,Rubén Olivera,uy URU,MF,21.0,18.0,6.0,676.0,7.5,4.0,2.0,6.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.53,0.27,0.8,0.53,0.8,Matches,0.0
2004-2005,SeriaA,Juventus,Alessandro Birindelli,it ITA,DF,29.0,12.0,5.0,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Juventus,Paolo Montero,uy URU,DF,32.0,5.0,3.0,313.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Juventus,Olivier Kapo,fr FRA,"FW,MF",23.0,13.0,2.0,267.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67,Matches,0.0
2004-2005,SeriaA,Juventus,Antonio Chimenti,it ITA,GK,34.0,2.0,1.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Juventus,Andrea Masiello,it ITA,DF,18.0,1.0,0.0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Juventus,Adrian Mutu,ro ROU,"FW,MF",25.0,1.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Juventus,Ciro Ferrara,it ITA,DF,37.0,4.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Juventus,Igor Tudor,hr CRO,DF,26.0,2.0,0.0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Juventus,Squad Total,0,0,28.0,38.0,418.0,0.0,0.0,66.0,44.0,110.0,60.0,6.0,6.0,63.0,2.0,0.0,0.0,0.0,1.74,1.16,2.89,1.58,2.74,0,0.0
2004-2005,SeriaA,Juventus,Opponent Total,0,0,27.2,38.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2004-2005,SeriaA,Milan,Dida,br BRA,GK,30.0,36.0,36.0,3157.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Milan,Kaká,br BRA,"FW,MF",22.0,36.0,33.0,2931.0,32.6,7.0,13.0,20.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.21,0.4,0.61,0.21,0.61,Matches,0.0
2004-2005,SeriaA,Milan,Paolo Maldini,it ITA,DF,36.0,33.0,33.0,2915.0,32.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,0.0
2004-2005,SeriaA,Milan,Cafú,br BRA,DF,34.0,33.0,31.0,2801.0,31.1,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.03,0.06,0.1,0.03,0.1,Matches,0.0
2004-2005,SeriaA,Milan,Alessandro Nesta,it ITA,DF,28.0,29.0,29.0,2549.0,28.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,0.0
2004-2005,SeriaA,Milan,Gennaro Gattuso,it ITA,MF,26.0,33.0,28.0,2341.0,26.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,0.0
2004-2005,SeriaA,Milan,Andriy Shevchenko,ua UKR,FW,27.0,29.0,27.0,2251.0,25.0,17.0,6.0,23.0,16.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.68,0.24,0.92,0.64,0.88,Matches,0.0
2004-2005,SeriaA,Milan,Clarence Seedorf,nl NED,MF,28.0,32.0,26.0,2276.0,25.3,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,0.08,0.28,0.2,0.28,Matches,0.0
2004-2005,SeriaA,Milan,Andrea Pirlo,it ITA,MF,25.0,30.0,26.0,2251.0,25.0,4.0,6.0,10.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.16,0.24,0.4,0.12,0.36,Matches,0.0
2004-2005,SeriaA,Milan,Hernán Crespo,ar ARG,FW,29.0,28.0,24.0,2002.0,22.2,11.0,2.0,13.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.49,0.09,0.58,0.49,0.58,Matches,0.0
2004-2005,SeriaA,Milan,Kakha Kaladze,ge GEO,"DF,MF",26.0,19.0,18.0,1478.0,16.4,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18,Matches,0.0
2004-2005,SeriaA,Milan,Jon Dahl Tomasson,dk DEN,"FW,MF",27.0,30.0,17.0,1489.0,16.5,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.36,0.12,0.48,0.36,0.48,Matches,0.0
2004-2005,SeriaA,Milan,Rui Costa,pt POR,MF,32.0,24.0,15.0,1375.0,15.3,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.07,0.13,0.2,0.07,0.2,Matches,0.0
2004-2005,SeriaA,Milan,Jaap Stam,nl NED,DF,32.0,17.0,15.0,1339.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Milan,Giuseppe Pancaro,it ITA,DF,32.0,18.0,12.0,1123.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,0.0
2004-2005,SeriaA,Milan,Massimo Ambrosini,it ITA,MF,27.0,22.0,9.0,949.0,10.5,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.09,0.09,0.19,0.09,0.19,Matches,0.0
2004-2005,SeriaA,Milan,Alessandro Costacurta,it ITA,DF,38.0,14.0,8.0,847.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Milan,Vikash Dhorasoo,fr FRA,MF,30.0,12.0,8.0,752.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2004-2005,SeriaA,Milan,Cristian Brocchi,it ITA,MF,28.0,11.0,7.0,640.0,7.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,0.0
