season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2008-2009,SeriaA,Inter,Javier Zanetti,ar ARG,"DF,MF",34.0,0.0,37.0,3375.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,38.0
2008-2009,SeriaA,Inter,Júlio César,br BRA,GK,28.0,0.0,36.0,3208.0,35.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,36.0
2008-2009,SeriaA,Inter,Zlatan Ibrahimović,se SWE,FW,26.0,0.0,35.0,3133.0,34.8,25.0,7.0,32.0,23.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.72,0.2,0.92,0.66,0.86,Matches,35.0
2008-2009,SeriaA,Inter,Esteban Cambiasso,ar ARG,MF,27.0,0.0,33.0,3013.0,33.5,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12,0.09,0.21,0.12,0.21,Matches,35.0
2008-2009,SeriaA,Inter,Maicon Sisenando,br BRA,DF,27.0,0.0,27.0,2502.0,27.8,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.14,0.14,0.29,0.14,0.29,Matches,29.0
2008-2009,SeriaA,Inter,Iván Córdoba,co COL,DF,31.0,0.0,26.0,2415.0,26.8,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches,28.0
2008-2009,SeriaA,Inter,Dejan Stanković,rs SRB,MF,29.0,0.0,26.0,2234.0,24.8,5.0,6.0,11.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.2,0.24,0.44,0.2,0.44,Matches,31.0
2008-2009,SeriaA,Inter,Sulley Muntari,gh GHA,MF,23.0,0.0,26.0,2035.0,22.6,4.0,5.0,9.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.18,0.22,0.4,0.18,0.4,Matches,27.0
2008-2009,SeriaA,Inter,Cristian Chivu,ro ROU,DF,27.0,0.0,20.0,1615.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,21.0
2008-2009,SeriaA,Inter,Maxwell,br BRA,DF,26.0,0.0,19.0,1604.0,17.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.06,0.06,0.11,0.06,0.11,Matches,25.0
2008-2009,SeriaA,Inter,Walter Samuel,ar ARG,DF,30.0,0.0,17.0,1462.0,16.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,17.0
2008-2009,SeriaA,Inter,Mario Balotelli,it ITA,FW,17.0,0.0,15.0,1354.0,15.0,8.0,1.0,9.0,7.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.53,0.07,0.6,0.47,0.53,Matches,22.0
2008-2009,SeriaA,Inter,Davide Santon,it ITA,DF,17.0,0.0,14.0,1276.0,14.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,16.0
2008-2009,SeriaA,Inter,Nicolás Burdisso,ar ARG,DF,27.0,0.0,13.0,1157.0,12.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,21.0
2008-2009,SeriaA,Inter,Luís Figo,pt POR,"FW,MF",35.0,0.0,11.0,1053.0,11.7,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.09,0.26,0.34,0.09,0.34,Matches,22.0
2008-2009,SeriaA,Inter,Patrick Vieira,fr FRA,MF,32.0,0.0,10.0,994.0,11.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18,Matches,19.0
2008-2009,SeriaA,Inter,Mancini,br BRA,"FW,MF",27.0,0.0,10.0,801.0,8.9,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,20.0
2008-2009,SeriaA,Inter,Adriano,br BRA,FW,26.0,0.0,9.0,805.0,8.9,3.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.67,0.22,0.56,Matches,12.0
2008-2009,SeriaA,Inter,Marco Materazzi,it ITA,DF,34.0,0.0,8.0,637.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8.0
2008-2009,SeriaA,Inter,Ricardo Quaresma,pt POR,"FW,MF",24.0,0.0,7.0,683.0,7.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,13.0
2008-2009,SeriaA,Inter,Julio Ricardo Cruz,ar ARG,FW,33.0,0.0,7.0,662.0,7.4,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.27,0.27,0.54,0.27,0.54,Matches,17.0
2008-2009,SeriaA,Inter,Victor Obinna,ng NGA,FW,21.0,0.0,3.0,412.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,9.0
2008-2009,SeriaA,Inter,Nelson Rivas,co COL,DF,25.0,0.0,3.0,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,5.0
2008-2009,SeriaA,Inter,Hernán Crespo,ar ARG,FW,33.0,0.0,2.0,444.0,4.9,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.81,0.41,0.81,Matches,14.0
2008-2009,SeriaA,Inter,Francesco Toldo,it ITA,GK,36.0,0.0,2.0,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,3.0
2008-2009,SeriaA,Inter,Luis Jiménez,cl CHI,"FW,MF",24.0,0.0,2.0,165.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.55,Matches,6.0
2008-2009,SeriaA,Inter,Francesco Bolzoni,it ITA,MF,19.0,0.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
2008-2009,SeriaA,Inter,Paolo Orlandoni,it ITA,GK,35.0,0.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
2008-2009,SeriaA,Inter,Olivier Dacourt,fr FRA,MF,33.0,0.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0
2008-2009,SeriaA,Inter,Squad Total,0,0,28.4,0.0,418.0,0.0,0.0,65.0,45.0,110.0,61.0,4.0,6.0,85.0,4.0,0.0,0.0,0.0,1.71,1.18,2.89,1.61,2.79,0,38.0
2008-2009,SeriaA,Inter,Opponent Total,0,0,27.4,0.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38.0
2008-2009,SeriaA,Juventus,Cristian Molinaro,it ITA,"DF,MF",25.0,29.0,29.0,2559.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Juventus,Pavel Nedvěd,cz CZE,MF,35.0,32.0,28.0,2505.0,27.8,7.0,6.0,13.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.25,0.22,0.47,0.25,0.47,Matches,0.0
2008-2009,SeriaA,Juventus,Zdeněk Grygera,cz CZE,DF,28.0,31.0,28.0,2438.0,27.1,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.07,0.07,0.15,0.07,0.15,Matches,0.0
2008-2009,SeriaA,Juventus,Alessandro Del Piero,it ITA,"FW,MF",33.0,31.0,28.0,2361.0,26.2,13.0,9.0,22.0,9.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.5,0.34,0.84,0.34,0.69,Matches,0.0
2008-2009,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,23.0,27.0,27.0,2410.0,26.8,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,0.0
2008-2009,SeriaA,Juventus,Amauri,it ITA,FW,28.0,32.0,27.0,2378.0,26.4,12.0,3.0,15.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.45,0.11,0.57,0.45,0.57,Matches,0.0
2008-2009,SeriaA,Juventus,Nicola Legrottaglie,it ITA,DF,31.0,26.0,26.0,2305.0,25.6,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,0.0
2008-2009,SeriaA,Juventus,Olof Mellberg,se SWE,"DF,MF",30.0,27.0,23.0,2099.0,23.3,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,0.0
2008-2009,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,30.0,23.0,23.0,2025.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Juventus,Claudio Marchisio,it ITA,MF,22.0,24.0,20.0,1867.0,20.7,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.14,0.1,0.24,0.14,0.24,Matches,0.0
2008-2009,SeriaA,Juventus,Mohamed Sissoko,ml MLI,MF,23.0,21.0,20.0,1661.0,18.5,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.11,0.05,0.16,0.11,0.16,Matches,0.0
2008-2009,SeriaA,Juventus,Marco Marchionni,it ITA,MF,28.0,27.0,19.0,1760.0,19.6,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.26,0.05,0.26,Matches,0.0
2008-2009,SeriaA,Juventus,Vincenzo Iaquinta,it ITA,FW,28.0,28.0,18.0,1638.0,18.2,12.0,4.0,16.0,11.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.66,0.22,0.88,0.6,0.82,Matches,0.0
2008-2009,SeriaA,Juventus,Alex Manninger,at AUT,GK,31.0,16.0,15.0,1395.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Juventus,Christian Poulsen,dk DEN,MF,28.0,23.0,14.0,1358.0,15.1,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.07,0.13,0.2,0.07,0.2,Matches,0.0
2008-2009,SeriaA,Juventus,Mauro Camoranesi,it ITA,MF,31.0,19.0,14.0,1196.0,13.3,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.08,0.15,0.23,0.08,0.23,Matches,0.0
2008-2009,SeriaA,Juventus,Tiago Mendes,pt POR,MF,27.0,15.0,12.0,934.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Juventus,Paolo De Ceglie,it ITA,DF,21.0,19.0,11.0,1078.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,0.0
2008-2009,SeriaA,Juventus,Sebastian Giovinco,it ITA,"FW,MF",21.0,19.0,9.0,897.0,10.0,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.4,0.6,0.2,0.6,Matches,0.0
2008-2009,SeriaA,Juventus,Cristiano Zanetti,it ITA,MF,31.0,12.0,9.0,677.0,7.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,0.0
2008-2009,SeriaA,Juventus,Hasan Salihamidžić,ba BIH,"DF,MF",31.0,11.0,7.0,690.0,7.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13,0.13,0.26,0.13,0.26,Matches,0.0
2008-2009,SeriaA,Juventus,Jonathan Zebina,fr FRA,DF,30.0,8.0,4.0,410.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Juventus,Dario Knežević,hr CRO,DF,26.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Juventus,David Trezeguet,fr FRA,FW,30.0,8.0,2.0,285.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,0.0
2008-2009,SeriaA,Juventus,Lorenzo Ariaudo,it ITA,DF,19.0,3.0,2.0,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Juventus,Albin Ekdal,se SWE,MF,19.0,3.0,0.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Juventus,Ayub Daud,so SOM,"FW,MF",18.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Juventus,Ciro Immobile,it ITA,FW,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Juventus,Squad Total,0,0,28.5,38.0,418.0,0.0,0.0,67.0,41.0,108.0,62.0,5.0,6.0,68.0,4.0,0.0,0.0,0.0,1.76,1.08,2.84,1.63,2.71,0,0.0
2008-2009,SeriaA,Juventus,Opponent Total,0,0,27.3,38.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2008-2009,SeriaA,Milan,Gianluca Zambrotta,it ITA,DF,31.0,34.0,33.0,2946.0,32.7,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,0.0
2008-2009,SeriaA,Milan,Marek Jankulovski,cz CZE,"DF,MF",31.0,31.0,31.0,2678.0,29.8,0.0,4.0,4.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,0.0
2008-2009,SeriaA,Milan,Paolo Maldini,it ITA,DF,40.0,30.0,30.0,2630.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Clarence Seedorf,nl NED,MF,32.0,33.0,30.0,2614.0,29.0,6.0,5.0,11.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21,0.17,0.38,0.21,0.38,Matches,0.0
2008-2009,SeriaA,Milan,Kaká,br BRA,"FW,MF",26.0,31.0,28.0,2558.0,28.4,16.0,9.0,25.0,9.0,7.0,8.0,4.0,0.0,0.0,0.0,0.0,0.56,0.32,0.88,0.32,0.63,Matches,0.0
2008-2009,SeriaA,Milan,Christian Abbiati,it ITA,GK,31.0,28.0,28.0,2441.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Alexandre Pato,br BRA,"FW,MF",18.0,36.0,27.0,2274.0,25.3,15.0,4.0,19.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.59,0.16,0.75,0.59,0.75,Matches,0.0
2008-2009,SeriaA,Milan,Andrea Pirlo,it ITA,MF,29.0,26.0,26.0,2323.0,25.8,1.0,2.0,3.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.0,0.08,Matches,0.0
2008-2009,SeriaA,Milan,Massimo Ambrosini,it ITA,MF,31.0,28.0,24.0,2065.0,22.9,7.0,3.0,10.0,7.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.31,0.13,0.44,0.31,0.44,Matches,0.0
2008-2009,SeriaA,Milan,Mathieu Flamini,fr FRA,MF,24.0,29.0,22.0,1904.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Giuseppe Favalli,it ITA,DF,36.0,23.0,21.0,1917.0,21.3,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,0.0
2008-2009,SeriaA,Milan,David Beckham,eng ENG,MF,33.0,18.0,18.0,1425.0,15.8,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.13,0.32,0.44,0.13,0.44,Matches,0.0
2008-2009,SeriaA,Milan,Ronaldinho,br BRA,"FW,MF",28.0,29.0,16.0,1612.0,17.9,8.0,5.0,13.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.45,0.28,0.73,0.33,0.61,Matches,0.0
2008-2009,SeriaA,Milan,Daniele Bonera,it ITA,DF,27.0,18.0,16.0,1427.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Filippo Inzaghi,it ITA,FW,34.0,26.0,15.0,1408.0,15.6,13.0,2.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.13,0.96,0.83,0.96,Matches,0.0
2008-2009,SeriaA,Milan,Gennaro Gattuso,it ITA,MF,30.0,12.0,11.0,961.0,10.7,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,0.0
2008-2009,SeriaA,Milan,Kakha Kaladze,ge GEO,"DF,MF",30.0,11.0,10.0,893.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Dida,br BRA,GK,34.0,10.0,9.0,889.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Philippe Senderos,ch SUI,DF,23.0,14.0,7.0,762.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Marco Borriello,it ITA,FW,26.0,7.0,6.0,509.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,0.0
2008-2009,SeriaA,Milan,Luca Antonini,it ITA,"DF,MF",25.0,11.0,4.0,372.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Emerson,br BRA,MF,32.0,12.0,3.0,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Andriy Shevchenko,ua UKR,FW,31.0,18.0,2.0,464.0,5.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,0.0
2008-2009,SeriaA,Milan,Zeljko Kalac,au AUS,GK,35.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Matteo Darmian,it ITA,"DF,MF",18.0,3.0,0.0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Alessandro Nesta,it ITA,DF,32.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Mathías Cardaccio,uy URU,MF,20.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Rodney Strasser,sl SLE,MF,18.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Felipe Mattioni,br BRA,DF,19.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Tabaré Viúdez,uy URU,"FW,MF",18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Milan,Squad Total,0,0,30.4,38.0,418.0,0.0,0.0,70.0,43.0,113.0,60.0,10.0,12.0,81.0,4.0,0.0,0.0,0.0,1.84,1.13,2.97,1.58,2.71,0,0.0
2008-2009,SeriaA,Milan,Opponent Total,0,0,27.3,38.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2008-2009,SeriaA,Fiorentina,Sébastien Frey,fr FRA,GK,28.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Fiorentina,Alessandro Gamberini,it ITA,DF,26.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Fiorentina,Alberto Gilardino,it ITA,FW,26.0,35.0,34.0,2958.0,32.9,19.0,2.0,21.0,19.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.58,0.06,0.64,0.58,0.64,Matches,0.0
2008-2009,SeriaA,Fiorentina,Riccardo Montolivo,it ITA,MF,23.0,34.0,32.0,2852.0,31.7,4.0,6.0,10.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.13,0.19,0.32,0.13,0.32,Matches,0.0
2008-2009,SeriaA,Fiorentina,Felipe Melo,br BRA,"DF,MF",25.0,29.0,29.0,2556.0,28.4,2.0,1.0,3.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,Matches,0.0
2008-2009,SeriaA,Fiorentina,Gianluca Comotto,it ITA,DF,29.0,28.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2008-2009,SeriaA,Fiorentina,Zdravko Kuzmanović,rs SRB,MF,20.0,32.0,25.0,2054.0,22.8,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18,Matches,0.0
2008-2009,SeriaA,Fiorentina,Juan Manuel Vargas,pe PER,"DF,MF",24.0,27.0,24.0,2006.0,22.3,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.13,0.09,0.22,0.13,0.22,Matches,0.0
2008-2009,SeriaA,Fiorentina,Dario Dainelli,it ITA,DF,29.0,21.0,20.0,1680.0,18.7,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,0.0
2008-2009,SeriaA,Fiorentina,Marco Donadel,it ITA,MF,25.0,29.0,19.0,1733.0,19.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,0.0
2008-2009,SeriaA,Fiorentina,Stevan Jovetić,me MNE,"FW,MF",18.0,29.0,19.0,1640.0,18.2,2.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.05,0.05,Matches,0.0
