season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2017-2018,Bundesliga,Bayern Munich,Sven Ulreich,de GER,GK,28.0,29.0,29.0,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,DF,22.0,29.0,26.0,2329.0,25.9,1.0,10.0,11.0,1.0,0.0,0.0,1.0,0.0,79.0,176.0,232.0,0.04,0.39,0.43,0.04,0.43,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Mats Hummels,de GER,DF,28.0,26.0,25.0,2213.0,24.6,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,25.0,184.0,13.0,0.04,0.04,0.08,0.04,0.08,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,28.0,30.0,24.0,2172.0,24.1,29.0,2.0,31.0,23.0,6.0,7.0,1.0,0.0,44.0,71.0,220.0,1.2,0.08,1.28,0.95,1.04,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",27.0,29.0,22.0,2005.0,22.3,8.0,14.0,22.0,8.0,0.0,0.0,4.0,0.0,35.0,87.0,301.0,0.36,0.63,0.99,0.36,0.99,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,21.0,27.0,20.0,1926.0,21.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,15.0,113.0,8.0,0.09,0.05,0.14,0.09,0.14,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Rafinha,br BRA,DF,31.0,27.0,19.0,1851.0,20.6,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,52.0,174.0,124.0,0.05,0.1,0.15,0.05,0.15,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,28.0,19.0,19.0,1640.0,18.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,12.0,127.0,4.0,0.05,0.11,0.16,0.05,0.16,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,James Rodríguez,co COL,"MF,FW",26.0,23.0,19.0,1621.0,18.0,7.0,11.0,18.0,7.0,0.0,0.0,2.0,0.0,37.0,204.0,157.0,0.39,0.61,1.0,0.39,1.0,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Arjen Robben,nl NED,"FW,MF",33.0,21.0,19.0,1507.0,16.7,5.0,5.0,10.0,5.0,0.0,1.0,0.0,0.0,97.0,122.0,216.0,0.3,0.3,0.6,0.3,0.6,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Javi Martínez,es ESP,"MF,DF",28.0,22.0,18.0,1609.0,17.9,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,6.0,112.0,27.0,0.06,0.11,0.17,0.06,0.17,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Corentin Tolisso,fr FRA,MF,22.0,26.0,17.0,1575.0,17.5,6.0,4.0,10.0,6.0,0.0,0.0,3.0,0.0,30.0,191.0,79.0,0.34,0.23,0.57,0.34,0.57,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,25.0,23.0,17.0,1551.0,17.2,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,53.0,110.0,178.0,0.12,0.12,0.23,0.12,0.23,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Arturo Vidal,cl CHI,MF,30.0,22.0,17.0,1456.0,16.2,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,18.0,130.0,58.0,0.37,0.12,0.49,0.37,0.49,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Sebastian Rudy,de GER,MF,27.0,25.0,16.0,1515.0,16.8,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,9.0,121.0,44.0,0.06,0.24,0.3,0.06,0.3,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Franck Ribéry,fr FRA,"FW,MF",34.0,20.0,15.0,1203.0,13.4,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,86.0,93.0,186.0,0.37,0.07,0.45,0.37,0.45,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Thiago Alcántara,es ESP,"MF,FW",26.0,19.0,12.0,1247.0,13.9,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,30.0,183.0,80.0,0.14,0.14,0.29,0.14,0.29,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Juan Bernat,es ESP,"DF,FW",24.0,11.0,11.0,888.0,9.9,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,24.0,42.0,102.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0
2017-2018,Bundesliga,Bayern Munich,Kingsley Coman,fr FRA,"FW,MF",21.0,21.0,10.0,1153.0,12.8,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,97.0,60.0,202.0,0.23,0.23,0.47,0.23,0.47,0.0,0.0
