Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2020-2021,EPL,Manchester City,Ederson,br BRA,GK,26.0,36.0,3.0,1.0,3.0,0.0,0.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Rúben Dias,pt POR,DF,23.0,31.6,24.0,13.0,13.0,8.0,3.0,4.0,16.0,25.0,12.0,31.0,23.0,8.0,35.0,59.0,92.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Rodri,es ESP,MF,24.0,30.5,72.0,40.0,24.0,40.0,8.0,33.0,66.0,50.0,33.0,23.0,9.0,14.0,36.0,108.0,54.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Raheem Sterling,eng ENG,FW,25.0,28.2,21.0,10.0,5.0,12.0,4.0,5.0,12.0,41.7,7.0,15.0,0.0,15.0,15.0,36.0,4.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,João Cancelo,pt POR,"DF,MF",26.0,25.5,68.0,41.0,42.0,19.0,7.0,43.0,83.0,51.8,40.0,23.0,2.0,21.0,41.0,109.0,33.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Bernardo Silva,pt POR,"MF,FW",25.0,22.9,26.0,14.0,7.0,12.0,7.0,11.0,52.0,21.2,41.0,17.0,1.0,16.0,17.0,43.0,8.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,İlkay Gündoğan,de GER,MF,29.0,22.5,25.0,15.0,8.0,12.0,5.0,10.0,39.0,25.6,29.0,13.0,4.0,9.0,20.0,45.0,9.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Kevin De Bruyne,be BEL,MF,29.0,22.2,34.0,21.0,6.0,18.0,10.0,13.0,48.0,27.1,35.0,26.0,1.0,25.0,9.0,43.0,10.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Riyad Mahrez,dz ALG,FW,29.0,21.7,20.0,5.0,2.0,10.0,8.0,6.0,30.0,20.0,24.0,19.0,0.0,19.0,8.0,28.0,4.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Gabriel Jesus,br BRA,FW,23.0,22.9,17.0,6.0,5.0,5.0,7.0,11.0,28.0,39.3,17.0,16.0,0.0,16.0,15.0,32.0,5.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,Kyle Walker,eng ENG,DF,30.0,21.6,29.0,19.0,15.0,12.0,2.0,16.0,24.0,66.7,8.0,19.0,7.0,12.0,14.0,43.0,28.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,EPL,Manchester City,John Stones,eng ENG,DF,26.0,21.5,21.0,10.0,13.0,5.0,3.0,9.0,14.0,64.3,5.0,23.0,15.0,8.0,18.0,39.0,56.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
