Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2010-2011,Ligue1,Lille,Mickaël Landreau,fr FRA,GK,31.0,38.0,38.0,3420.0,38.0,36.0,0.95,142.0,106.0,74.6,21.0,13.0,4.0,11.0,28.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Lille,Squad Total,,,25.7,38.0,38.0,3420.0,,36.0,0.95,142.0,106.0,74.6,21.0,13.0,4.0,11.0,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Lille,Opponent Total,,,26.3,38.0,38.0,,,,,,,,4.0,13.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Marseille,Steve Mandanda,fr FRA,GK,25.0,38.0,38.0,3420.0,38.0,39.0,1.03,124.0,85.0,68.5,18.0,14.0,6.0,12.0,31.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Marseille,Squad Total,,,26.7,38.0,38.0,3420.0,,39.0,1.03,124.0,85.0,68.5,18.0,14.0,6.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Marseille,Opponent Total,,,26.1,38.0,38.0,,,,,,,,6.0,14.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Lyon,Hugo Lloris,fr FRA,GK,23.0,37.0,37.0,3330.0,37.0,40.0,1.08,138.0,98.0,71.0,16.0,13.0,8.0,12.0,32.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Lyon,Rémy Vercoutre,fr FRA,GK,30.0,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Lyon,Squad Total,,,25.5,38.0,38.0,3420.0,,40.0,1.05,141.0,101.0,71.6,17.0,13.0,8.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Lyon,Opponent Total,,,26.1,38.0,38.0,,,,,,,,8.0,13.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Paris S-G,Apoula Edel,am ARM,GK,24.0,24.0,23.0,2127.0,23.6,24.0,1.02,88.0,64.0,72.7,12.0,8.0,4.0,7.0,30.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Paris S-G,Grégory Coupet,fr FRA,GK,37.0,15.0,15.0,1293.0,14.4,17.0,1.18,62.0,45.0,72.6,3.0,7.0,4.0,3.0,20.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Paris S-G,Squad Total,,,28.1,38.0,38.0,3420.0,,41.0,1.08,150.0,109.0,72.7,15.0,15.0,8.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Paris S-G,Opponent Total,,,26.1,38.0,38.0,,,,,,,,8.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Sochaux,Teddy Richert,fr FRA,GK,35.0,15.0,15.0,1305.0,14.5,11.0,0.76,71.0,60.0,84.5,9.0,3.0,2.0,5.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Sochaux,Pierrick Cros,fr FRA,GK,19.0,13.0,13.0,1170.0,13.0,16.0,1.23,57.0,41.0,71.9,4.0,3.0,6.0,2.0,15.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Sochaux,Matthieu Dreyer,fr FRA,GK,21.0,11.0,10.0,945.0,10.5,15.0,1.43,62.0,47.0,75.8,5.0,1.0,5.0,3.0,30.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Sochaux,Squad Total,,,24.8,38.0,38.0,3420.0,,42.0,1.11,190.0,148.0,77.9,17.0,7.0,14.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Sochaux,Opponent Total,,,26.2,38.0,38.0,,,,,,,,14.0,7.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Rennes,Nicolas Douchez,fr FRA,GK,30.0,37.0,37.0,3311.0,36.8,34.0,0.92,135.0,101.0,74.8,15.0,11.0,11.0,16.0,43.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Rennes,Johann Carrasso,fr FRA,GK,22.0,1.0,1.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,0.0,0.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Rennes,Squad Total,,,24.9,38.0,38.0,3401.0,,35.0,0.93,138.0,103.0,74.6,15.0,11.0,12.0,16.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Rennes,Opponent Total,,,26.1,38.0,38.0,,,,,,,,12.0,11.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Bordeaux,Cédric Carrasso,fr FRA,GK,28.0,35.0,34.0,3096.0,34.4,40.0,1.16,126.0,86.0,68.3,11.0,11.0,13.0,14.0,41.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Bordeaux,Kévin Olimpa,fr FRA,GK,22.0,2.0,2.0,180.0,2.0,3.0,1.5,8.0,5.0,62.5,0.0,0.0,2.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Bordeaux,Ulrich Ramé,fr FRA,GK,37.0,3.0,2.0,145.0,1.6,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Bordeaux,Squad Total,,,26.4,38.0,38.0,3421.0,,43.0,1.13,138.0,95.0,68.8,12.0,15.0,11.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Bordeaux,Opponent Total,,,26.2,38.0,38.0,,,,,,,,11.0,15.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Toulouse,Mathieu Valverde,fr FRA,GK,27.0,29.0,29.0,2604.0,28.9,32.0,1.11,105.0,73.0,69.5,10.0,5.0,14.0,7.0,24.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Toulouse,Ali Ahamada,km COM,GK,18.0,9.0,8.0,726.0,8.1,2.0,0.25,17.0,15.0,88.2,4.0,3.0,1.0,6.0,75.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Toulouse,Marc Vidal,fr FRA,GK,19.0,2.0,1.0,90.0,1.0,2.0,2.0,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Toulouse,Squad Total,,,24.1,38.0,38.0,3420.0,,36.0,0.95,128.0,92.0,71.9,14.0,8.0,16.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Toulouse,Opponent Total,,,26.1,38.0,38.0,,,,,,,,16.0,8.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Auxerre,Olivier Sorin,fr FRA,GK,29.0,38.0,38.0,3420.0,38.0,41.0,1.08,136.0,95.0,69.9,10.0,19.0,9.0,8.0,21.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Auxerre,Squad Total,,,26.8,38.0,38.0,3420.0,,41.0,1.08,136.0,95.0,69.9,10.0,19.0,9.0,8.0,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Auxerre,Opponent Total,,,26.2,38.0,38.0,,,,,,,,9.0,19.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Saint-Étienne,Jérémie Janot,fr FRA,GK,32.0,36.0,36.0,3202.0,35.6,43.0,1.21,126.0,83.0,65.9,12.0,12.0,11.0,9.0,25.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Saint-Étienne,Jessy Moulin,fr FRA,GK,24.0,3.0,2.0,218.0,2.4,4.0,1.65,11.0,7.0,63.6,0.0,1.0,2.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Saint-Étienne,Squad Total,,,26.3,38.0,38.0,3420.0,,47.0,1.24,137.0,90.0,65.7,12.0,13.0,13.0,9.0,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Saint-Étienne,Opponent Total,,,26.3,38.0,38.0,,,,,,,,13.0,13.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Lorient,Fabien Audard,fr FRA,GK,32.0,29.0,29.0,2531.0,28.1,31.0,1.1,104.0,73.0,70.2,10.0,11.0,6.0,11.0,37.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Lorient,Lionel Cappone,fr FRA,GK,31.0,11.0,9.0,834.0,9.3,16.0,1.73,48.0,32.0,66.7,2.0,2.0,6.0,2.0,22.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Lorient,Benjamin Lecomte,fr FRA,GK,19.0,2.0,0.0,55.0,0.6,1.0,1.64,3.0,2.0,66.7,0.0,0.0,1.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Lorient,Squad Total,,,25.6,38.0,38.0,3420.0,,48.0,1.26,155.0,107.0,69.0,12.0,13.0,13.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-2011,Ligue1,Lorient,Opponent Total,,,26.0,38.0,38.0,,,,,,,,13.0,13.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
