season,league,team,unnamed:_0_level_0_player,unnamed:_1_level_0_nation,unnamed:_2_level_0_pos,unnamed:_3_level_0_age,unnamed:_4_level_0_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,unnamed:_24_level_0_matches,playing_time_mp
2003-2004,LaLiga,Valencia,Santiago Cañizares,es ESP,GK,33.0,0.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,37.0
2003-2004,LaLiga,Valencia,Amedeo Carboni,it ITA,DF,38.0,0.0,33.0,2936.0,32.6,0.0,2.0,2.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,33.0
2003-2004,LaLiga,Valencia,David Albelda,es ESP,"DF,MF",25.0,0.0,32.0,2734.0,30.4,1.0,4.0,5.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.03,0.13,0.16,0.03,0.16,Matches,33.0
2003-2004,LaLiga,Valencia,Vicente Rodríguez,es ESP,"FW,MF",22.0,0.0,32.0,2633.0,29.3,12.0,9.0,21.0,11.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.41,0.31,0.72,0.38,0.68,Matches,33.0
2003-2004,LaLiga,Valencia,Roberto Ayala,ar ARG,DF,30.0,0.0,30.0,2688.0,29.9,1.0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,Matches,30.0
2003-2004,LaLiga,Valencia,Rubén Baraja,es ESP,MF,28.0,0.0,29.0,2619.0,29.1,8.0,2.0,10.0,8.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.27,0.07,0.34,0.27,0.34,Matches,35.0
2003-2004,LaLiga,Valencia,Curro Torres,es ESP,DF,26.0,0.0,29.0,2530.0,28.1,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches,30.0
2003-2004,LaLiga,Valencia,Mista,es ESP,FW,24.0,0.0,29.0,2419.0,26.9,19.0,4.0,23.0,19.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.71,0.15,0.86,0.71,0.86,Matches,33.0
2003-2004,LaLiga,Valencia,Carlos Marchena,es ESP,"DF,MF",24.0,0.0,28.0,2558.0,28.4,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches,31.0
2003-2004,LaLiga,Valencia,Jorge López,es ESP,MF,24.0,0.0,23.0,1938.0,21.5,4.0,6.0,10.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.19,0.28,0.46,0.05,0.33,Matches,26.0
