Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,Playing Time_MP,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,E_x,E_x.1,E_x.2,E_x.3,P_r,P_r.1,P_r.2,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,P_e.15,P_e.16,P_e.17,U_n.4,U_n.5
2009-2010,EPL,Chelsea,John Terry,eng ENG,DF,28.0,37.0,37.0,3258.0,36.2,2.0,2.0,4.0,2.0,0.0,0.0,8.0,1.0,,,,0.06,0.06,0.11,0.06,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,Frank Lampard,eng ENG,MF,31.0,36.0,36.0,3218.0,35.8,22.0,14.0,36.0,12.0,10.0,11.0,0.0,0.0,,,,0.62,0.39,1.01,0.34,0.73,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,Petr Čech,cz CZE,GK,27.0,34.0,34.0,3021.0,33.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,0.03,0.03,0.0,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,Didier Drogba,ci CIV,FW,31.0,32.0,31.0,2770.0,30.8,29.0,10.0,39.0,28.0,1.0,1.0,7.0,0.0,,,,0.94,0.32,1.27,0.91,1.23,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,Nicolas Anelka,fr FRA,FW,30.0,33.0,31.0,2688.0,29.9,11.0,7.0,18.0,11.0,0.0,0.0,0.0,0.0,,,,0.37,0.23,0.6,0.37,0.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,Michael Ballack,de GER,MF,32.0,32.0,26.0,2363.0,26.3,4.0,5.0,9.0,4.0,0.0,0.0,3.0,1.0,,,,0.15,0.19,0.34,0.15,0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,Florent Malouda,fr FRA,"FW,MF",29.0,33.0,26.0,2304.0,25.6,12.0,8.0,20.0,12.0,0.0,0.0,4.0,1.0,,,,0.47,0.31,0.78,0.47,0.78,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,Branislav Ivanović,rs SRB,DF,25.0,28.0,25.0,2254.0,25.0,1.0,5.0,6.0,1.0,0.0,0.0,6.0,0.0,,,,0.04,0.2,0.24,0.04,0.24,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,Ashley Cole,eng ENG,DF,28.0,27.0,25.0,2153.0,23.9,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,,,,0.17,0.13,0.29,0.17,0.29,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,Ricardo Carvalho,pt POR,DF,31.0,22.0,22.0,1846.0,20.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,,,,0.0,0.05,0.05,0.0,0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,John Obi Mikel,ng NGA,MF,22.0,25.0,21.0,1740.0,19.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,,,,0.0,0.05,0.05,0.0,0.05,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,Joe Cole,eng ENG,MF,27.0,26.0,14.0,1285.0,14.3,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,,,,0.14,0.35,0.49,0.14,0.49,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,Deco,pt POR,MF,31.0,19.0,14.0,1238.0,13.8,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,,,,0.15,0.15,0.29,0.15,0.29,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,Alex,br BRA,DF,27.0,16.0,13.0,1270.0,14.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,,,,0.07,0.0,0.07,0.07,0.07,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-2010,EPL,Chelsea,Michael Essien,gh GHA,"DF,MF",26.0,14.0,13.0,1195.0,13.3,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,,,,0.23,0.0,0.23,0.23,0.23,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
