season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2015-2016,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,28.0,0.0,35.0,3156.0,35.1,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.09,0.03,0.11,0.09,0.11,Matches,36.0
2015-2016,SeriaA,Juventus,Gianluigi Buffon,it ITA,GK,37.0,0.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,35.0
2015-2016,SeriaA,Juventus,Paul Pogba,fr FRA,MF,22.0,0.0,33.0,3019.0,33.5,8.0,12.0,20.0,7.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.24,0.36,0.6,0.21,0.57,Matches,35.0
2015-2016,SeriaA,Juventus,Andrea Barzagli,it ITA,DF,34.0,0.0,31.0,2737.0,30.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,31.0
2015-2016,SeriaA,Juventus,Paulo Dybala,ar ARG,FW,21.0,0.0,29.0,2443.0,27.1,19.0,9.0,28.0,13.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.7,0.33,1.03,0.48,0.81,Matches,34.0
2015-2016,SeriaA,Juventus,Patrice Evra,fr FRA,"MF,DF",34.0,0.0,24.0,2044.0,22.7,2.0,3.0,5.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,Matches,26.0
2015-2016,SeriaA,Juventus,Mario Mandžukić,hr CRO,FW,29.0,0.0,24.0,2040.0,22.7,10.0,4.0,14.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.44,0.18,0.62,0.44,0.62,Matches,27.0
2015-2016,SeriaA,Juventus,Claudio Marchisio,it ITA,MF,29.0,0.0,23.0,1927.0,21.4,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,23.0
2015-2016,SeriaA,Juventus,Stephan Lichtsteiner,ch SUI,"MF,DF",31.0,0.0,22.0,1817.0,20.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,26.0
2015-2016,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,30.0,0.0,21.0,1787.0,19.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,24.0
