season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2016-2017,LaLiga,Real Madrid,Cristiano Ronaldo,pt POR,FW,31.0,0.0,29.0,2539.0,28.2,25.0,6.0,31.0,19.0,6.0,8.0,4.0,0.0,0.0,0.0,0.0,0.89,0.21,1.1,0.67,0.89,Matches,29.0
2016-2017,LaLiga,Real Madrid,Toni Kroos,de GER,MF,26.0,0.0,28.0,2497.0,27.7,3.0,11.0,14.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.11,0.4,0.5,0.11,0.5,Matches,29.0
2016-2017,LaLiga,Real Madrid,Sergio Ramos,es ESP,DF,30.0,0.0,28.0,2487.0,27.6,7.0,0.0,7.0,7.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,28.0
2016-2017,LaLiga,Real Madrid,Keylor Navas,cr CRC,GK,29.0,0.0,27.0,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,27.0
2016-2017,LaLiga,Real Madrid,Marcelo,br BRA,DF,28.0,0.0,26.0,2279.0,25.3,2.0,10.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.08,0.39,0.47,0.08,0.47,Matches,30.0
2016-2017,LaLiga,Real Madrid,Nacho,es ESP,DF,26.0,0.0,24.0,2304.0,25.6,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.08,0.12,0.2,0.08,0.2,Matches,28.0
2016-2017,LaLiga,Real Madrid,Raphaël Varane,fr FRA,DF,23.0,0.0,23.0,1924.0,21.4,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches,23.0
2016-2017,LaLiga,Real Madrid,Karim Benzema,fr FRA,FW,28.0,0.0,23.0,1903.0,21.1,11.0,5.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.24,0.76,0.52,0.76,Matches,29.0
2016-2017,LaLiga,Real Madrid,Luka Modrić,hr CRO,MF,30.0,0.0,22.0,1887.0,21.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.05,0.1,0.14,0.05,0.14,Matches,25.0
2016-2017,LaLiga,Real Madrid,Dani Carvajal,es ESP,DF,24.0,0.0,21.0,2016.0,22.4,0.0,4.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,23.0
2016-2017,LaLiga,Real Madrid,Mateo Kovačić,hr CRO,MF,22.0,0.0,20.0,1778.0,19.8,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.05,0.15,0.2,0.05,0.2,Matches,28.0
2016-2017,LaLiga,Real Madrid,Casemiro,br BRA,MF,24.0,0.0,20.0,1706.0,19.0,4.0,0.0,4.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,25.0
