Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2005-2006,Ligue1,Lyon,Grégory Coupet,fr FRA,GK,32.0,37.0,37.0,3307.0,36.7,27.0,0.73,133.0,106.0,79.7,25.0,9.0,3.0,17.0,45.9,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Lyon,Rémy Vercoutre,fr FRA,GK,25.0,2.0,1.0,113.0,1.3,4.0,3.19,9.0,5.0,55.6,0.0,0.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Lyon,Squad Total,,,26.6,38.0,38.0,3420.0,,31.0,0.82,142.0,111.0,78.2,25.0,9.0,4.0,17.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Lyon,Opponent Total,,,25.8,38.0,38.0,,,,,,,,4.0,9.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Bordeaux,Ulrich Ramé,fr FRA,GK,32.0,35.0,35.0,3081.0,34.2,22.0,0.64,122.0,100.0,82.0,17.0,14.0,5.0,20.0,57.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Bordeaux,Frédéric Roux,fr FRA,GK,32.0,4.0,3.0,339.0,3.8,3.0,0.8,12.0,9.0,75.0,2.0,1.0,0.0,2.0,66.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Bordeaux,Squad Total,,,26.5,38.0,38.0,3420.0,,25.0,0.66,134.0,109.0,81.3,18.0,15.0,5.0,22.0,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Bordeaux,Opponent Total,,,25.7,38.0,38.0,,,,,,,,5.0,15.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Lille,Tony Sylva,sn SEN,GK,30.0,32.0,32.0,2880.0,32.0,27.0,0.84,139.0,112.0,80.6,14.0,12.0,6.0,17.0,53.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Lille,Grégory Malicki,fr FRA,GK,31.0,6.0,6.0,540.0,6.0,4.0,0.67,23.0,19.0,82.6,2.0,2.0,2.0,3.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Lille,Squad Total,,,24.4,38.0,38.0,3420.0,,31.0,0.82,162.0,131.0,80.9,16.0,14.0,8.0,20.0,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Lille,Opponent Total,,,25.6,38.0,38.0,,,,,,,,8.0,14.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Lens,Charles Itandje,cm CMR,GK,22.0,37.0,37.0,3285.0,36.5,33.0,0.9,153.0,120.0,78.4,13.0,17.0,6.0,14.0,37.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Lens,Sébastien Chabbert,fr FRA,GK,27.0,2.0,1.0,135.0,1.5,1.0,0.67,9.0,8.0,88.9,1.0,1.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Lens,Squad Total,,,25.5,38.0,38.0,3420.0,,34.0,0.89,162.0,128.0,79.0,14.0,18.0,6.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Lens,Opponent Total,,,25.9,38.0,38.0,,,,,,,,6.0,18.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Marseille,Fabien Barthez,fr FRA,GK,34.0,24.0,24.0,2155.0,23.9,28.0,1.17,106.0,78.0,73.6,10.0,5.0,9.0,10.0,41.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Marseille,Cédric Carrasso,fr FRA,GK,23.0,15.0,14.0,1265.0,14.1,14.0,1.0,66.0,52.0,78.8,5.0,5.0,4.0,4.0,28.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Marseille,Squad Total,,,26.6,38.0,38.0,3420.0,,42.0,1.11,172.0,130.0,75.6,16.0,12.0,10.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Marseille,Opponent Total,,,25.5,38.0,38.0,,,,,,,,10.0,12.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Auxerre,Fabien Cool,fr FRA,GK,32.0,38.0,38.0,3297.0,36.6,36.0,0.98,174.0,138.0,79.3,17.0,8.0,11.0,16.0,42.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Auxerre,Sébastien Hamel,fr FRA,GK,29.0,2.0,0.0,123.0,1.4,3.0,2.2,5.0,2.0,40.0,0.0,0.0,2.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Auxerre,Squad Total,,,26.7,38.0,38.0,3420.0,,39.0,1.03,179.0,140.0,78.2,17.0,8.0,13.0,16.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Auxerre,Opponent Total,,,25.6,38.0,38.0,,,,,,,,13.0,8.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Rennes,Andreas Isaksson,se SWE,GK,23.0,24.0,24.0,2131.0,23.7,34.0,1.44,118.0,84.0,71.2,9.0,5.0,9.0,7.0,29.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Rennes,Simon Pouplin,fr FRA,GK,20.0,15.0,14.0,1289.0,14.3,15.0,1.05,74.0,59.0,79.7,9.0,0.0,6.0,5.0,35.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Rennes,Squad Total,,,23.8,38.0,38.0,3420.0,,49.0,1.29,192.0,143.0,74.5,18.0,5.0,15.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Rennes,Opponent Total,,,25.9,38.0,38.0,,,,,,,,15.0,5.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Nice,Damien Gregorini,fr FRA,GK,26.0,33.0,33.0,2970.0,33.0,26.0,0.79,162.0,136.0,84.0,13.0,10.0,10.0,14.0,42.4,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Nice,Hugo Lloris,fr FRA,GK,18.0,5.0,5.0,450.0,5.0,5.0,1.0,22.0,17.0,77.3,3.0,0.0,2.0,1.0,20.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Nice,Squad Total,,,26.5,38.0,38.0,3420.0,,31.0,0.82,184.0,153.0,83.2,16.0,10.0,12.0,15.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Nice,Opponent Total,,,25.6,38.0,38.0,,,,,,,,12.0,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Paris S-G,Lionel Letizi,fr FRA,GK,32.0,27.0,26.0,2340.0,26.0,22.0,0.85,106.0,84.0,79.2,10.0,7.0,7.0,10.0,38.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Paris S-G,Jérôme Alonzo,fr FRA,GK,32.0,13.0,12.0,1080.0,12.0,16.0,1.33,66.0,50.0,75.8,2.0,6.0,5.0,2.0,16.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Paris S-G,Squad Total,,,27.5,38.0,38.0,3420.0,,38.0,1.0,172.0,134.0,77.9,13.0,13.0,12.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Paris S-G,Opponent Total,,,25.6,38.0,38.0,,,,,,,,12.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Monaco,Guillaume Warmuz,fr FRA,GK,35.0,23.0,23.0,2070.0,23.0,19.0,0.83,106.0,87.0,82.1,8.0,8.0,7.0,10.0,43.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Monaco,Flavio Roma,it ITA,GK,31.0,15.0,15.0,1346.0,15.0,17.0,1.14,71.0,54.0,76.1,5.0,5.0,5.0,3.0,20.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Monaco,André Biancarelli,fr FRA,GK,35.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Monaco,Squad Total,,,26.2,38.0,38.0,3420.0,,36.0,0.95,177.0,141.0,79.7,13.0,13.0,12.0,13.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Monaco,Opponent Total,,,25.7,38.0,38.0,,,,,,,,12.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Le Mans,Yohann Pelé,fr FRA,GK,22.0,37.0,37.0,3276.0,36.4,33.0,0.91,183.0,150.0,82.0,12.0,13.0,12.0,18.0,48.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Le Mans,Rodolphe Roche,fr FRA,GK,26.0,2.0,1.0,144.0,1.6,3.0,1.87,10.0,7.0,70.0,1.0,0.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Le Mans,Squad Total,,,24.6,38.0,38.0,3420.0,,36.0,0.95,193.0,157.0,81.3,13.0,13.0,12.0,19.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Le Mans,Opponent Total,,,25.7,38.0,38.0,,,,,,,,12.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Nancy,Gennaro Bracigliano,fr FRA,GK,25.0,34.0,34.0,3060.0,34.0,30.0,0.88,158.0,128.0,81.0,11.0,11.0,12.0,16.0,47.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Nancy,Olivier Sorin,fr FRA,GK,24.0,4.0,4.0,360.0,4.0,7.0,1.75,30.0,23.0,76.7,1.0,1.0,2.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Nancy,Squad Total,,,25.0,38.0,38.0,3420.0,,37.0,0.97,188.0,151.0,80.3,12.0,12.0,14.0,16.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Nancy,Opponent Total,,,25.7,38.0,38.0,,,,,,,,14.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Saint-Étienne,Jérémie Janot,fr FRA,GK,27.0,37.0,37.0,3330.0,37.0,39.0,1.05,171.0,132.0,77.2,11.0,13.0,13.0,16.0,43.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Saint-Étienne,Jody Viviani,fr FRA,GK,23.0,1.0,1.0,90.0,1.0,0.0,0.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,100.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Saint-Étienne,Squad Total,,,25.2,38.0,38.0,3420.0,,39.0,1.03,175.0,136.0,77.7,11.0,14.0,13.0,17.0,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Saint-Étienne,Opponent Total,,,25.7,38.0,38.0,,,,,,,,13.0,14.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Nantes,Mickaël Landreau,fr FRA,GK,26.0,34.0,34.0,3015.0,33.5,34.0,1.01,168.0,134.0,79.8,11.0,10.0,12.0,13.0,38.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Nantes,Tony Heurtebis,fr FRA,GK,30.0,3.0,2.0,225.0,2.5,3.0,1.2,14.0,11.0,78.6,0.0,2.0,1.0,1.0,50.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Nantes,Kévin das Neves,fr FRA,DF,19.0,2.0,2.0,180.0,2.0,4.0,2.0,12.0,8.0,66.7,0.0,0.0,2.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Nantes,Squad Total,,,24.4,38.0,38.0,3420.0,,41.0,1.08,194.0,153.0,78.9,11.0,12.0,15.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Nantes,Opponent Total,,,25.8,38.0,38.0,,,,,,,,15.0,12.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Sochaux,Teddy Richert,fr FRA,GK,30.0,36.0,36.0,3195.0,35.5,42.0,1.18,165.0,123.0,74.5,11.0,10.0,15.0,12.0,33.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Sochaux,Alexandre Martinović,fr FRA,GK,20.0,3.0,2.0,225.0,2.5,5.0,2.0,17.0,12.0,70.6,0.0,1.0,1.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Sochaux,Squad Total,,,25.1,38.0,38.0,3420.0,,47.0,1.24,182.0,135.0,74.2,11.0,11.0,16.0,12.0,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Sochaux,Opponent Total,,,25.8,38.0,38.0,,,,,,,,16.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Toulouse,Christophe Revault,fr FRA,GK,33.0,25.0,25.0,2201.0,24.5,28.0,1.14,138.0,110.0,79.7,8.0,6.0,10.0,7.0,28.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Toulouse,Nicolas Douchez,fr FRA,GK,25.0,14.0,13.0,1219.0,13.5,19.0,1.4,64.0,45.0,70.3,2.0,5.0,7.0,3.0,23.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Toulouse,Squad Total,,,25.3,38.0,38.0,3420.0,,47.0,1.24,202.0,155.0,76.7,10.0,11.0,17.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Toulouse,Opponent Total,,,25.8,38.0,38.0,,,,,,,,17.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Troyes,Ronan Le Crom,fr FRA,GK,31.0,38.0,38.0,3405.0,37.8,47.0,1.24,181.0,134.0,74.0,9.0,12.0,17.0,6.0,15.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Troyes,Squad Total,,,27.9,38.0,38.0,3405.0,,47.0,1.24,181.0,134.0,74.0,9.0,12.0,17.0,6.0,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Troyes,Opponent Total,,,25.6,38.0,38.0,,,,,,,,17.0,12.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Ajaccio,Stéphane Porato,fr FRA,GK,31.0,33.0,33.0,2847.0,31.6,43.0,1.36,185.0,142.0,76.8,5.0,8.0,19.0,9.0,27.3,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-2006,Ligue1,Ajaccio,Stéphane Trévisan,fr FRA,GK,31.0,7.0,5.0,539.0,6.0,10.0,1.67,33.0,23.0,69.7,3.0,1.0,2.0,1.0,20.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
