Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2022-2023,SeriaA,Napoli,Giovanni Di Lorenzo,it ITA,DF,28.0,37.0,3257.0,88.0,95.2,36.2,36.0,90.0,35.0,1.0,29.0,1.0,2.41,75.0,24.0,51.0,1.41,2.51,62.7,28.6,34.1,0.94,1.56,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Andre-Frank Zambo Anguissa,cm CMR,MF,26.0,36.0,3050.0,85.0,89.2,33.9,36.0,85.0,24.0,0.0,,0.0,2.33,69.0,26.0,43.0,1.27,-0.19,56.4,28.7,27.7,0.82,-0.46,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Kim Min-jae,kr KOR,DF,25.0,35.0,3050.0,87.0,89.2,33.9,35.0,87.0,30.0,0.0,,2.0,2.4,70.0,24.0,46.0,1.36,0.63,57.0,27.9,29.1,0.86,-0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Stanislav Lobotka,sk SVK,MF,27.0,38.0,3101.0,82.0,90.7,34.5,34.0,87.0,20.0,4.0,38.0,0.0,2.37,75.0,27.0,48.0,1.39,1.11,60.1,29.1,31.0,0.9,0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Alex Meret,it ITA,GK,25.0,34.0,3060.0,90.0,89.5,34.0,34.0,90.0,34.0,0.0,,4.0,2.44,72.0,24.0,48.0,1.41,1.16,58.9,27.2,31.7,0.93,0.61,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Victor Osimhen,ng NGA,FW,23.0,32.0,2566.0,80.0,75.0,28.5,30.0,83.0,13.0,2.0,32.0,0.0,2.34,59.0,17.0,42.0,1.47,0.74,49.0,20.0,29.1,1.02,0.61,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Khvicha Kvaratskhelia,ge GEO,FW,21.0,34.0,2518.0,74.0,73.6,28.0,30.0,79.0,8.0,4.0,38.0,0.0,2.29,58.0,21.0,37.0,1.32,0.13,49.9,23.1,26.8,0.96,0.34,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Amir Rrahmani,xk KVX,DF,28.0,29.0,2448.0,84.0,71.6,27.2,27.0,89.0,25.0,2.0,23.0,3.0,2.31,56.0,22.0,34.0,1.25,-0.14,45.6,22.3,23.3,0.86,-0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Piotr Zieliński,pl POL,MF,28.0,37.0,2287.0,62.0,66.9,25.4,27.0,73.0,3.0,10.0,31.0,1.0,2.35,57.0,21.0,36.0,1.42,0.38,46.6,22.8,23.8,0.93,0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Mário Rui,pt POR,DF,31.0,22.0,1749.0,80.0,51.1,19.4,21.0,81.0,7.0,1.0,45.0,8.0,2.77,47.0,16.0,31.0,1.6,0.63,39.4,16.1,23.3,1.2,0.68,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Hirving Lozano,mx MEX,FW,27.0,32.0,1605.0,50.0,46.9,17.8,20.0,67.0,1.0,12.0,22.0,1.0,2.41,39.0,8.0,31.0,1.74,0.85,29.3,11.9,17.4,0.98,0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Mathías Olivera,uy URU,DF,24.0,30.0,1643.0,55.0,48.0,18.3,17.0,87.0,14.0,13.0,13.0,6.0,2.37,29.0,11.0,18.0,0.99,-0.58,24.8,15.5,9.3,0.51,-0.69,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Elif Elmas,mk MKD,"FW,MF",22.0,36.0,1627.0,45.0,47.6,18.1,14.0,79.0,4.0,22.0,24.0,1.0,2.39,35.0,10.0,25.0,1.38,0.18,29.3,14.5,14.8,0.82,-0.09,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Matteo Politano,it ITA,FW,28.0,27.0,1166.0,43.0,34.1,13.0,14.0,63.0,0.0,13.0,22.0,6.0,2.33,22.0,12.0,10.0,0.77,-0.79,23.8,11.3,12.6,0.97,0.16,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Juan Jesus,br BRA,DF,31.0,15.0,933.0,62.0,27.3,10.4,10.0,87.0,9.0,5.0,13.0,22.0,2.2,20.0,8.0,12.0,1.16,-0.18,17.6,9.6,8.0,0.77,-0.13,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Giacomo Raspadori,it ITA,"FW,MF",22.0,25.0,911.0,36.0,26.6,10.1,10.0,62.0,1.0,15.0,19.0,7.0,2.24,17.0,8.0,9.0,0.89,-0.55,16.5,8.7,7.8,0.77,-0.13,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Tanguy Ndombele,fr FRA,MF,25.0,30.0,807.0,27.0,23.6,9.0,8.0,58.0,0.0,22.0,16.0,6.0,2.43,10.0,7.0,3.0,0.33,-1.25,12.2,6.7,5.5,0.62,-0.32,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Leo Skiri Østigård,no NOR,DF,22.0,7.0,419.0,60.0,12.3,4.7,4.0,90.0,4.0,3.0,20.0,31.0,2.71,8.0,3.0,5.0,1.07,-0.25,9.7,3.9,5.8,1.24,0.43,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Pierluigi Gollini,it ITA,GK,27.0,4.0,360.0,90.0,10.5,4.0,4.0,90.0,4.0,0.0,,15.0,1.75,5.0,4.0,1.0,0.25,-1.16,5.9,4.6,1.3,0.32,-0.61,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Alessio Zerbin,it ITA,FW,23.0,10.0,198.0,20.0,5.8,2.2,2.0,62.0,0.0,8.0,9.0,28.0,2.5,5.0,3.0,2.0,0.91,-0.4,2.9,3.9,-1.0,-0.48,-1.43,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Bartosz Bereszyński,pl POL,DF,30.0,3.0,166.0,55.0,4.9,1.8,2.0,76.0,1.0,1.0,15.0,18.0,1.33,3.0,4.0,-1.0,-0.54,-1.93,2.1,3.3,-1.2,-0.64,-1.59,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Diego Demme,de GER,MF,30.0,7.0,146.0,21.0,4.3,1.6,2.0,54.0,0.0,5.0,8.0,24.0,2.71,1.0,0.0,1.0,0.62,-0.7,1.3,1.0,0.3,0.19,-0.71,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Giovanni Simeone,ar ARG,FW,27.0,25.0,406.0,16.0,11.9,4.5,1.0,75.0,0.0,24.0,14.0,10.0,2.2,9.0,7.0,2.0,0.44,-0.96,7.4,7.3,0.1,0.03,-0.95,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Gianluca Gaetano,it ITA,MF,22.0,8.0,76.0,10.0,2.2,0.8,0.0,,0.0,8.0,10.0,25.0,2.75,4.0,0.0,4.0,4.74,3.53,2.1,0.5,1.6,2.13,1.29,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Karim Zedadka,fr FRA,FW,22.0,3.0,20.0,7.0,0.6,0.2,0.0,,0.0,3.0,7.0,28.0,0.67,0.0,1.0,-1.0,-4.5,-5.82,0.2,1.0,-0.8,-3.41,-4.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Adam Ounas,dz ALG,FW,25.0,2.0,15.0,8.0,0.4,0.2,0.0,,0.0,2.0,8.0,0.0,3.0,1.0,0.0,1.0,6.0,4.73,0.3,0.0,0.3,1.51,0.64,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Alessandro Zanoli,it ITA,DF,21.0,1.0,12.0,12.0,0.4,0.1,0.0,,0.0,1.0,12.0,15.0,3.0,0.0,0.0,0.0,0.0,-1.29,0.1,0.0,0.1,0.7,-0.17,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Hubert Idasiak,pl POL,GK,20.0,0.0,,,,,0.0,,0.0,0.0,,5.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Davide Marfella,it ITA,GK,22.0,0.0,,,,,0.0,,0.0,0.0,,37.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Salvatore Sirigu,it ITA,GK,35.0,0.0,,,,,0.0,,0.0,0.0,,15.0,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Squad Total,,,26.4,38.0,3420.0,90.0,100.0,38.0,418.0,82.0,237.0,181.0,19.0,319.0,2.37,77.0,28.0,49.0,1.29,,64.7,31.8,33.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Opponent Total,,,26.4,38.0,3420.0,90.0,100.0,38.0,418.0,82.0,234.0,180.0,21.0,282.0,0.47,28.0,77.0,-49.0,-1.29,,31.8,64.7,-33.0,-0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Lazio,Ivan Provedel,it ITA,GK,28.0,,3413.0,90.0,99.8,37.9,37.0,90.0,37.0,1.0,83.0,0.0,1.95,60.0,30.0,30.0,0.79,0.79,51.1,41.3,9.8,0.26,-0.45,Matches,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
