Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2022-2023,SeriaA,Napoli,Giovanni Di Lorenzo,it ITA,DF,28.0,36.2,3.0,31.0,13.0,41.9,0.86,0.36,0.1,0.23,11.8,0.0,0.0,,0.0,2.7,2.7,0.09,0.3,0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Andre-Frank Zambo Anguissa,cm CMR,MF,26.0,33.9,3.0,50.0,15.0,30.0,1.48,0.44,0.06,0.2,18.1,0.0,0.0,,1.0,4.4,4.4,0.09,-1.4,-1.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Kim Min-jae,kr KOR,DF,25.0,33.9,2.0,8.0,3.0,37.5,0.24,0.09,0.25,0.67,6.6,0.0,0.0,,0.0,1.0,1.0,0.13,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Stanislav Lobotka,sk SVK,MF,27.0,34.5,1.0,11.0,4.0,36.4,0.32,0.12,0.09,0.25,22.3,0.0,0.0,,0.0,0.6,0.6,0.06,0.4,0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Alex Meret,it ITA,GK,25.0,34.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Victor Osimhen,ng NGA,FW,23.0,28.5,26.0,132.0,52.0,39.4,4.63,1.82,0.18,0.46,12.8,2.0,3.0,,1.0,21.3,18.9,0.14,4.7,5.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Khvicha Kvaratskhelia,ge GEO,FW,21.0,28.0,12.0,83.0,30.0,36.1,2.97,1.07,0.12,0.33,19.1,2.0,2.0,,3.0,8.2,6.6,0.08,3.8,3.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Amir Rrahmani,xk KVX,DF,28.0,27.2,2.0,21.0,3.0,14.3,0.77,0.11,0.1,0.67,13.4,0.0,0.0,,0.0,1.8,1.8,0.09,0.2,0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Piotr Zieliński,pl POL,MF,28.0,25.4,3.0,53.0,19.0,35.8,2.09,0.75,0.06,0.16,22.4,0.0,0.0,,6.0,3.5,3.5,0.07,-0.5,-0.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,SeriaA,Napoli,Mário Rui,pt POR,DF,31.0,19.4,0.0,11.0,4.0,36.4,0.57,0.21,0.0,0.0,21.9,0.0,0.0,,2.0,0.6,0.6,0.06,-0.6,-0.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
