Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2018-2019,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,"DF,MF",23.0,34.0,2.0,25.0,8.0,32.0,0.74,0.24,0.08,0.25,18.5,0.0,0.0,,0.0,2.2,2.2,0.09,-0.2,-0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,29.0,32.9,22.0,140.0,48.0,34.3,4.26,1.46,0.14,0.4,13.2,3.0,4.0,,5.0,30.7,27.5,0.2,-8.7,-8.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,22.0,29.5,2.0,20.0,6.0,30.0,0.68,0.2,0.1,0.33,17.9,0.0,0.0,,0.0,1.5,1.5,0.07,0.5,0.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,26.0,28.1,3.0,47.0,16.0,34.0,1.67,0.57,0.06,0.19,25.8,0.0,0.0,,16.0,3.2,3.2,0.07,-0.2,-0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",28.0,26.4,6.0,63.0,27.0,42.9,2.38,1.02,0.1,0.22,13.2,0.0,0.0,,0.0,9.3,9.3,0.15,-3.3,-3.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Thiago Alcántara,es ESP,MF,27.0,26.8,2.0,23.0,7.0,30.4,0.86,0.26,0.09,0.29,20.1,0.0,0.0,,1.0,1.9,1.9,0.08,0.1,0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,32.0,25.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Leon Goretzka,de GER,MF,23.0,22.5,8.0,55.0,21.0,38.2,2.45,0.93,0.15,0.38,16.7,0.0,0.0,,0.0,6.3,6.3,0.11,1.7,1.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",23.0,19.6,10.0,66.0,32.0,48.5,3.37,1.63,0.15,0.31,14.9,0.0,0.0,,0.0,9.4,9.4,0.15,0.6,0.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Mats Hummels,de GER,DF,29.0,19.7,1.0,19.0,5.0,26.3,0.96,0.25,0.05,0.2,9.2,0.0,0.0,,0.0,2.4,2.4,0.15,-1.4,-1.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,29.0,18.8,0.0,14.0,3.0,21.4,0.74,0.16,0.0,0.0,21.7,0.0,0.0,,0.0,0.6,0.6,0.04,-0.6,-0.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Kingsley Coman,fr FRA,"FW,MF",22.0,15.3,6.0,31.0,19.0,61.3,2.02,1.24,0.19,0.32,16.2,0.0,0.0,,0.0,4.0,4.0,0.13,2.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Javi Martínez,es ESP,MF,29.0,14.5,3.0,18.0,8.0,44.4,1.24,0.55,0.17,0.38,14.2,0.0,0.0,,0.0,1.5,1.5,0.09,1.5,1.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,James Rodríguez,co COL,MF,27.0,12.6,7.0,36.0,19.0,52.8,2.85,1.5,0.19,0.37,17.3,0.0,0.0,,5.0,5.1,5.1,0.14,1.9,1.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
