Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Unnamed: 17_level_0_Matches,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,A_e,A_e.1,A_e.2,U_n.5
2018-2019,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,"DF,MF",23.0,34.0,4.0,0.0,0.0,27.0,51.0,2.0,254.0,34.0,26.0,1.0,0.0,0.0,,217.0,24.0,22.0,52.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,29.0,32.9,2.0,0.0,0.0,25.0,47.0,29.0,9.0,7.0,9.0,1.0,0.0,0.0,,65.0,56.0,76.0,42.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,22.0,29.5,3.0,0.0,0.0,17.0,6.0,0.0,0.0,40.0,23.0,0.0,0.0,0.0,,185.0,81.0,24.0,77.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,26.0,28.1,4.0,0.0,0.0,13.0,11.0,5.0,115.0,31.0,21.0,0.0,0.0,0.0,,148.0,24.0,22.0,52.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",28.0,26.4,1.0,0.0,0.0,23.0,24.0,15.0,52.0,9.0,23.0,0.0,0.0,0.0,,107.0,48.0,60.0,44.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Thiago Alcántara,es ESP,MF,27.0,26.8,5.0,0.0,0.0,52.0,34.0,0.0,69.0,44.0,65.0,0.0,1.0,0.0,,266.0,34.0,38.0,47.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,32.0,25.6,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,45.0,4.0,0.0,100.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Leon Goretzka,de GER,MF,23.0,22.5,3.0,0.0,0.0,28.0,20.0,0.0,8.0,26.0,22.0,0.0,0.0,1.0,,131.0,37.0,49.0,43.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",23.0,19.6,0.0,0.0,0.0,25.0,15.0,12.0,32.0,11.0,20.0,0.0,0.0,0.0,,94.0,7.0,17.0,29.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Mats Hummels,de GER,DF,29.0,19.7,1.0,0.0,0.0,9.0,9.0,1.0,3.0,34.0,17.0,0.0,1.0,0.0,,123.0,84.0,38.0,68.9,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
