Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Unnamed: 21_level_0_xA,Unnamed: 22_level_0_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Unnamed: 28_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,S_h,S_h.1,S_h.2,M_e,M_e.1,M_e.2,L_o,L_o.1,L_o.2,U_n.5,U_n.6,E_x,E_x.1,U_n.7,U_n.8,U_n.9,U_n.10,U_n.11,U_n.12,Expected_xA,Expected_A-xAG
2018-2019,Bundesliga,Bayern Munich,Joshua Kimmich,de GER,"DF,MF",23.0,34.0,2583.0,3026.0,85.4,44764.0,12442.0,1164.0,1236.0,94.2,1040.0,1188.0,87.5,289.0,437.0,66.1,13.0,12.2,14.3,0.8,82.0,168.0,77.0,16.0,252.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Robert Lewandowski,pl POL,FW,29.0,32.9,565.0,742.0,76.1,7685.0,1666.0,311.0,365.0,85.2,161.0,204.0,78.9,33.0,40.0,82.5,7.0,8.9,6.9,-1.9,47.0,42.0,31.0,1.0,92.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Niklas Süle,de GER,DF,22.0,29.5,2385.0,2570.0,92.8,48632.0,15821.0,709.0,756.0,93.8,1312.0,1361.0,96.4,335.0,405.0,82.7,0.0,0.3,1.1,-0.3,6.0,182.0,13.0,0.0,198.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,David Alaba,at AUT,DF,26.0,28.1,1769.0,2153.0,82.2,26475.0,8480.0,970.0,1061.0,91.4,637.0,755.0,84.4,92.0,184.0,50.0,3.0,4.4,5.8,-1.4,28.0,144.0,41.0,20.0,190.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Thomas Müller,de GER,"MF,FW",28.0,26.4,923.0,1285.0,71.8,13679.0,2830.0,509.0,628.0,81.1,310.0,423.0,73.3,51.0,90.0,56.7,9.0,10.6,10.3,-1.6,61.0,67.0,44.0,6.0,141.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Thiago Alcántara,es ESP,MF,27.0,26.8,2325.0,2587.0,89.9,45160.0,12086.0,850.0,907.0,93.7,1047.0,1115.0,93.9,353.0,451.0,78.3,6.0,3.5,5.0,2.5,38.0,266.0,26.0,1.0,310.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Manuel Neuer,de GER,GK,32.0,25.6,772.0,922.0,83.7,19434.0,12482.0,142.0,142.0,100.0,412.0,416.0,99.0,213.0,357.0,59.7,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Leon Goretzka,de GER,MF,23.0,22.5,1022.0,1181.0,86.5,15749.0,3064.0,531.0,587.0,90.5,374.0,415.0,90.1,63.0,85.0,74.1,4.0,2.5,2.0,1.5,18.0,92.0,16.0,0.0,112.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Serge Gnabry,de GER,"FW,MF",23.0,19.6,685.0,843.0,81.3,9610.0,2081.0,408.0,462.0,88.3,196.0,235.0,83.4,37.0,57.0,64.9,5.0,6.9,6.6,-1.9,27.0,31.0,32.0,4.0,69.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Mats Hummels,de GER,DF,29.0,19.7,1558.0,1751.0,89.0,30421.0,10805.0,509.0,542.0,93.9,887.0,947.0,93.7,153.0,231.0,66.2,1.0,1.0,1.6,0.0,13.0,114.0,11.0,0.0,138.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Jérôme Boateng,de GER,DF,29.0,18.8,1426.0,1616.0,88.2,31298.0,10937.0,361.0,389.0,92.8,818.0,874.0,93.6,240.0,328.0,73.2,2.0,1.0,2.0,1.0,11.0,166.0,16.0,1.0,168.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Kingsley Coman,fr FRA,"FW,MF",22.0,15.3,539.0,680.0,79.3,7560.0,1229.0,317.0,355.0,89.3,171.0,209.0,81.8,23.0,46.0,50.0,4.0,4.0,3.9,0.0,28.0,15.0,35.0,11.0,55.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Javi Martínez,es ESP,MF,29.0,14.5,794.0,910.0,87.3,12476.0,3312.0,413.0,439.0,94.1,300.0,338.0,88.8,50.0,73.0,68.5,0.0,0.3,1.2,-0.3,7.0,60.0,3.0,0.0,69.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,James Rodríguez,co COL,MF,27.0,12.6,805.0,974.0,82.6,14271.0,3994.0,369.0,401.0,92.0,302.0,349.0,86.5,100.0,157.0,63.7,3.0,5.6,5.7,-2.6,51.0,74.0,36.0,5.0,135.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Franck Ribéry,fr FRA,"MF,FW",35.0,13.0,600.0,752.0,79.8,8898.0,2047.0,329.0,365.0,90.1,190.0,227.0,83.7,41.0,69.0,59.4,3.0,2.2,4.1,0.8,21.0,40.0,34.0,3.0,91.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,Bundesliga,Bayern Munich,Rafinha,br BRA,DF,32.0,10.0,812.0,877.0,92.6,12826.0,3532.0,448.0,460.0,97.4,292.0,318.0,91.8,57.0,67.0,85.1,1.0,0.6,0.8,0.4,5.0,60.0,9.0,3.0,85.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
