season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2011-2012,Ligue1,Montpellier,Henri Bedimo,cm CMR,DF,27.0,36.0,36.0,3234.0,35.9,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,0.0
2011-2012,Ligue1,Montpellier,Olivier Giroud,fr FRA,FW,24.0,36.0,36.0,3196.0,35.5,21.0,9.0,30.0,19.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.59,0.25,0.84,0.54,0.79,Matches,0.0
2011-2012,Ligue1,Montpellier,Geoffrey Jourdren,fr FRA,GK,25.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,Ligue1,Montpellier,Mapou Yanga-Mbiwa,fr FRA,DF,22.0,34.0,34.0,3050.0,33.9,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,0.0
2011-2012,Ligue1,Montpellier,Vitorino Hilton,br BRA,DF,33.0,35.0,34.0,3038.0,33.8,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,0.0
2011-2012,Ligue1,Montpellier,John Utaka,ng NGA,"FW,MF",29.0,35.0,34.0,2960.0,32.9,7.0,2.0,9.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.21,0.06,0.27,0.21,0.27,Matches,0.0
2011-2012,Ligue1,Montpellier,Garry Bocaly,fr FRA,DF,23.0,34.0,33.0,2966.0,33.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,0.0
2011-2012,Ligue1,Montpellier,Jamel Saihi,tn TUN,MF,24.0,30.0,28.0,2439.0,27.1,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,0.0
2011-2012,Ligue1,Montpellier,Younès Belhanda,ma MAR,"FW,MF",21.0,28.0,26.0,2225.0,24.7,12.0,4.0,16.0,7.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,0.49,0.16,0.65,0.28,0.44,Matches,0.0
2011-2012,Ligue1,Montpellier,Marco Estrada,cl CHI,"DF,MF",28.0,30.0,25.0,2119.0,23.5,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.04,0.13,0.17,0.04,0.17,Matches,0.0
2011-2012,Ligue1,Montpellier,Souleymane Camara,sn SEN,FW,28.0,33.0,19.0,1936.0,21.5,9.0,5.0,14.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.42,0.23,0.65,0.42,0.65,Matches,0.0
2011-2012,Ligue1,Montpellier,Rémy Cabella,fr FRA,"FW,MF",21.0,29.0,16.0,1440.0,16.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.19,0.12,0.31,0.19,0.31,Matches,0.0
2011-2012,Ligue1,Montpellier,Joris Marveaux,mq MTQ,MF,28.0,29.0,15.0,1438.0,16.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.06,0.06,0.13,0.06,0.13,Matches,0.0
2011-2012,Ligue1,Montpellier,Benjamin Stambouli,fr FRA,"DF,MF",20.0,26.0,13.0,1324.0,14.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,0.0
2011-2012,Ligue1,Montpellier,Geoffrey Dernis,fr FRA,"FW,MF",30.0,20.0,13.0,978.0,10.9,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.46,0.09,0.55,0.46,0.55,Matches,0.0
2011-2012,Ligue1,Montpellier,Cyril Jeunechamp,fr FRA,"DF,MF",35.0,12.0,7.0,543.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,0.0
2011-2012,Ligue1,Montpellier,Karim Aït-Fana,ma MAR,"FW,MF",22.0,11.0,6.0,530.0,5.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34,0.17,0.51,0.34,0.51,Matches,0.0
2011-2012,Ligue1,Montpellier,Laurent Pionnier,fr FRA,GK,29.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,Ligue1,Montpellier,Abdelhamid El Kaoutari,ma MAR,DF,21.0,5.0,3.0,290.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,Ligue1,Montpellier,Romain Pitau,fr FRA,MF,33.0,10.0,2.0,256.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,Ligue1,Montpellier,Jonathan Tinhan,bj BEN,"FW,MF",22.0,4.0,0.0,57.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,1.58,1.58,1.58,Matches,0.0
2011-2012,Ligue1,Montpellier,Bengali-Fodé Koita,gn GUI,"FW,MF",20.0,4.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,Ligue1,Montpellier,Hasan Kabze,tr TUR,"FW,MF",29.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,Ligue1,Montpellier,Squad Total,0,0,26.3,38.0,418.0,0.0,0.0,65.0,36.0,101.0,58.0,7.0,10.0,68.0,7.0,0.0,0.0,0.0,1.71,0.95,2.66,1.53,2.47,0,0.0
2011-2012,Ligue1,Montpellier,Opponent Total,0,0,25.8,38.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2011-2012,Ligue1,Paris S-G,Salvatore Sirigu,it ITA,GK,24.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,Ligue1,Paris S-G,Nenê,br BRA,"FW,MF",30.0,35.0,35.0,3022.0,33.6,21.0,11.0,32.0,12.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.63,0.33,0.95,0.36,0.68,Matches,0.0
2011-2012,Ligue1,Paris S-G,Jérémy Ménez,fr FRA,"FW,MF",24.0,33.0,33.0,2694.0,29.9,7.0,12.0,19.0,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.23,0.4,0.63,0.23,0.63,Matches,0.0
2011-2012,Ligue1,Paris S-G,Javier Pastore,ar ARG,MF,22.0,33.0,30.0,2635.0,29.3,13.0,6.0,19.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.44,0.2,0.65,0.44,0.65,Matches,0.0
2011-2012,Ligue1,Paris S-G,Kévin Gameiro,fr FRA,FW,24.0,34.0,27.0,2272.0,25.2,11.0,2.0,13.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44,0.08,0.51,0.4,0.48,Matches,0.0
2011-2012,Ligue1,Paris S-G,Christophe Jallet,fr FRA,DF,27.0,33.0,26.0,2404.0,26.7,3.0,5.0,8.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,Matches,0.0
2011-2012,Ligue1,Paris S-G,Blaise Matuidi,fr FRA,MF,24.0,29.0,25.0,2159.0,24.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,0.0
2011-2012,Ligue1,Paris S-G,Mohamed Sissoko,ml MLI,MF,26.0,25.0,22.0,1811.0,20.1,2.0,1.0,3.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.1,0.05,0.15,0.1,0.15,Matches,0.0
2011-2012,Ligue1,Paris S-G,Mathieu Bodmer,fr FRA,"DF,MF",28.0,31.0,21.0,2047.0,22.7,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.04,0.13,0.18,0.04,0.18,Matches,0.0
2011-2012,Ligue1,Paris S-G,Mamadou Sakho,fr FRA,DF,21.0,22.0,20.0,1774.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,Ligue1,Paris S-G,Zoumana Camara,fr FRA,DF,32.0,19.0,17.0,1618.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,Ligue1,Paris S-G,Milan Biševac,rs SRB,DF,27.0,19.0,17.0,1544.0,17.2,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,0.0
2011-2012,Ligue1,Paris S-G,Ceará,br BRA,DF,31.0,24.0,17.0,1525.0,16.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,0.0
2011-2012,Ligue1,Paris S-G,Siaka Tiéné,ci CIV,DF,29.0,23.0,16.0,1483.0,16.5,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.06,0.18,0.24,0.06,0.24,Matches,0.0
2011-2012,Ligue1,Paris S-G,Alex,br BRA,DF,29.0,15.0,15.0,1287.0,14.3,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.14,0.07,0.21,0.14,0.21,Matches,0.0
2011-2012,Ligue1,Paris S-G,Thiago Motta,it ITA,MF,28.0,14.0,14.0,1260.0,14.0,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.14,0.07,0.21,0.14,0.21,Matches,0.0
2011-2012,Ligue1,Paris S-G,Maxwell,br BRA,DF,29.0,14.0,13.0,1123.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,0.0
2011-2012,Ligue1,Paris S-G,Diego Lugano,uy URU,DF,30.0,12.0,9.0,789.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,Ligue1,Paris S-G,Sylvain Armand,fr FRA,DF,30.0,23.0,8.0,875.0,9.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,0.1,0.21,0.1,0.21,Matches,0.0
2011-2012,Ligue1,Paris S-G,Clément Chantôme,fr FRA,MF,23.0,15.0,8.0,839.0,9.3,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,0.0
2011-2012,Ligue1,Paris S-G,Guillaume Hoarau,fr FRA,FW,27.0,19.0,7.0,733.0,8.1,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.61,0.25,0.86,0.61,0.86,Matches,0.0
2011-2012,Ligue1,Paris S-G,Mevlüt Erdinç,tr TUR,FW,24.0,11.0,0.0,143.0,1.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.63,0.63,1.26,0.63,1.26,Matches,0.0
2011-2012,Ligue1,Paris S-G,Jean-Christophe Bahebeck,fr FRA,"FW,MF",18.0,8.0,0.0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,Ligue1,Paris S-G,Jean-Eudes Maurice,ht HAI,"FW,MF",25.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0
2011-2012,Ligue1,Paris S-G,Squad Total,0,0,26.9,38.0,418.0,0.0,0.0,74.0,53.0,127.0,64.0,10.0,10.0,79.0,4.0,0.0,0.0,0.0,1.95,1.39,3.34,1.68,3.08,0,0.0
2011-2012,Ligue1,Paris S-G,Opponent Total,0,0,26.0,38.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2011-2012,Ligue1,Lille,Mickaël Landreau,fr FRA,GK,32.0,0.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,38.0
2011-2012,Ligue1,Lille,Rio Mavuba,fr FRA,MF,27.0,0.0,36.0,3272.0,36.4,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,38.0
2011-2012,Ligue1,Lille,Eden Hazard,be BEL,"FW,MF",20.0,0.0,35.0,3207.0,35.6,20.0,15.0,35.0,11.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.56,0.42,0.98,0.31,0.73,Matches,38.0
2011-2012,Ligue1,Lille,Mathieu Debuchy,fr FRA,DF,26.0,0.0,32.0,2845.0,31.6,5.0,1.0,6.0,4.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.16,0.03,0.19,0.13,0.16,Matches,32.0
2011-2012,Ligue1,Lille,Franck Béria,fr FRA,DF,28.0,0.0,32.0,2798.0,31.1,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,32.0
2011-2012,Ligue1,Lille,Florent Balmont,fr FRA,MF,31.0,0.0,30.0,2402.0,26.7,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,30.0
2011-2012,Ligue1,Lille,Aurélien Chedjou,cm CMR,DF,26.0,0.0,27.0,2344.0,26.0,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,27.0
2011-2012,Ligue1,Lille,Benoît Pedretti,fr FRA,MF,30.0,0.0,26.0,2167.0,24.1,4.0,5.0,9.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.17,0.21,0.37,0.17,0.37,Matches,31.0
2011-2012,Ligue1,Lille,Dimitri Payet,fr FRA,"FW,MF",24.0,0.0,23.0,1855.0,20.6,6.0,6.0,12.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.29,0.29,0.58,0.29,0.58,Matches,33.0
2011-2012,Ligue1,Lille,Marko Baša,me MNE,DF,28.0,0.0,22.0,1784.0,19.8,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,22.0
2011-2012,Ligue1,Lille,Joe Cole,eng ENG,MF,29.0,0.0,20.0,1768.0,19.6,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,0.15,0.36,0.2,0.36,Matches,32.0
