Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 27_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_o,T_o.1,T_o.2,T_o.3,T_o.4,T_o.5,T_o.6,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_a,C_a.1,C_a.2,C_a.3,C_a.4,C_a.5,C_a.6,C_a.7,R_e,R_e.1,U_n.5
2022-2023,Ligue1,Paris S-G,Gianluigi Donnarumma,it ITA,GK,23.0,37.9,1021.0,909.0,1016.0,6.0,0.0,0.0,1021.0,1.0,1.0,100.0,0.0,0.0,695.0,3076.0,1895.0,0.0,0.0,0.0,0.0,0.0,447.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Lionel Messi,ar ARG,"FW,MF",35.0,31.5,2401.0,5.0,98.0,1201.0,1132.0,159.0,2401.0,184.0,102.0,55.4,71.0,38.6,2053.0,11482.0,5063.0,114.0,126.0,42.0,52.0,77.0,2042.0,220.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,23.0,31.3,1771.0,10.0,46.0,594.0,1149.0,302.0,1766.0,201.0,74.0,36.8,109.0,54.2,1583.0,9810.0,4725.0,165.0,126.0,86.0,63.0,42.0,1575.0,468.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Sergio Ramos,es ESP,DF,36.0,30.0,2774.0,310.0,1061.0,1566.0,159.0,30.0,2774.0,14.0,5.0,35.7,6.0,42.9,2313.0,11550.0,5696.0,15.0,20.0,3.0,8.0,6.0,2186.0,10.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Marquinhos,br BRA,DF,28.0,30.2,2411.0,294.0,946.0,1359.0,117.0,39.0,2411.0,2.0,0.0,0.0,2.0,100.0,1974.0,9280.0,4747.0,4.0,18.0,2.0,12.0,6.0,1869.0,15.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Vitinha,pt POR,MF,22.0,27.2,2189.0,41.0,325.0,1299.0,584.0,38.0,2189.0,53.0,31.0,58.5,17.0,32.1,1872.0,9931.0,4552.0,50.0,74.0,5.0,33.0,33.0,1786.0,94.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Danilo Pereira,pt POR,"DF,MF",30.0,26.8,2277.0,193.0,695.0,1442.0,162.0,29.0,2277.0,15.0,10.0,66.7,5.0,33.3,1888.0,9953.0,5205.0,26.0,35.0,2.0,14.0,10.0,1748.0,11.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,29.0,24.4,2783.0,69.0,527.0,1743.0,538.0,26.0,2783.0,53.0,29.0,54.7,14.0,26.4,2376.0,11182.0,5529.0,40.0,79.0,5.0,17.0,33.0,2274.0,52.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Achraf Hakimi,ma MAR,"DF,MF",23.0,22.8,1772.0,49.0,361.0,716.0,713.0,82.0,1772.0,74.0,29.0,39.2,32.0,43.2,1414.0,7700.0,4281.0,85.0,66.0,22.0,29.0,23.0,1326.0,229.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Fabián Ruiz Peña,es ESP,MF,26.0,21.0,1971.0,53.0,411.0,1161.0,410.0,41.0,1971.0,30.0,18.0,60.0,12.0,40.0,1681.0,7230.0,3162.0,32.0,35.0,4.0,23.0,16.0,1580.0,86.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Juan Bernat,es ESP,"DF,MF",29.0,18.3,1170.0,43.0,286.0,543.0,348.0,64.0,1170.0,40.0,21.0,52.5,17.0,42.5,912.0,4433.0,1916.0,24.0,21.0,14.0,7.0,9.0,849.0,143.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Nuno Mendes,pt POR,DF,20.0,17.2,1139.0,47.0,242.0,417.0,495.0,58.0,1139.0,66.0,27.0,40.9,34.0,51.5,876.0,4893.0,2466.0,51.0,35.0,19.0,30.0,17.0,794.0,195.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Neymar,br BRA,"MF,FW",30.0,17.2,1470.0,3.0,124.0,774.0,591.0,73.0,1468.0,96.0,38.0,39.6,46.0,47.9,1289.0,7565.0,3392.0,69.0,77.0,12.0,50.0,37.0,1260.0,127.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Carlos Soler,es ESP,MF,25.0,13.2,749.0,14.0,105.0,359.0,290.0,25.0,749.0,12.0,5.0,41.7,4.0,33.3,626.0,2884.0,1120.0,18.0,28.0,2.0,20.0,13.0,594.0,67.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Hugo Ekitike,fr FRA,FW,20.0,12.8,473.0,5.0,32.0,202.0,250.0,63.0,473.0,39.0,16.0,41.0,18.0,46.2,353.0,2225.0,764.0,23.0,19.0,7.0,28.0,18.0,337.0,84.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Nordi Mukiele,fr FRA,DF,24.0,12.6,801.0,50.0,236.0,387.0,189.0,29.0,801.0,24.0,6.0,25.0,12.0,50.0,588.0,3067.0,1363.0,19.0,10.0,3.0,12.0,12.0,548.0,57.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,26.0,8.1,567.0,59.0,203.0,327.0,39.0,7.0,567.0,3.0,2.0,66.7,0.0,0.0,430.0,2001.0,1090.0,4.0,8.0,0.0,4.0,5.0,407.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Warren Zaire-Emery,fr FRA,"MF,DF",16.0,10.3,726.0,26.0,123.0,426.0,192.0,21.0,726.0,29.0,16.0,55.2,11.0,37.9,584.0,3412.0,1522.0,23.0,22.0,4.0,11.0,14.0,545.0,54.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Renato Sanches,pt POR,MF,24.0,8.0,753.0,17.0,106.0,479.0,179.0,18.0,753.0,22.0,13.0,59.1,7.0,31.8,648.0,3751.0,2154.0,30.0,26.0,4.0,13.0,8.0,625.0,25.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,El Chadaille Bitshiabu,fr FRA,DF,17.0,6.5,515.0,56.0,214.0,283.0,21.0,2.0,515.0,2.0,1.0,50.0,1.0,50.0,428.0,1642.0,610.0,1.0,3.0,0.0,2.0,2.0,396.0,8.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Timothee Pembele,fr FRA,DF,19.0,2.9,113.0,4.0,30.0,43.0,41.0,7.0,113.0,5.0,4.0,80.0,1.0,20.0,72.0,397.0,227.0,4.0,2.0,2.0,4.0,1.0,68.0,20.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Pablo Sarabia,es ESP,"FW,MF",30.0,4.1,225.0,1.0,40.0,91.0,94.0,15.0,225.0,5.0,1.0,20.0,3.0,60.0,181.0,953.0,406.0,9.0,8.0,0.0,11.0,7.0,178.0,37.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Ismaël Gharbi,es ESP,"MF,FW",18.0,0.6,47.0,1.0,3.0,25.0,20.0,2.0,47.0,6.0,5.0,83.3,1.0,16.7,42.0,298.0,160.0,3.0,1.0,0.0,1.0,1.0,39.0,8.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Leandro Paredes,ar ARG,MF,28.0,0.6,75.0,2.0,10.0,57.0,8.0,0.0,75.0,0.0,0.0,,0.0,,64.0,320.0,203.0,1.0,3.0,0.0,0.0,0.0,62.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Ilyes Housni,fr FRA,FW,17.0,0.1,5.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,,0.0,,6.0,25.0,13.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Alexandre Letellier,fr FRA,GK,31.0,0.1,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Squad Total,,,26.9,38.0,30202.0,2265.0,7245.0,15502.0,7723.0,1130.0,30195.0,976.0,454.0,46.5,423.0,43.3,24951.0,129073.0,62262.0,810.0,842.0,238.0,445.0,392.0,23544.0,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Opponent Total,,,26.1,38.0,21212.0,2510.0,7167.0,9496.0,4806.0,656.0,21207.0,769.0,354.0,46.0,339.0,44.1,15933.0,91657.0,42875.0,698.0,627.0,153.0,458.0,273.0,14253.0,1306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Brice Samba,fr FRA,GK,28.0,37.0,1307.0,942.0,1291.0,18.0,0.0,0.0,1307.0,1.0,1.0,100.0,0.0,0.0,987.0,5296.0,3117.0,0.0,0.0,0.0,1.0,0.0,712.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Kevin Danso,at AUT,DF,23.0,35.9,2686.0,246.0,1036.0,1566.0,105.0,32.0,2686.0,37.0,19.0,51.4,12.0,32.4,2008.0,13114.0,7379.0,34.0,32.0,1.0,17.0,17.0,1820.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Seko Fofana,ci CIV,MF,27.0,34.1,2163.0,32.0,242.0,1237.0,709.0,108.0,2161.0,109.0,59.0,54.1,40.0,36.7,1873.0,11603.0,4763.0,117.0,95.0,32.0,61.0,42.0,1763.0,233.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Florian Sotoca,fr FRA,"MF,FW",31.0,33.9,1887.0,55.0,212.0,915.0,775.0,140.0,1884.0,40.0,16.0,40.0,18.0,45.0,1446.0,7373.0,2546.0,53.0,61.0,16.0,44.0,25.0,1434.0,302.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Salis Abdul Samed,gh GHA,MF,22.0,32.2,2224.0,66.0,404.0,1502.0,340.0,16.0,2224.0,49.0,29.0,59.2,13.0,26.5,1849.0,9645.0,3457.0,33.0,56.0,3.0,39.0,32.0,1705.0,44.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Jonathan Gradit,fr FRA,DF,29.0,31.4,2369.0,159.0,749.0,1452.0,183.0,7.0,2369.0,26.0,12.0,46.2,12.0,46.2,1860.0,10993.0,6399.0,41.0,68.0,2.0,18.0,9.0,1756.0,9.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
