Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_C,S_C.1,S_C.2,S_C.3,S_C.4,S_C.5,S_C.6,S_C.7,G_C,G_C.1,G_C.2,G_C.3,G_C.4,G_C.5,G_C.6,G_C.7,U_n.5
2022-2023,Ligue1,Paris S-G,Gianluigi Donnarumma,it ITA,GK,23.0,37.9,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Lionel Messi,ar ARG,"FW,MF",35.0,31.5,197.0,6.25,128.0,30.0,18.0,10.0,9.0,2.0,35.0,1.11,27.0,2.0,3.0,1.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Kylian Mbappé,fr FRA,FW,23.0,31.3,143.0,4.57,96.0,3.0,19.0,15.0,10.0,0.0,23.0,0.73,12.0,0.0,4.0,5.0,2.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Sergio Ramos,es ESP,DF,36.0,30.0,21.0,0.7,16.0,0.0,0.0,2.0,3.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Marquinhos,br BRA,DF,28.0,30.2,19.0,0.63,15.0,1.0,0.0,3.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Vitinha,pt POR,MF,22.0,27.2,73.0,2.69,63.0,2.0,0.0,4.0,2.0,2.0,10.0,0.37,8.0,0.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Danilo Pereira,pt POR,"DF,MF",30.0,26.8,23.0,0.86,19.0,0.0,0.0,2.0,1.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Marco Verratti,it ITA,MF,29.0,24.4,83.0,3.41,78.0,2.0,1.0,1.0,0.0,1.0,9.0,0.37,8.0,0.0,0.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Achraf Hakimi,ma MAR,"DF,MF",23.0,22.8,75.0,3.29,64.0,1.0,4.0,2.0,2.0,2.0,9.0,0.39,5.0,0.0,1.0,1.0,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Fabián Ruiz Peña,es ESP,MF,26.0,21.0,41.0,1.95,37.0,0.0,1.0,2.0,0.0,1.0,6.0,0.29,6.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Juan Bernat,es ESP,"DF,MF",29.0,18.3,37.0,2.02,35.0,0.0,2.0,0.0,0.0,0.0,6.0,0.33,6.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Nuno Mendes,pt POR,DF,20.0,17.2,45.0,2.62,39.0,0.0,4.0,1.0,0.0,1.0,7.0,0.41,7.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Neymar,br BRA,"MF,FW",30.0,17.2,105.0,6.11,75.0,12.0,2.0,6.0,10.0,0.0,16.0,0.93,11.0,3.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Carlos Soler,es ESP,MF,25.0,13.2,34.0,2.58,26.0,2.0,0.0,2.0,4.0,0.0,8.0,0.61,7.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Hugo Ekitike,fr FRA,FW,20.0,12.8,33.0,2.57,25.0,0.0,3.0,2.0,3.0,0.0,7.0,0.55,6.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Nordi Mukiele,fr FRA,DF,24.0,12.6,20.0,1.58,16.0,0.0,1.0,2.0,1.0,0.0,5.0,0.4,4.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Presnel Kimpembe,fr FRA,DF,26.0,8.1,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Warren Zaire-Emery,fr FRA,"MF,DF",16.0,10.3,21.0,2.03,19.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Renato Sanches,pt POR,MF,24.0,8.0,19.0,2.39,15.0,1.0,0.0,3.0,0.0,0.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,El Chadaille Bitshiabu,fr FRA,DF,17.0,6.5,3.0,0.46,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Timothee Pembele,fr FRA,DF,19.0,2.9,4.0,1.37,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Pablo Sarabia,es ESP,"FW,MF",30.0,4.1,19.0,4.61,12.0,6.0,0.0,0.0,1.0,0.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Ismaël Gharbi,es ESP,"MF,FW",18.0,0.6,2.0,3.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Leandro Paredes,ar ARG,MF,28.0,0.6,4.0,6.92,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.73,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Ilyes Housni,fr FRA,FW,17.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Alexandre Letellier,fr FRA,GK,31.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Squad Total,,,26.9,38.0,1024.0,26.95,791.0,60.0,57.0,58.0,47.0,11.0,151.0,3.97,116.0,5.0,9.0,11.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Paris S-G,Opponent Total,,,26.1,38.0,753.0,19.82,558.0,44.0,57.0,50.0,29.0,15.0,68.0,1.79,50.0,1.0,4.0,9.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Brice Samba,fr FRA,GK,28.0,37.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Kevin Danso,at AUT,DF,23.0,35.9,41.0,1.14,38.0,0.0,1.0,0.0,2.0,0.0,5.0,0.14,4.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Seko Fofana,ci CIV,MF,27.0,34.1,94.0,2.75,78.0,0.0,7.0,2.0,5.0,2.0,13.0,0.38,10.0,0.0,2.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Florian Sotoca,fr FRA,"MF,FW",31.0,33.9,135.0,3.98,110.0,0.0,3.0,13.0,6.0,3.0,21.0,0.62,19.0,0.0,0.0,1.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Salis Abdul Samed,gh GHA,MF,22.0,32.2,50.0,1.55,43.0,0.0,2.0,2.0,2.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Jonathan Gradit,fr FRA,DF,29.0,31.4,49.0,1.56,40.0,1.0,1.0,0.0,4.0,3.0,8.0,0.25,8.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Facundo Medina,ar ARG,DF,23.0,30.9,46.0,1.49,40.0,2.0,0.0,4.0,0.0,0.0,6.0,0.19,4.0,1.0,0.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Przemysław Frankowski,pl POL,"DF,MF",27.0,31.5,123.0,3.91,69.0,44.0,3.0,3.0,2.0,2.0,12.0,0.38,8.0,4.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Loïs Openda,be BEL,FW,22.0,28.0,67.0,2.4,39.0,1.0,10.0,10.0,6.0,1.0,12.0,0.43,6.0,0.0,3.0,3.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Deiver Machado,co COL,"DF,MF",28.0,24.3,42.0,1.73,26.0,4.0,2.0,0.0,8.0,2.0,6.0,0.25,3.0,2.0,0.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Massadio Haïdara,ml MLI,"DF,MF",29.0,18.6,18.0,0.97,15.0,0.0,1.0,0.0,1.0,1.0,3.0,0.16,1.0,0.0,0.0,0.0,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,David Pereira da Costa,pt POR,"MF,FW",21.0,15.6,63.0,4.02,51.0,1.0,6.0,3.0,1.0,1.0,7.0,0.45,6.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Adrien Thomasson,fr FRA,"MF,FW",28.0,14.2,42.0,2.96,37.0,1.0,0.0,2.0,1.0,1.0,9.0,0.63,8.0,0.0,0.0,0.0,1.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Angelo Fulgini,fr FRA,"MF,FW",25.0,9.5,45.0,4.72,23.0,17.0,2.0,2.0,1.0,0.0,4.0,0.42,3.0,1.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Jean Onana,cm CMR,"MF,DF",22.0,9.0,12.0,1.33,9.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Wesley Saïd,fr FRA,"FW,MF",27.0,7.2,23.0,3.21,11.0,0.0,9.0,3.0,0.0,0.0,3.0,0.42,0.0,0.0,2.0,1.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Alexis Claude-Maurice,fr FRA,"MF,FW",24.0,6.7,15.0,2.23,9.0,1.0,2.0,2.0,0.0,1.0,3.0,0.45,2.0,0.0,1.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Jimmy Cabot,fr FRA,"DF,MF",28.0,5.7,31.0,5.45,23.0,7.0,0.0,0.0,0.0,1.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Łukasz Poręba,pl POL,MF,22.0,2.9,9.0,3.1,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.69,1.0,0.0,0.0,0.0,0.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Julien Le Cardinal,fr FRA,DF,24.0,1.8,7.0,3.82,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Jean-Louis Leca,fr FRA,GK,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Rémy Labeau Lascary,gp GLP,"FW,MF",19.0,1.4,1.0,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Adam Buksa,pl POL,"FW,MF",26.0,1.1,1.0,0.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Ismaëlben Boura,fr FRA,"DF,FW",21.0,1.0,2.0,1.94,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Ignatius Ganago,cm CMR,FW,23.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Patrick Berg,no NOR,"MF,FW",24.0,0.3,2.0,7.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2022-2023,Ligue1,Lens,Gaël Kakuta,cd COD,FW,31.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
