Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Unnamed: 23_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_e,P_e.1,P_e.2,P_e.3,P_e.4,P_e.5,P_e.6,P_e.7,P_e.8,P_e.9,P_e.10,P_e.11,P_e.12,P_e.13,P_e.14,U_n.4
2011-2012,LaLiga,Real Madrid,Iker Casillas,es ESP,GK,30.0,37.0,37.0,3330.0,37.0,31.0,0.84,128.0,97.0,75.8,31.0,4.0,2.0,14.0,37.8,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Real Madrid,Antonio Adán,es ESP,GK,24.0,1.0,1.0,90.0,1.0,1.0,1.0,6.0,5.0,83.3,1.0,0.0,0.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Real Madrid,Squad Total,,,26.1,38.0,38.0,3420.0,,32.0,0.84,134.0,102.0,76.1,32.0,4.0,2.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Real Madrid,Opponent Total,,,26.5,38.0,38.0,,,,,,,,2.0,4.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Barcelona,Víctor Valdés,es ESP,GK,29.0,35.0,35.0,3150.0,35.0,28.0,0.8,95.0,67.0,70.5,25.0,7.0,3.0,17.0,48.6,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Barcelona,José Manuel Pinto,es ESP,GK,35.0,3.0,3.0,270.0,3.0,1.0,0.33,11.0,10.0,90.9,3.0,0.0,0.0,2.0,66.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Barcelona,Squad Total,,,26.6,38.0,38.0,3420.0,,29.0,0.76,106.0,77.0,72.6,28.0,7.0,3.0,19.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Barcelona,Opponent Total,,,26.4,38.0,38.0,,,,,,,,3.0,7.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Valencia,Vicente Guaita,es ESP,GK,24.0,26.0,26.0,2340.0,26.0,25.0,0.96,115.0,90.0,78.3,14.0,6.0,6.0,12.0,46.2,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Valencia,Diego Alves,br BRA,GK,26.0,12.0,12.0,1080.0,12.0,19.0,1.58,63.0,44.0,69.8,3.0,4.0,5.0,2.0,16.7,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Valencia,Squad Total,,,25.9,38.0,38.0,3420.0,,44.0,1.16,178.0,134.0,75.3,17.0,10.0,11.0,14.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Valencia,Opponent Total,,,26.6,38.0,38.0,,,,,,,,11.0,10.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Málaga,Willy Caballero,ar ARG,GK,29.0,28.0,28.0,2402.0,26.7,28.0,1.05,121.0,93.0,76.9,10.0,8.0,7.0,9.0,32.1,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Málaga,Carlos Kameni,cm CMR,GK,27.0,9.0,8.0,769.0,8.5,9.0,1.05,22.0,13.0,59.1,4.0,1.0,4.0,3.0,37.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Málaga,Rubén,es ESP,GK,27.0,4.0,2.0,251.0,2.8,9.0,3.23,16.0,7.0,43.8,0.0,1.0,3.0,0.0,0.0,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Málaga,Squad Total,,,27.3,38.0,38.0,3422.0,,46.0,1.21,159.0,113.0,71.1,17.0,7.0,14.0,10.0,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Málaga,Opponent Total,,,26.4,38.0,38.0,,,,,,,,14.0,7.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-2012,LaLiga,Atlético Madrid,Thibaut Courtois,be BEL,GK,19.0,37.0,37.0,3261.0,36.2,41.0,1.13,135.0,94.0,69.6,14.0,11.0,11.0,15.0,40.5,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,
