Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Unnamed: 26_level_0_Matches,Playing Time_MP,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,P_l,P_l.1,P_l.2,P_l.3,P_l.4,S_t,S_t.1,S_t.2,S_u,S_u.1,S_u.2,T_e.1,T_e.2,T_e.3,T_e.4,T_e.5,T_e.6,T_e.7,T_e.8,T_e.9,T_e.10,T_e.11,U_n.4,U_n.5
2019-2020,LaLiga,Real Madrid,Karim Benzema,fr FRA,FW,31.0,37.0,3141.0,85.0,91.8,34.9,36.0,86.0,21.0,1.0,29.0,1.0,2.27,63.0,22.0,41.0,1.17,-0.12,60.5,30.6,29.9,0.86,-0.65,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Casemiro,br BRA,MF,27.0,35.0,3088.0,88.0,90.3,34.3,35.0,88.0,32.0,0.0,,1.0,2.34,67.0,22.0,45.0,1.31,1.31,61.1,28.5,32.6,0.95,0.43,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Sergio Ramos,es ESP,DF,33.0,35.0,3013.0,86.0,88.1,33.5,35.0,86.0,31.0,0.0,,0.0,2.23,61.0,21.0,40.0,1.19,0.09,60.9,28.3,32.5,0.97,0.52,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,27.0,34.0,3060.0,90.0,89.5,34.0,34.0,90.0,34.0,0.0,,2.0,2.26,60.0,20.0,40.0,1.18,-0.07,61.1,28.8,32.3,0.95,0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Raphaël Varane,fr FRA,DF,26.0,32.0,2822.0,88.0,82.5,31.4,32.0,88.0,31.0,0.0,,4.0,2.38,62.0,21.0,41.0,1.31,0.71,56.2,29.4,26.8,0.86,-0.31,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Dani Carvajal,es ESP,DF,27.0,31.0,2738.0,88.0,80.1,30.4,31.0,88.0,29.0,0.0,,2.0,2.39,59.0,18.0,41.0,1.35,0.82,57.4,25.7,31.6,1.04,0.65,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Toni Kroos,de GER,MF,29.0,35.0,2652.0,76.0,77.5,29.5,31.0,83.0,22.0,4.0,20.0,2.0,2.31,45.0,17.0,28.0,0.95,-1.04,48.8,24.7,24.1,0.82,-0.41,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Luka Modrić,hr CRO,MF,33.0,31.0,1996.0,64.0,58.4,22.2,22.0,82.0,10.0,9.0,21.0,1.0,2.35,45.0,14.0,31.0,1.4,0.51,39.3,19.0,20.2,0.91,0.01,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Federico Valverde,uy URU,MF,21.0,33.0,1907.0,58.0,55.8,21.2,21.0,83.0,10.0,12.0,14.0,2.0,2.3,42.0,12.0,30.0,1.42,0.52,39.6,19.2,20.4,0.96,0.12,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Ferland Mendy,fr FRA,DF,24.0,25.0,1809.0,72.0,52.9,20.1,19.0,90.0,18.0,6.0,18.0,6.0,2.4,35.0,11.0,24.0,1.19,0.02,34.0,16.9,17.1,0.85,-0.12,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Marcelo,br BRA,DF,31.0,15.0,1296.0,86.0,37.9,14.4,15.0,86.0,12.0,0.0,,9.0,2.13,28.0,13.0,15.0,1.04,-0.23,28.1,12.3,15.8,1.1,0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Isco,es ESP,"FW,MF",27.0,23.0,1181.0,51.0,34.5,13.1,15.0,71.0,1.0,8.0,15.0,7.0,2.39,15.0,8.0,7.0,0.53,-0.99,17.7,12.8,5.0,0.38,-0.81,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Eden Hazard,be BEL,"FW,MF",28.0,16.0,1077.0,67.0,31.5,12.0,14.0,74.0,3.0,2.0,20.0,3.0,2.44,27.0,5.0,22.0,1.84,0.95,25.5,8.6,16.9,1.41,0.73,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Vinicius Júnior,br BRA,"FW,MF",19.0,29.0,1364.0,47.0,39.9,15.2,12.0,81.0,5.0,17.0,23.0,5.0,2.21,27.0,15.0,12.0,0.79,-0.65,26.4,15.3,11.2,0.74,-0.29,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Gareth Bale,wls WAL,"FW,MF",30.0,16.0,1089.0,68.0,31.8,12.1,12.0,82.0,5.0,4.0,26.0,10.0,2.13,21.0,9.0,12.0,0.99,-0.28,18.2,13.5,4.7,0.39,-0.77,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Rodrygo,br BRA,FW,18.0,19.0,1019.0,54.0,29.8,11.3,12.0,72.0,1.0,7.0,23.0,9.0,2.42,21.0,2.0,19.0,1.68,0.7,22.9,7.4,15.5,1.37,0.65,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Éder Militão,br BRA,DF,21.0,15.0,1022.0,68.0,29.9,11.4,10.0,87.0,9.0,5.0,31.0,23.0,2.33,17.0,9.0,8.0,0.7,-0.68,19.3,9.0,10.3,0.91,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
