Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,G_o,G_o.1,G_o.2,G_o.3,G_o.4,E_x,E_x.1,E_x.2,E_x.3,L_a,L_a.1,L_a.2,P_a,P_a.1,P_a.2,P_a.3,G_o.5,G_o.6,G_o.7,C_r,C_r.1,C_r.2,S_w,S_w.1,S_w.2,U_n.5
2019-2020,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,27.0,34.0,20.0,0.0,0.0,4.0,0.0,26.7,0.28,6.7,0.2,76.0,280.0,27.1,865.0,200.0,23.4,30.6,217.0,35.9,37.7,403.0,21.0,5.2,33.0,0.97,14.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Alphonse Areola,fr FRA,GK,26.0,4.0,5.0,2.0,0.0,1.0,0.0,4.1,0.15,-0.9,-0.22,14.0,32.0,43.8,105.0,27.0,17.1,26.9,29.0,48.3,41.4,57.0,2.0,3.5,4.0,1.0,14.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Squad Total,,,27.6,38.0,25.0,2.0,0.0,5.0,0.0,30.8,0.26,5.8,0.15,90.0,312.0,28.8,970.0,227.0,22.7,30.2,246.0,37.4,38.2,460.0,23.0,5.0,37.0,0.97,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Opponent Total,,,27.0,38.0,70.0,11.0,1.0,4.0,1.0,73.2,0.28,4.2,0.11,278.0,695.0,40.0,965.0,171.0,48.0,38.3,334.0,69.5,50.6,574.0,14.0,2.4,39.0,1.03,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Marc-André ter Stegen,de GER,GK,27.0,36.0,36.0,6.0,2.0,1.0,0.0,34.8,0.25,-1.2,-0.03,122.0,239.0,51.0,1206.0,177.0,15.3,25.7,224.0,24.6,29.4,379.0,18.0,4.7,39.0,1.08,15.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Neto,br BRA,GK,30.0,2.0,2.0,0.0,0.0,0.0,0.0,1.6,0.54,-0.4,-0.19,5.0,10.0,50.0,46.0,5.0,15.2,24.5,15.0,20.0,24.2,22.0,1.0,4.5,4.0,2.0,16.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Squad Total,,,27.8,38.0,38.0,6.0,2.0,1.0,0.0,36.5,0.26,-1.5,-0.04,127.0,249.0,51.0,1252.0,182.0,15.3,25.7,239.0,24.3,29.1,401.0,19.0,4.7,43.0,1.13,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Barcelona,Opponent Total,,,27.0,38.0,86.0,6.0,5.0,3.0,2.0,75.2,0.32,-8.8,-0.23,196.0,561.0,34.9,790.0,156.0,47.0,38.6,271.0,70.1,51.7,301.0,16.0,5.3,31.0,0.82,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Atlético Madrid,Jan Oblak,si SVN,GK,26.0,37.7,27.0,3.0,1.0,4.0,3.0,29.8,0.25,5.8,0.15,232.0,589.0,39.4,635.0,111.0,56.7,41.2,316.0,72.5,49.9,532.0,12.0,2.3,12.0,0.32,13.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Atlético Madrid,Antonio Adán,es ESP,GK,32.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.13,1.0,3.0,33.3,5.0,1.0,40.0,30.2,1.0,100.0,65.0,1.0,0.0,0.0,0.0,0.0,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
