Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Unnamed: 21_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,T_a,T_a.1,T_a.2,T_a.3,T_a.4,C_h,C_h.1,C_h.2,C_h.3,B_l,B_l.1,B_l.2,U_n.5,U_n.6,U_n.7,U_n.8,U_n.9
2019-2020,LaLiga,Real Madrid,Karim Benzema,fr FRA,FW,31.0,34.9,18.0,8.0,3.0,11.0,4.0,2.0,16.0,12.5,14.0,16.0,4.0,12.0,7.0,25.0,30.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Casemiro,br BRA,MF,27.0,34.3,96.0,60.0,43.0,45.0,8.0,39.0,99.0,39.4,60.0,53.0,10.0,43.0,68.0,164.0,72.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Sergio Ramos,es ESP,DF,33.0,33.5,46.0,31.0,26.0,17.0,3.0,20.0,42.0,47.6,22.0,22.0,9.0,13.0,49.0,95.0,102.0,4.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,27.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,18.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Raphaël Varane,fr FRA,DF,26.0,31.4,30.0,17.0,15.0,14.0,1.0,12.0,23.0,52.2,11.0,32.0,16.0,16.0,31.0,61.0,124.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Dani Carvajal,es ESP,DF,27.0,30.4,65.0,46.0,33.0,25.0,7.0,23.0,42.0,54.8,19.0,43.0,14.0,29.0,36.0,101.0,53.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Toni Kroos,de GER,MF,29.0,29.5,56.0,28.0,18.0,29.0,9.0,18.0,70.0,25.7,52.0,27.0,0.0,27.0,23.0,79.0,15.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Luka Modrić,hr CRO,MF,33.0,22.2,37.0,18.0,9.0,15.0,13.0,16.0,41.0,39.0,25.0,10.0,2.0,8.0,22.0,59.0,12.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Federico Valverde,uy URU,MF,21.0,21.2,38.0,19.0,9.0,19.0,10.0,12.0,36.0,33.3,24.0,38.0,4.0,34.0,21.0,59.0,12.0,2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Ferland Mendy,fr FRA,DF,24.0,20.1,32.0,26.0,20.0,9.0,3.0,14.0,18.0,77.8,4.0,19.0,5.0,14.0,22.0,54.0,30.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,
