Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2019-2020,LaLiga,Real Madrid,Karim Benzema,fr FRA,FW,31.0,34.9,21.0,119.0,54.0,45.4,3.41,1.55,0.13,0.3,15.0,5.0,5.0,,1.0,20.3,16.3,0.14,0.7,-0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Casemiro,br BRA,MF,27.0,34.3,4.0,45.0,12.0,26.7,1.31,0.35,0.09,0.33,22.6,0.0,0.0,,4.0,4.2,4.2,0.1,-0.2,-0.2,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Sergio Ramos,es ESP,DF,33.0,33.5,11.0,33.0,11.0,33.3,0.99,0.33,0.15,0.45,15.5,6.0,6.0,,4.0,10.2,5.4,0.16,0.8,-0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Thibaut Courtois,be BEL,GK,27.0,34.0,0.0,1.0,1.0,100.0,0.03,0.03,0.0,0.0,11.3,0.0,0.0,,0.0,0.1,0.1,0.06,-0.1,-0.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Raphaël Varane,fr FRA,DF,26.0,31.4,2.0,11.0,2.0,18.2,0.35,0.06,0.18,1.0,12.6,0.0,0.0,,0.0,1.0,1.0,0.09,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Dani Carvajal,es ESP,DF,27.0,30.4,1.0,20.0,9.0,45.0,0.66,0.3,0.05,0.11,19.5,0.0,0.0,,0.0,2.6,2.6,0.13,-1.6,-1.6,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Toni Kroos,de GER,MF,29.0,29.5,4.0,57.0,20.0,35.1,1.93,0.68,0.07,0.2,23.1,0.0,0.0,,2.0,3.3,3.3,0.06,0.7,0.7,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Luka Modrić,hr CRO,MF,33.0,22.2,3.0,30.0,13.0,43.3,1.35,0.59,0.1,0.23,23.1,0.0,0.0,,0.0,1.5,1.5,0.05,1.5,1.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Federico Valverde,uy URU,MF,21.0,21.2,2.0,22.0,11.0,50.0,1.04,0.52,0.09,0.18,23.0,0.0,0.0,,0.0,2.0,2.0,0.09,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Ferland Mendy,fr FRA,DF,24.0,20.1,1.0,7.0,3.0,42.9,0.35,0.15,0.14,0.33,21.2,0.0,0.0,,0.0,0.6,0.6,0.09,0.4,0.4,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Marcelo,br BRA,DF,31.0,14.4,1.0,17.0,5.0,29.4,1.18,0.35,0.06,0.2,22.6,0.0,0.0,,0.0,0.5,0.5,0.03,0.5,0.5,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Isco,es ESP,"FW,MF",27.0,13.1,1.0,23.0,13.0,56.5,1.75,0.99,0.04,0.08,18.8,0.0,0.0,,2.0,2.1,2.1,0.09,-1.1,-1.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Eden Hazard,be BEL,"FW,MF",28.0,12.0,1.0,19.0,13.0,68.4,1.59,1.09,0.05,0.08,16.7,0.0,0.0,,0.0,2.1,2.1,0.11,-1.1,-1.1,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Vinicius Júnior,br BRA,"FW,MF",19.0,15.2,3.0,38.0,17.0,44.7,2.51,1.12,0.08,0.18,14.5,0.0,0.0,,0.0,4.3,4.3,0.11,-1.3,-1.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Gareth Bale,wls WAL,"FW,MF",30.0,12.1,2.0,34.0,12.0,35.3,2.81,0.99,0.06,0.17,17.3,0.0,0.0,,3.0,4.0,4.0,0.12,-2.0,-2.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,LaLiga,Real Madrid,Rodrygo,br BRA,FW,18.0,11.3,2.0,16.0,8.0,50.0,1.41,0.71,0.13,0.25,11.5,0.0,0.0,,0.0,2.3,2.3,0.14,-0.3,-0.3,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,
