Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_PK,Standard_PKatt,Unnamed: 16_level_0_Matches,Standard_FK,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,S_e,L_e,T_e,U_n,U_n.1,U_n.2,U_n.3,U_n.4,S_t,S_t.1,S_t.2,S_t.3,S_t.4,S_t.5,S_t.6,S_t.7,S_t.8,S_t.9,S_t.10,S_t.11,E_x,E_x.1,E_x.2,E_x.3,E_x.4,U_n.5
2004-2005,Bundesliga,Bayern Munich,Roy Makaay,nl NED,FW,29.0,31.6,22.0,,62.0,,,1.96,,0.31,,3.0,3.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Lúcio,br BRA,DF,26.0,31.1,3.0,,8.0,,,0.26,,0.38,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Oliver Kahn,de GER,GK,35.0,31.0,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Michael Ballack,de GER,MF,27.0,26.6,13.0,,42.0,,,1.58,,0.29,,1.0,1.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Hasan Salihamidžić,ba BIH,"DF,MF",27.0,24.6,2.0,,12.0,,,0.49,,0.17,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Torsten Frings,de GER,MF,27.0,23.9,3.0,,17.0,,,0.71,,0.18,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Robert Kovač,hr CRO,DF,30.0,21.3,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Claudio Pizarro,pe PER,FW,25.0,19.1,11.0,,29.0,,,1.52,,0.38,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Willy Sagnol,fr FRA,DF,27.0,20.0,1.0,,4.0,,,0.2,,0.25,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Owen Hargreaves,eng ENG,MF,23.0,18.4,1.0,,6.0,,,0.33,,0.17,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Zé Roberto,br BRA,"DF,MF",30.0,16.0,1.0,,10.0,,,0.62,,0.1,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Bastian Schweinsteiger,de GER,"DF,MF",19.0,18.4,3.0,,11.0,,,0.6,,0.27,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Martín Demichelis,ar ARG,"DF,MF",23.0,15.9,0.0,,2.0,,,0.13,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Bixente Lizarazu,fr FRA,DF,34.0,11.1,0.0,,2.0,,,0.18,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Sebastian Deisler,de GER,MF,24.0,11.7,4.0,,13.0,,,1.11,,0.31,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Thomas Linke,de GER,DF,34.0,9.4,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Mehmet Scholl,de GER,MF,33.0,10.5,3.0,,10.0,,,0.95,,0.3,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Samuel Kuffour,gh GHA,DF,27.0,5.3,0.0,,1.0,,,0.19,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Andreas Görlitz,de GER,"DF,MF",22.0,5.4,0.0,,2.0,,,0.37,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Tobias Rau,de GER,DF,22.0,4.6,0.0,,2.0,,,0.43,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Paolo Guerrero,pe PER,FW,20.0,7.8,6.0,,10.0,,,1.29,,0.6,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Vahid Hashemian,ir IRN,"FW,MF",28.0,3.5,0.0,,5.0,,,1.42,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Michael Rensing,de GER,GK,20.0,3.0,0.0,,0.0,,,0.0,,,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Roque Santa Cruz,py PAR,FW,22.0,2.3,0.0,,2.0,,,0.86,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-2005,Bundesliga,Bayern Munich,Jens Jeremies,de GER,MF,30.0,2.1,0.0,,1.0,,,0.48,,0.0,,0.0,0.0,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
