season,league,team,player,player_nation,player_position,player_age,mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,matches,playing_time_mp
2018-2019,SeriaA,Juventus,Cristiano Ronaldo,pt POR,FW,33.0,0.0,30.0,2688.0,29.9,21.0,8.0,29.0,16.0,5.0,6.0,3.0,0.0,145.0,130.0,358.0,0.7,0.27,0.97,0.54,0.8,0.0,31.0
2018-2019,SeriaA,Juventus,Blaise Matuidi,fr FRA,MF,31.0,0.0,29.0,2418.0,26.9,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,23.0,157.0,118.0,0.11,0.07,0.19,0.11,0.19,0.0,31.0
2018-2019,SeriaA,Juventus,Wojciech Szczęsny,pl POL,GK,28.0,0.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
2018-2019,SeriaA,Juventus,Alex Sandro,br BRA,DF,27.0,0.0,28.0,2387.0,26.5,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,104.0,163.0,163.0,0.04,0.08,0.11,0.04,0.11,0.0,31.0
2018-2019,SeriaA,Juventus,Leonardo Bonucci,it ITA,DF,31.0,0.0,27.0,2472.0,27.5,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,6.0,101.0,4.0,0.11,0.0,0.11,0.11,0.11,0.0,29.0
2018-2019,SeriaA,Juventus,Miralem Pjanić,ba BIH,MF,28.0,0.0,27.0,2280.0,25.3,2.0,6.0,8.0,2.0,0.0,0.0,6.0,1.0,30.0,202.0,19.0,0.08,0.24,0.32,0.08,0.32,0.0,31.0
2018-2019,SeriaA,Juventus,Paulo Dybala,ar ARG,"FW,MF",24.0,0.0,24.0,2137.0,23.7,5.0,4.0,9.0,4.0,1.0,1.0,2.0,0.0,69.0,143.0,154.0,0.21,0.17,0.38,0.17,0.34,0.0,30.0
2018-2019,SeriaA,Juventus,Mario Mandžukić,hr CRO,FW,32.0,0.0,23.0,2014.0,22.4,9.0,6.0,15.0,9.0,0.0,0.0,4.0,0.0,18.0,50.0,145.0,0.4,0.27,0.67,0.4,0.67,0.0,25.0
2018-2019,SeriaA,Juventus,Giorgio Chiellini,it ITA,DF,33.0,0.0,22.0,1991.0,22.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,21.0,91.0,6.0,0.05,0.05,0.09,0.05,0.09,0.0,25.0
2018-2019,SeriaA,Juventus,João Cancelo,pt POR,DF,24.0,0.0,22.0,1968.0,21.9,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,109.0,143.0,152.0,0.05,0.14,0.18,0.05,0.18,0.0,25.0
